英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,职业,品质,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气图标,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动1图标,被动2,被动2名称,被动2描述,被动2图标,被动3,被动3名称,被动3描述,被动3图标
52035,暗影巫医,洛根,5203,5,5,2,4,52035,52035,,,,52035,"[3,5]",5,52035012,skillico_040,制裁冲击,怒气技能：对全体敌方造成90%攻击伤害，并有15%概率沉默目标2回合,"""52035111"",""52035121""",暗影能量,被动效果：长时间研究暗影能力，使得攻击提升25%，生命增加20.5%,skillico_289,"""52035214""",巫毒禁术,被动效果：普攻命中敌人时，有20%概率沉默敌人2回合,skillico_290,,,,
52045,帕米尔隆,黑暗阿辛多,5204,5,5,2,4,52045,52045,,,,52045,"[2,3,5]",2,52045012,skillico_057,无序攻击,怒气技能：对敌方随机4名目标造成77%攻击伤害并有18%概率使目标石化2回合,"""52045114""",美杜莎之力,被动效果：恶心的触手怪，普攻有33%概率使目标石化，持续1回合,skillico_249,"""52045211"",""52045221"",""52045231""",领域,被动效果：在自己的领域中，技能伤害增加62.5%，生命增加24%，速度增加40,skillico_291,"""52045314"",""52045324""",防守反击,被动效果：受到攻击时转守为攻，45%概率提升自身33%攻击力2回合，并有24%概率降低攻击者15点怒气,skillico_292
52046,帕米尔隆,黑暗阿辛多,5204,5,6,2,5,52046,52046,5204a,5204a,52045,52046,"[2,4,6]",2,52046012,skillico_057,无序攻击2,怒气技能：对敌方全体造成55%攻击伤害并有18%概率使目标石化2回合,"""52046114""",美杜莎之力2,被动效果：恶心的触手怪，普攻有44%概率使目标石化，持续1回合,skillico_249,"""52046211"",""52046221"",""52046231""",领域2,被动效果：在自己的领域中，技能伤害增加87.5%，生命增加36%，速度增加50,skillico_291,"""52046314"",""52046324""",防守反击2,被动效果：受到攻击时转守为攻，55%概率提升自身44%攻击力2回合，并有24%概率降低攻击者20点怒气,skillico_292
53014,黑暗主教,黑暗之灵,5301,5,4,3,3,53014,53014,,,,53014,"[2,4]",7,53014012,skillico_005,流星冲击,怒气技能：对敌方随机2名目标造成145%攻击伤害并降低目标怒气20点,"""53014114""",易怒,被动效果：受到攻击时非常愤怒，增加自己15点怒气,skillico_293,"""53014214""",怒气爆发,被动效果：主教爆发自己的怒气，每次普攻增加自己15点怒气,skillico_294,,,,
53015,黑暗主教,黑暗之灵,5301,5,5,3,4,53015,53015,,,,53015,"[3,5]",7,53015012,skillico_005,流星冲击,怒气技能：对敌方随机3名目标造成123%攻击伤害并降低目标怒气30点,"""53015114""",易怒,被动效果：受到攻击时非常愤怒，增加自己25点怒气,skillico_293,"""53015214""",怒气爆发,被动效果：主教爆发自己的怒气，每次普攻增加自己25点怒气,skillico_294,,,,
53016,黑暗主教,黑暗之灵,5301,5,6,3,5,53016,53016,,,53015,53016,"[2,4,6]",7,53016012,skillico_005,流星冲击2,怒气技能：对敌方随机4名目标造成101%攻击伤害并降低目标怒气35点,"""53016114"",""53016124""",易怒2,被动效果：受到攻击时非常愤怒，增加自己30点怒气并增加自己6%对敌人造成的伤害，持续3回合,skillico_293,"""53016214"",""53016224""",怒气爆发2,被动效果：主教爆发自己的怒气，每次普攻增加自己30点怒气并增加自己7.3%对敌人造成的伤害，持续3回合,skillico_294,"""53016311""",伤害增加2,被动效果：掌握了黑暗之力，攻击增加22%,skillico_215
61014,守卫阿帕尔,费根,6101,6,4,1,3,61014,61014,,,,61014,"[2,4]",5,61014012,skillico_049,日照冲击,怒气技能：对随机3个敌人造成140%攻击伤害，并恢复英雄75%攻击的生命，并有15%概率眩晕目标2回合,"""61014111""",光明圣印,被动效果：护甲提升40%,skillico_295,"""61014214""",守卫之心,受到伤害时，有50%概率恢复25%攻击的生命（受控触发）,skillico_306,,,,
61015,守卫阿帕尔,费根,6101,6,5,1,4,61015,61015,,,,61015,"[3,5]",5,61015012,skillico_049,日照冲击,怒气技能：对随机3个敌人造成160%攻击伤害，并恢复英雄95%攻击的生命，并有20%概率眩晕目标2回合,"""61015111""",光明圣印,被动效果：护甲提升45%,skillico_295,"""61015214""",守卫之心,受到伤害时，有50%概率恢复25%攻击的生命（受控触发）,skillico_306,,,,
61025,光之大领主,阿斯莫德,6102,6,5,1,4,61025,61025,,,,61025,"[2,3,5]",7,61025012,skillico_6102_1,圣光普照,怒气技能：对敌方全体造成76%攻击伤害并有100%概率附加暴击印记，暴击印记暴击后触发造成102%的攻击伤害,"""61025111"",""61025121"",""61025131"",""61025141""",神威,被动效果：信仰圣光的力量，生命增加21%，伤害加成增加24%，暴击增加20%，伤害减免增加5%,skillico_6102_2,"""61025214"",""61025224""",圣光制裁,被动效果：普攻有100%概率使用圣光制裁，给目标附加暴击印记，并提升自己9%暴击3回合，暴击印记暴击后触发造成44%攻击伤害,skillico_6102_3,"""61025314"",""61025324""",圣光之御,被动效果：身为光之领主，受到攻击时100%概率给目标附加暴击印记，并提升自己11%暴击伤害3回合，暴击印记暴击后触发造成47%攻击伤害,skillico_6102_4
61026,光之大领主,阿斯莫德,6102,6,6,1,5,61026,61026,6102a,6102a,61025,61026,"[2,4,6]",7,61026012,skillico_6102_1,圣光普照2,怒气技能：对敌方全体造成85%攻击伤害并有100%概率附加暴击印记，暴击印记暴击后触发造成118%的攻击伤害,"""61026111"",""61026121"",""61026131"",""61026141""",神威2,被动效果：信仰圣光的力量，生命增加32%，伤害加成增加30%，暴击增加22%，伤害减免增加10%,skillico_6102_2,"""61026214"",""61026224""",圣光制裁2,被动效果：普攻有100%概率使用圣光制裁，给目标附加暴击印记，并提升自己11%暴击3回合，暴击印记暴击后触发造成54%攻击伤害,skillico_6102_3,"""61026314"",""61026324""",圣光之御2,被动效果：身为光之领主，受到攻击时100%概率给目标附加暴击印记，并提升自己16%暴击伤害3回合，暴击印记暴击后触发造成62%攻击伤害,skillico_6102_4
62014,神圣之灵,神圣之灵,6201,6,4,2,3,62014,62014,,,,62014,"[2,4]",7,62014012,skillico_059,心灵攻击,怒气技能：对敌方随机2名目标造成161%攻击伤害并有22%概率使目标眩晕2回合,"""62014114""",圣光伟力,被动效果：受到攻击时，身体里的光明之力增强，增加自己16%对敌人造成的伤害，持续3回合,skillico_300,"""62014214""",光辉圣耀,被动效果：拥有圣光之力，每次普攻增加自己22%对敌人造成的伤害，持续3回合,skillico_301,,,,
62015,神圣之灵,神圣之灵,6201,6,5,2,4,62015,62015,,,,62015,"[3,5]",7,62015012,skillico_059,心灵攻击,怒气技能：对敌方随机3名目标造成148%攻击伤害并有26%概率使目标眩晕2回合,"""62015114""",圣光伟力,被动效果：受到攻击时，身体里的光明之力增强，增加自己26%对敌人造成的伤害，持续3回合,skillico_300,"""62015214""",光辉圣耀,被动效果：拥有圣光之力，每次普攻增加自己31%对敌人造成的伤害，持续3回合,skillico_301,,,,
62016,神圣之灵,神圣之灵,6201,6,6,2,5,62016,62016,,,62015,62016,"[2,4,6]",7,62016012,skillico_059,心灵攻击2,怒气技能：对敌方随机4名目标造成122%攻击伤害并有32%概率使目标眩晕2回合,"""62016114"",""62016124""",圣光伟力2,被动效果：受到攻击时，身体里的光明之力增强，增加自己31%对敌人造成的伤害和4%伤害加成，持续3回合,skillico_300,"""62016214"",""62016224""",光辉圣耀2,被动效果：拥有圣光之力，每次普攻增加自己36%对敌人造成的伤害和5%伤害加成，持续3回合,skillico_301,"""62016311""",伤害增加2,被动效果：拥有神圣的信仰之力，攻击增加24%,skillico_215
63014,血色圣使,门徒,6301,6,4,3,3,63014,63014,,,,63014,"[2,4]",6,63014012,skillico_049,光之击,怒气技能：对敌方后排随机2名敌人造成80%攻击伤害，并恢复我方全体英雄45%攻击生命,"""63014111"",""63014121""",光明意志,被动效果：攻击提升15%，伤害加成增加25%,skillico_295,"""63014211""",胜者意志,被动效果：技能伤害增加20%,skillico_226,,,,
63015,血色圣使,门徒,6301,6,5,3,4,63015,63015,,,,63015,"[3,5]",6,63015012,skillico_049,光之击,怒气技能：对敌方后排随机3名敌人造成70%攻击伤害，并恢复我方全体英雄60%攻击生命,"""63015111"",""63015121""",光明意志,被动效果：攻击提升20%，伤害加成增加30%,skillico_295,"""63015211""",胜者意志,被动效果：技能伤害增加35%,skillico_226,,,,
63025,圣光先知,基尔克,6302,6,5,3,4,63025,63025,,,,63025,"[2,3,5]",6,63025012,skillico_6302_1,治愈圣光,怒气技能：对敌方随机4名目标造成82%攻击伤害并回复随机3名友军71%攻击等量生命,"""63025114"",""63025124""",神之力,被动效果：受到圣光的眷顾，每次普攻恢复自己46%攻击等量生命并增加伤害加成11%持续4回合,skillico_6302_2,"""63025211"",""63025221"",""63025231"",""63025241""",光明圣力,被动效果：身为圣光一族的先知，伤害加成增加36%，攻击增加15.7%，生命增加14.5%，暴击增加10%,skillico_6302_3,"""63025314"",""63025324""",圣躯,被动效果：神圣的躯体使得自己受到攻击时，恢复自身22%攻击等量生命并增加伤害加成11%持续3回合（受控触发）,skillico_6302_4
63026,圣光先知,基尔克,6302,6,6,3,5,63026,63026,6302a,6302a,63025,63026,"[2,4,6]",6,63026012,skillico_6302_1,治愈圣光2,怒气技能：对敌方随机4名目标造成110%攻击伤害并回复随机3名友军106%攻击等量生命,"""63026114"",""63026124""",神之力2,被动效果：受到圣光的眷顾，每次普攻恢复自己81%攻击等量生命并增加伤害加成16%持续4回合,skillico_6302_2,"""63026211"",""63026221"",""63026231"",""63026241""",光明圣力2,被动效果：身为圣光一族的先知，伤害加成增加48%，攻击增加21%，生命增加19%，暴击增加15%,skillico_6302_3,"""63026314"",""63026324""",圣躯2,被动效果：神圣的躯体使得自己受到攻击时，恢复自身31%攻击等量生命并增加伤害加成16%持续3回合（受控触发）,skillico_6302_4
64013,光之元素,圣童,6401,6,3,4,2,64013,64013,,,,64013,[2],5,64013012,skillico_049,光斩术,怒气技能：对血量最少的敌人造成160%攻击伤害，并使得敌人流血2回合，每回合造成45%伤害,"""64013114""",圣佑,被动效果：拥有光明的意志，血量低于70%时，护甲提升50%持续3回合,skillico_295,,,,,,,,
