饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,升星饰品ID,升星经验,分解经验,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售
5415,自然之徽章,4,5,shipin_519,3800,5416,2850,13800,"""hp"":10013","""519514""",+40.6%对游侠的伤害加成,3,"""baojipro"":84","{""a"":""attr"",""t"":""jinbi"",""n"":724387}"
5416,自然之徽章,4,6,shipin_519,4200,,2850,16650,"""hp"":11058","""519614""",+44.8%对游侠的伤害加成,3,"""baojipro"":92","{""a"":""attr"",""t"":""jinbi"",""n"":843711}"
5421,邪能魔石,4,1,shipin_520,2300,5422,2850,2400,"""hp"":6060","""520114""",+25.5%对战士的伤害加成,3,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":242457}"
5422,邪能魔石,4,2,shipin_520,2600,5423,2850,5250,"""hp"":6987","""520214""",+28.8%对战士的伤害加成,3,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364523}"
5423,邪能魔石,4,3,shipin_520,3000,5424,2850,8100,"""hp"":7930","""520314""",+32.7%对战士的伤害加成,3,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":484189}"
5424,邪能魔石,4,4,shipin_520,3400,5425,2850,10950,"""hp"":8874","""520414""",+36.6%对战士的伤害加成,3,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":604086}"
5425,邪能魔石,4,5,shipin_520,3800,5426,2850,13800,"""hp"":10013","""520514""",+40.6%对战士的伤害加成,3,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":722237}"
5426,邪能魔石,4,6,shipin_520,4200,,2850,16650,"""hp"":11058","""520614""",+44.8%对战士的伤害加成,3,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":844484}"
5431,双生灵魂耳环,4,1,shipin_521,2300,5432,2850,2400,"""hp"":6060","""521114""",+25.5%对法师的伤害加成,4,"""baoshangpro"":165","{""a"":""attr"",""t"":""jinbi"",""n"":242772}"
5432,双生灵魂耳环,4,2,shipin_521,2600,5433,2850,5250,"""hp"":6987","""521214""",+28.8%对法师的伤害加成,4,"""baoshangpro"":173","{""a"":""attr"",""t"":""jinbi"",""n"":363253}"
5433,双生灵魂耳环,4,3,shipin_521,3000,5434,2850,8100,"""hp"":7930","""521314""",+32.7%对法师的伤害加成,4,"""baoshangpro"":200","{""a"":""attr"",""t"":""jinbi"",""n"":483750}"
5434,双生灵魂耳环,4,4,shipin_521,3400,5435,2850,10950,"""hp"":8874","""521414""",+36.6%对法师的伤害加成,4,"""baoshangpro"":215","{""a"":""attr"",""t"":""jinbi"",""n"":602851}"
5435,双生灵魂耳环,4,5,shipin_521,3800,5436,2850,13800,"""hp"":10013","""521514""",+40.6%对法师的伤害加成,4,"""baoshangpro"":232","{""a"":""attr"",""t"":""jinbi"",""n"":722206}"
5436,双生灵魂耳环,4,6,shipin_521,4200,,2850,16650,"""hp"":11058","""521614""",+44.8%对法师的伤害加成,4,"""baoshangpro"":255","{""a"":""attr"",""t"":""jinbi"",""n"":843136}"
6011,坎萨斯的诅咒,5,1,shipin_601,4000,6012,5200,5200,"""atk"":1322","""601114""",+42.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244311}"
6012,坎萨斯的诅咒,5,2,shipin_601,5000,6013,5200,10400,"""atk"":1588","""601214""",+53.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364845}"
6013,坎萨斯的诅咒,5,3,shipin_601,6000,6014,5200,15600,"""atk"":1868","""601314""",+63.9%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483882}"
6014,坎萨斯的诅咒,5,4,shipin_601,7000,6015,5200,20800,"""atk"":2124","""601414""",+74.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602519}"
6015,坎萨斯的诅咒,5,5,shipin_601,8000,6016,5200,26000,"""atk"":2446","""601514""",+84.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722884}"
6016,坎萨斯的诅咒,5,6,shipin_601,9000,,5200,31200,"""atk"":2730","""601614""",+95.1%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842332}"
6021,正义的信物,5,1,shipin_602,4000,6022,5200,5200,"""atk"":1322","""602114""",+42.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243964}"
6022,正义的信物,5,2,shipin_602,5000,6023,5200,10400,"""atk"":1588","""602214""",+53.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363341}"
6023,正义的信物,5,3,shipin_602,6000,6024,5200,15600,"""atk"":1868","""602314""",+63.9%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483298}"
6024,正义的信物,5,4,shipin_602,7000,6025,5200,20800,"""atk"":2124","""602414""",+74.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604078}"
6025,正义的信物,5,5,shipin_602,8000,6026,5200,26000,"""atk"":2446","""602514""",+84.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722819}"
6026,正义的信物,5,6,shipin_602,9000,,5200,31200,"""atk"":2730","""602614""",+95.1%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844358}"
6031,恶魔的号角,5,1,shipin_603,4000,6032,5200,5200,"""atk"":1322","""603114""",+42.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244439}"
6032,恶魔的号角,5,2,shipin_603,5000,6033,5200,10400,"""atk"":1588","""603214""",+53.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363099}"
6033,恶魔的号角,5,3,shipin_603,6000,6034,5200,15600,"""atk"":1868","""603314""",+63.9%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483755}"
6034,恶魔的号角,5,4,shipin_603,7000,6035,5200,20800,"""atk"":2124","""603414""",+74.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603567}"
6035,恶魔的号角,5,5,shipin_603,8000,6036,5200,26000,"""atk"":2446","""603514""",+84.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723703}"
6036,恶魔的号角,5,6,shipin_603,9000,,5200,31200,"""atk"":2730","""603614""",+95.1%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842196}"
6041,世界璀璨精华,5,1,shipin_604,4000,6042,5200,5200,"""atk"":1322","""604114""",+42.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244306}"
6042,世界璀璨精华,5,2,shipin_604,5000,6043,5200,10400,"""atk"":1588","""604214""",+53.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364299}"
6043,世界璀璨精华,5,3,shipin_604,6000,6044,5200,15600,"""atk"":1868","""604314""",+63.9%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484530}"
6044,世界璀璨精华,5,4,shipin_604,7000,6045,5200,20800,"""atk"":2124","""604414""",+74.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602265}"
6045,世界璀璨精华,5,5,shipin_604,8000,6046,5200,26000,"""atk"":2446","""604514""",+84.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722952}"
6046,世界璀璨精华,5,6,shipin_604,9000,,5200,31200,"""atk"":2730","""604614""",+95.1%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844351}"
6051,天使之圣物,5,1,shipin_605,4000,6052,5200,5200,"""atk"":1322","""605114""",+42.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244406}"
6052,天使之圣物,5,2,shipin_605,5000,6053,5200,10400,"""atk"":1588","""605214""",+53.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363720}"
6053,天使之圣物,5,3,shipin_605,6000,6054,5200,15600,"""atk"":1868","""605314""",+63.9%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484660}"
6054,天使之圣物,5,4,shipin_605,7000,6055,5200,20800,"""atk"":2124","""605414""",+74.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604482}"
6055,天使之圣物,5,5,shipin_605,8000,6056,5200,26000,"""atk"":2446","""605514""",+84.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724856}"
6056,天使之圣物,5,6,shipin_605,9000,,5200,31200,"""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}"
6061,无尽之深渊,5,1,shipin_606,4000,6062,5200,5200,"""jingzhunpro"":453,""atkpro"":154,""skilldpspro"":350",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244790}"
6062,无尽之深渊,5,2,shipin_606,5000,6063,5200,10400,"""jingzhunpro"":501,""atkpro"":174,""skilldpspro"":402",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362439}"
6063,无尽之深渊,5,3,shipin_606,6000,6064,5200,15600,"""jingzhunpro"":554,""atkpro"":192,""skilldpspro"":451",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483088}"
6064,无尽之深渊,5,4,shipin_606,7000,6065,5200,20800,"""jingzhunpro"":601,""atkpro"":212,""skilldpspro"":503",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602695}"
6065,无尽之深渊,5,5,shipin_606,8000,6066,5200,26000,"""jingzhunpro"":652,""atkpro"":230,""skilldpspro"":551",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723637}"
6066,无尽之深渊,5,6,shipin_606,9000,,5200,31200,"""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}"
6071,狂怒之圣器,5,1,shipin_607,4000,6072,5200,5200,"""atkpro"":112,""hppro"":104","""607114""",+25点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242458}"
6072,狂怒之圣器,5,2,shipin_607,5000,6073,5200,10400,"""atkpro"":129,""hppro"":115","""607214""",+30点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363742}"
6073,狂怒之圣器,5,3,shipin_607,6000,6074,5200,15600,"""atkpro"":144,""hppro"":126","""607314""",+35点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482310}"
6074,狂怒之圣器,5,4,shipin_607,7000,6075,5200,20800,"""atkpro"":159,""hppro"":137","""607414""",+40点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603473}"
6075,狂怒之圣器,5,5,shipin_607,8000,6076,5200,26000,"""atkpro"":177,""hppro"":148","""607514""",+45点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722078}"
6076,狂怒之圣器,5,6,shipin_607,9000,,5200,31200,"""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}"
6081,勇气之徽章,5,1,shipin_608,4000,6082,5200,5200,"""atkpro"":112,""baojipro"":151",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242368}"
6082,勇气之徽章,5,2,shipin_608,5000,6083,5200,10400,"""atkpro"":129,""baojipro"":152",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364719}"
6083,勇气之徽章,5,3,shipin_608,6000,6084,5200,15600,"""atkpro"":144,""baojipro"":154",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482680}"
6084,勇气之徽章,5,4,shipin_608,7000,6085,5200,20800,"""atkpro"":159,""baojipro"":157",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602055}"
6085,勇气之徽章,5,5,shipin_608,8000,6086,5200,26000,"""atkpro"":177,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724081}"
6086,勇气之徽章,5,6,shipin_608,9000,,5200,31200,"""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}"
6091,光辉之守护,5,1,shipin_609,4000,6092,5200,5200,"""undpspro"":186,""hppro"":104",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244610}"
6092,光辉之守护,5,2,shipin_609,5000,6093,5200,10400,"""undpspro"":212,""hppro"":115",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364033}"
6093,光辉之守护,5,3,shipin_609,6000,6094,5200,15600,"""undpspro"":233,""hppro"":126",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483365}"
6094,光辉之守护,5,4,shipin_609,7000,6095,5200,20800,"""undpspro"":254,""hppro"":137",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603123}"
6095,光辉之守护,5,5,shipin_609,8000,6096,5200,26000,"""undpspro"":278,""hppro"":148",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724064}"
6096,光辉之守护,5,6,shipin_609,9000,,5200,31200,"""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}"
6101,魔能精通之书,5,1,shipin_610,4000,6102,5200,5200,"""atkpro"":112,""jingzhunpro"":75",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243221}"
6102,魔能精通之书,5,2,shipin_610,5000,6103,5200,10400,"""atkpro"":129,""jingzhunpro"":84",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363268}"
6103,魔能精通之书,5,3,shipin_610,6000,6104,5200,15600,"""atkpro"":144,""jingzhunpro"":97",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484147}"
6104,魔能精通之书,5,4,shipin_610,7000,6105,5200,20800,"""atkpro"":159,""jingzhunpro"":106",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604788}"
6105,魔能精通之书,5,5,shipin_610,8000,6106,5200,26000,"""atkpro"":177,""jingzhunpro"":114",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723775}"
6106,魔能精通之书,5,6,shipin_610,9000,,5200,31200,"""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}"
6111,自然生命之书,5,1,shipin_611,4000,6112,5200,5200,"""hppro"":104,""gedangpro"":102",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243354}"
6112,自然生命之书,5,2,shipin_611,5000,6113,5200,10400,"""hppro"":115,""gedangpro"":124",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364713}"
6113,自然生命之书,5,3,shipin_611,6000,6114,5200,15600,"""hppro"":126,""gedangpro"":145",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483706}"
6114,自然生命之书,5,4,shipin_611,7000,6115,5200,20800,"""hppro"":137,""gedangpro"":165",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604098}"
6115,自然生命之书,5,5,shipin_611,8000,6116,5200,26000,"""hppro"":148,""gedangpro"":183",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724005}"
6116,自然生命之书,5,6,shipin_611,9000,,5200,31200,"""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}"
6121,奥术秘法圣物,5,1,shipin_612,4000,6122,5200,5200,"""skilldpspro"":251,""speed"":12","""612114""",+25点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244801}"
6122,奥术秘法圣物,5,2,shipin_612,5000,6123,5200,10400,"""skilldpspro"":301,""speed"":14","""612214""",+30点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363268}"
6123,奥术秘法圣物,5,3,shipin_612,6000,6124,5200,15600,"""skilldpspro"":352,""speed"":17","""612314""",+35点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482247}"
6124,奥术秘法圣物,5,4,shipin_612,7000,6125,5200,20800,"""skilldpspro"":402,""speed"":22","""612414""",+40点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604404}"
6125,奥术秘法圣物,5,5,shipin_612,8000,6126,5200,26000,"""skilldpspro"":453,""speed"":25","""612514""",+45点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723624}"
6126,奥术秘法圣物,5,6,shipin_612,9000,,5200,31200,"""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}"
6131,水晶巨人之心,5,1,shipin_613,4000,6132,5200,5200,"""atkpro"":113,""baojipro"":78,""baoshangpro"":266",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243796}"
6132,水晶巨人之心,5,2,shipin_613,5000,6133,5200,10400,"""atkpro"":133,""baojipro"":94,""baoshangpro"":311",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363118}"
6133,水晶巨人之心,5,3,shipin_613,6000,6134,5200,15600,"""atkpro"":152,""baojipro"":107,""baoshangpro"":366",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484362}"
6134,水晶巨人之心,5,4,shipin_613,7000,6135,5200,20800,"""atkpro"":172,""baojipro"":121,""baoshangpro"":404",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604031}"
6135,水晶巨人之心,5,5,shipin_613,8000,6136,5200,26000,"""atkpro"":191,""baojipro"":139,""baoshangpro"":455",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722550}"
6136,水晶巨人之心,5,6,shipin_613,9000,,5200,31200,"""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}"
6141,灵巧怀表,5,1,shipin_614,4000,6142,5200,5200,"""speed"":46,""hppro"":104",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242572}"
6142,灵巧怀表,5,2,shipin_614,5000,6143,5200,10400,"""speed"":50,""hppro"":115",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364113}"
6143,灵巧怀表,5,3,shipin_614,6000,6144,5200,15600,"""speed"":53,""hppro"":126",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482926}"
6144,灵巧怀表,5,4,shipin_614,7000,6145,5200,20800,"""speed"":58,""hppro"":137",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604445}"
6145,灵巧怀表,5,5,shipin_614,8000,6146,5200,26000,"""speed"":62,""hppro"":148",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722674}"
6146,灵巧怀表,5,6,shipin_614,9000,,5200,31200,"""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}"
6151,恶魔伴手礼,5,1,shipin_615,4000,6152,5200,5200,"""atk"":1322","""615114""",+42.7%对游侠的伤害加成,1,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243564}"
6152,恶魔伴手礼,5,2,shipin_615,5000,6153,5200,10400,"""atk"":1588","""615214""",+53.3%对游侠的伤害加成,1,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":363157}"
6153,恶魔伴手礼,5,3,shipin_615,6000,6154,5200,15600,"""atk"":1868","""615314""",+63.9%对游侠的伤害加成,1,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483328}"
6154,恶魔伴手礼,5,4,shipin_615,7000,6155,5200,20800,"""atk"":2124","""615414""",+74.3%对游侠的伤害加成,1,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":602244}"
6155,恶魔伴手礼,5,5,shipin_615,8000,6156,5200,26000,"""atk"":2446","""615514""",+84.7%对游侠的伤害加成,1,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":722172}"
6156,恶魔伴手礼,5,6,shipin_615,9000,,5200,31200,"""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}"
6161,阿莱克斯秘术,5,1,shipin_616,4000,6162,5200,5200,"""atk"":1322","""616114""",+42.7%对刺客的伤害加成,1,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":243791}"
6162,阿莱克斯秘术,5,2,shipin_616,5000,6163,5200,10400,"""atk"":1588","""616214""",+53.3%对刺客的伤害加成,1,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364860}"
6163,阿莱克斯秘术,5,3,shipin_616,6000,6164,5200,15600,"""atk"":1868","""616314""",+63.9%对刺客的伤害加成,1,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":484277}"
6164,阿莱克斯秘术,5,4,shipin_616,7000,6165,5200,20800,"""atk"":2124","""616414""",+74.3%对刺客的伤害加成,1,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604235}"
6165,阿莱克斯秘术,5,5,shipin_616,8000,6166,5200,26000,"""atk"":2446","""616514""",+84.7%对刺客的伤害加成,1,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":723359}"
6166,阿莱克斯秘术,5,6,shipin_616,9000,,5200,31200,"""atk"":2730","""616614""",+95.1%对刺客的伤害加成,1,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":843542}"
6171,辛克莱咒语,5,1,shipin_617,4000,6172,5200,5200,"""atk"":1322","""617114""",+42.7%对战士的伤害加成,1,"""pojiapro"":230","{""a"":""attr"",""t"":""jinbi"",""n"":243881}"
6172,辛克莱咒语,5,2,shipin_617,5000,6173,5200,10400,"""atk"":1588","""617214""",+53.3%对战士的伤害加成,1,"""pojiapro"":246","{""a"":""attr"",""t"":""jinbi"",""n"":362339}"
6173,辛克莱咒语,5,3,shipin_617,6000,6174,5200,15600,"""atk"":1868","""617314""",+63.9%对战士的伤害加成,1,"""pojiapro"":260","{""a"":""attr"",""t"":""jinbi"",""n"":483132}"
6174,辛克莱咒语,5,4,shipin_617,7000,6175,5200,20800,"""atk"":2124","""617414""",+74.3%对战士的伤害加成,1,"""pojiapro"":272","{""a"":""attr"",""t"":""jinbi"",""n"":602826}"
6175,辛克莱咒语,5,5,shipin_617,8000,6176,5200,26000,"""atk"":2446","""617514""",+84.7%对战士的伤害加成,1,"""pojiapro"":291","{""a"":""attr"",""t"":""jinbi"",""n"":724768}"
6176,辛克莱咒语,5,6,shipin_617,9000,,5200,31200,"""atk"":2730","""617614""",+95.1%对战士的伤害加成,1,"""pojiapro"":310","{""a"":""attr"",""t"":""jinbi"",""n"":842658}"
6181,维克多密语,5,1,shipin_618,4000,6182,5200,5200,"""atk"":1322","""618114""",+42.7%对游侠的伤害加成,2,"""gedangpro"":98","{""a"":""attr"",""t"":""jinbi"",""n"":243617}"
6182,维克多密语,5,2,shipin_618,5000,6183,5200,10400,"""atk"":1588","""618214""",+53.3%对游侠的伤害加成,2,"""gedangpro"":106","{""a"":""attr"",""t"":""jinbi"",""n"":364377}"
6183,维克多密语,5,3,shipin_618,6000,6184,5200,15600,"""atk"":1868","""618314""",+63.9%对游侠的伤害加成,2,"""gedangpro"":115","{""a"":""attr"",""t"":""jinbi"",""n"":483834}"
6184,维克多密语,5,4,shipin_618,7000,6185,5200,20800,"""atk"":2124","""618414""",+74.3%对游侠的伤害加成,2,"""gedangpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":602516}"
6185,维克多密语,5,5,shipin_618,8000,6186,5200,26000,"""atk"":2446","""618514""",+84.7%对游侠的伤害加成,2,"""gedangpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723822}"
6186,维克多密语,5,6,shipin_618,9000,,5200,31200,"""atk"":2730","""618614""",+95.1%对游侠的伤害加成,2,"""gedangpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842946}"
6191,神秘印记,5,1,shipin_619,4000,6192,5200,5200,"""atk"":1322","""619114""",+42.7%对法师的伤害加成,2,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":244623}"
6192,神秘印记,5,2,shipin_619,5000,6193,5200,10400,"""atk"":1588","""619214""",+53.3%对法师的伤害加成,2,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364156}"
6193,神秘印记,5,3,shipin_619,6000,6194,5200,15600,"""atk"":1868","""619314""",+63.9%对法师的伤害加成,2,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":482892}"
6194,神秘印记,5,4,shipin_619,7000,6195,5200,20800,"""atk"":2124","""619414""",+74.3%对法师的伤害加成,2,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604946}"
6195,神秘印记,5,5,shipin_619,8000,6196,5200,26000,"""atk"":2446","""619514""",+84.7%对法师的伤害加成,2,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":724313}"
6196,神秘印记,5,6,shipin_619,9000,,5200,31200,"""atk"":2730","""619614""",+95.1%对法师的伤害加成,2,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":844151}"
6201,火焰纹石,5,1,shipin_620,4000,6202,5200,5200,"""atk"":1322","""620114""",+42.7%对辅助的伤害加成,2,"""atkpro"":118","{""a"":""attr"",""t"":""jinbi"",""n"":243250}"
6202,火焰纹石,5,2,shipin_620,5000,6203,5200,10400,"""atk"":1588","""620214""",+53.3%对辅助的伤害加成,2,"""atkpro"":128","{""a"":""attr"",""t"":""jinbi"",""n"":364077}"
6203,火焰纹石,5,3,shipin_620,6000,6204,5200,15600,"""atk"":1868","""620314""",+63.9%对辅助的伤害加成,2,"""atkpro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":483865}"
6204,火焰纹石,5,4,shipin_620,7000,6205,5200,20800,"""atk"":2124","""620414""",+74.3%对辅助的伤害加成,2,"""atkpro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":604298}"
6205,火焰纹石,5,5,shipin_620,8000,6206,5200,26000,"""atk"":2446","""620514""",+84.7%对辅助的伤害加成,2,"""atkpro"":166","{""a"":""attr"",""t"":""jinbi"",""n"":724781}"
6206,火焰纹石,5,6,shipin_620,9000,,5200,31200,"""atk"":2730","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}"
6211,美杜莎之眼,5,1,shipin_621,4000,6212,5200,5200,"""atk"":1322","""621114""",+42.7%对辅助的伤害加成,2,"""skilldpspro"":265","{""a"":""attr"",""t"":""jinbi"",""n"":242744}"
6212,美杜莎之眼,5,2,shipin_621,5000,6213,5200,10400,"""atk"":1588","""621214""",+53.3%对辅助的伤害加成,2,"""skilldpspro"":300","{""a"":""attr"",""t"":""jinbi"",""n"":363063}"
6213,美杜莎之眼,5,3,shipin_621,6000,6214,5200,15600,"""atk"":1868","""621314""",+63.9%对辅助的伤害加成,2,"""skilldpspro"":325","{""a"":""attr"",""t"":""jinbi"",""n"":484907}"
6214,美杜莎之眼,5,4,shipin_621,7000,6215,5200,20800,"""atk"":2124","""621414""",+74.3%对辅助的伤害加成,2,"""skilldpspro"":348","{""a"":""attr"",""t"":""jinbi"",""n"":604691}"
6215,美杜莎之眼,5,5,shipin_621,8000,6216,5200,26000,"""atk"":2446","""621514""",+84.7%对辅助的伤害加成,2,"""skilldpspro"":380","{""a"":""attr"",""t"":""jinbi"",""n"":723946}"
6216,美杜莎之眼,5,6,shipin_621,9000,,5200,31200,"""atk"":2730","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}"
6221,千年之秘法,5,1,shipin_622,4000,6222,5200,5200,"""atk"":1322","""622114""",+42.7%对游侠的伤害加成,3,"""baojipro"":103","{""a"":""attr"",""t"":""jinbi"",""n"":244296}"
6222,千年之秘法,5,2,shipin_622,5000,6223,5200,10400,"""atk"":1588","""622214""",+53.3%对游侠的伤害加成,3,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":362301}"
