技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述
52046113,3,buff,-1,1,,,,450,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",{},{},45%几率使攻击目标石化，持续1回合。
52046313,3,buff,-2,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":450}}",{},{},50%几率提升自身45%攻击力，持续2回合
52046323,3,delnuqi,2,1,,,,250,{"value":20},{},{},25%几率降低攻击者20点怒气
53014013,3,delnuqi,-1,1,,,,1000,{"value":20},{},{},降低攻击目标怒气20点。
53014113,3,addnuqi,-2,1,,,,1000,{"value":15},{},{},增加自己15点怒气。
53014213,3,addnuqi,-2,1,,,,1000,{"value":15},{},{},增加自己15点怒气。
53015013,3,delnuqi,-1,1,,,,1000,{"value":30},{},{},降低攻击目标怒气30点。
53015113,3,addnuqi,-2,1,,,,1000,{"value":25},{},{},增加自己25点怒气。
53015213,3,addnuqi,-2,1,,,,1000,{"value":25},{},{},增加自己25点怒气。
53016013,3,delnuqi,-1,1,,,,1000,{"value":35},{},{},降低攻击目标怒气35点。
53016113,3,addnuqi,-2,1,,,,1000,{"value":30},{},{},增加自己30点怒气。
53016123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":60}}",{},{},增加自己6%技能伤害率，持续3回合。
53016213,3,addnuqi,-2,1,,,,1000,{"value":30},{},{},增加自己30点怒气。
53016223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":70}}",{},{},增加自己7%技能伤害率，持续3回合。
61025013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":1000}}",{},{},对攻击目标附加暴击印记，暴击印记暴击后触发造成100%的攻击伤害。
61025213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":450}}",{},{},给攻击目标附加暴击印记，暴击印记暴击后触发造成45%攻击伤害。
61025223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":80}}",{},{},增加自己8%暴击，持续3回合。
61025313,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":450}}",{},{},给攻击者附加暴击印记，暴击印记暴击后触发造成45%攻击伤害。
61025323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":3,""pro"":100}}",{},{},增加自己10%暴击伤害，持续3回合。
61026013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":1200}}",{},{},对攻击目标附加暴击印记，暴击印记暴击后触发造成120%的攻击伤害。
61026213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":530}}",{},{},给攻击目标附加暴击印记，暴击印记暴击后触发造成53%攻击伤害。
61026223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":100}}",{},{},提升自己10%暴击，持续3回合。
61026313,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojisign"",""round"":15,""pro"":600}}",{},{},给攻击者附加暴击印记，暴击印记暴击后触发造成60%攻击伤害。
61026323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":3,""pro"":150}}",{},{},提升自己15%暴击伤害，持续3回合
62014013,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},20%几率使攻击目标眩晕，持续2回合。
62014113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":150}}",{},{},增加自己15%技能伤害率，持续3回合。
62014213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":200}}",{},{},增加自己20%技能伤害率，持续3回合。
62015013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},25%几率使攻击目标眩晕，持续2回合。
62015113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":250}}",{},{},增加自己25%技能伤害率，持续3回合。
62015213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":300}}",{},{},增加自己30%技能伤害率，持续3回合。
62016013,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},30%几率使攻击目标眩晕，持续2回合。
62016113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":300}}",{},{},增加自己30%技能伤害率，持续3回合。
62016123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":3,""pro"":50}}",{},{},增加自己5%伤增率，持续3回合。
62016213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":3,""pro"":350}}",{},{},增加自己35%技能伤害率，持续3回合。
62016223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":3,""pro"":60}}",{},{},增加自己6%伤增率，持续3回合。
63014023,3,buff,-1,1,,,,1000,{},{"job":[5]},"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":250}}",如果攻击目标是游侠，则降低目标25%攻击，持续2回合。
63014213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":15,""pro"":84}}",{},{},增加自己8.4%伤增率，持续15回合。
63015023,3,buff,-1,1,,,,1000,{},{"job":[5]},"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":250}}",如果攻击目标是游侠，则降低目标25%攻击，持续2回合。
63015213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":15,""pro"":105}}",{},{},增加自己10.5%伤增率，持续15回合。
63025013,3,hppro,0,1,0,rand,3,1000,{"pro":750},{},{},回复随机3名友军75%攻击生命
63025113,3,hppro,-2,1,,,,1000,{"pro":450},{},{},恢复自己45%攻击生命
63025123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":4,""pro"":100}}",{},{},增加自己10%伤增率，持续4回合
63025313,3,hppro,-2,1,,,,1000,{"pro":200},{},{},恢复自己20%攻击生命
63025323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":3,""pro"":100}}",{},{},增加自己10%伤增率，持续3回合
63026013,3,hppro,0,1,0,rand,3,1000,{"pro":1050},{},{},回复随机3名友军105%攻击生命
63026113,3,hppro,-2,1,,,,1000,{"pro":800},{},{},恢复自己80%攻击生命
63026123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":4,""pro"":150}}",{},{},增加自己15%伤增率，持续4回合
63026313,3,hppro,-2,1,,,,1000,{"pro":300},{},{},恢复自己30%攻击生命
63026323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":3,""pro"":150}}",{},{},增加自己15%伤增率，持续3回合
1107a013,3,buff,-1,1,,,,380,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},38%几率使攻击目标冰冻，持续2回合。
1107a023,3,hppro,-2,1,,,,1000,{"pro":6000},{},{},恢复自己600%攻击生命
1107a213,3,hppro,-2,1,,,,1000,{"pro":750},{},{},恢复自己75%攻击生命。
1107a313,3,hppro,-2,1,,,,1000,{"pro":1120},{},{},恢复自己112%攻击生命
1108a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":300}}",{},{},降低攻击目标30%攻击，持续2回合。
1108a023,3,skilldpspro,-1,1,,,,750,{"pro":5200},{},{},75%的几率对攻击目标造成520%攻击伤害
1108a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":168}}",{},{},增加自己16.8%破甲，持续15回合。
1108a223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":140}}",{},{},增加自己14%暴击，持续15回合。
1108a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":1000}}",{},{},增加自己100%攻击，持续3回合。
1202a113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":250}}",{},{},使攻击目标燃烧，每回合造成25%攻击伤害，持续15回合。
1202a213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":200}}",{},{},使攻击者燃烧，每回合造成20%攻击伤害，持续15回合。
1202a313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":350}}",{},{},使所有敌人燃烧，每回合造成35%攻击伤害，持续15回合。
1203a013,3,buff,-1,1,,,,1000,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",如果攻击目标是战士，则使目标禁魔，持续2回合。
1203a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":200}}",{},{},增加自己30%攻击，持续3回合
1203a113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":280}}",{},{},增加自己28%破甲，持续15回合。
1203a123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":300}}",{},{},增加自己30%攻击，持续15回合。
1203a313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":500}}",{},{},使敌方全体受到140%攻击伤害。
1303a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":1200}}",{},{},增加自己120%攻击，持续3回合。
1303a313,3,hppro,0,1,0,rand,1,1000,{"pro":1400},{},{},使随机1名友军恢复140%攻击生命。
1304a013,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":2}}",{},{},35%几率使攻击目标石化，持续2回合。
1304a023,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""jingzhunpro"",""round"":3,""pro"":300}}",{},{},增加队友30%精准，持续3回合。
1304a115,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""gedangdrop"",""round"":15,""pro"":200}}",{},{},降低攻击目标20%格挡，持续15回合。
1304a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":1000}}",{},{},增加自己100%攻击，持续3回合。
1402a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":300}}",{},{},提升自己30%暴击，持续15回合。
1402a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":15,""pro"":290}}",{},{},增加自己29%暴击伤害，持续15回合。
1403a013,3,buff,-1,1,,,,1000,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是法师，则对目标有100%几率眩晕，持续2回合。
1403a023,3,skilldpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":1800},如果攻击目标是法师，对攻击目标造成180%攻击伤害
1403a215,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":15,""pro"":200}}",{},{},减少攻击目标20%护甲，持续15回合。
1403a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":5,""pro"":400}}",{},{},增加自己40%破甲，持续5回合
1403a323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":5,""pro"":200}}",{},{},增加自己20%暴击，持续5回合
1403a333,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":5,""pro"":4000}}",{},{},每回合回复自己400%攻击生命，持续5回合
1503a013,3,buff,-1,1,,,,1000,{},{"job":[4]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是刺客，则使目标眩晕，持续2回合。
1503a023,3,buff,-1,1,,,,1000,{},{"job":[4]},"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":650}}",如果攻击目标是刺客，则使目标中毒，每回合额外造成65%攻击伤害，持续3回合
1503a113,3,buff,-1,1,,,,750,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},75%几率使攻击目标眩晕，持续2回合。
1503a213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["xuanyun"]},{"pro":1250},如果目标处于眩晕状态，则伤害增加125%
2103a213,3,buff,-1,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},60%几率使攻击目标禁魔，持续2回合。
2103a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":4,""pro"":350}}",{},{},增加自己35%伤减率，持续4回合。
2104a013,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},30%几率使攻击目标眩晕，持续2回合。
2104a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":300}}",{},{},增加自己30%免伤率，持续3回合
2104a313,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":1000}}",{},{},提升友军100%护甲，持续3回合
2203a213,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},30%几率使攻击目标冰冻，持续1回合。
2203a313,3,buff,1,1,0,,,200,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},20%几率使所有敌人冰冻，持续2回合。
2204a013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},25%几率使攻击目标眩晕，持续2回合
2204a213,3,buff,1,1,2,,,450,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},45%的机率使敌方后排目标眩晕，持续2回合。
2204a313,3,buff,-1,1,,,,650,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},65%几率使攻击目标眩晕，持续2回合。
2205a013,3,buff,-1,1,,,,1000,{},{"job":[3]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是辅助，则使目标眩晕2回合。
2205a023,3,skilldpspro,-1,1,,,,1000,{},{"job":[3]},{"pro":1600},如果攻击目标是辅助，额外造成160%攻击伤害。
2205a113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":110}}",{},{},降低攻击目标11%攻击，持续3回合
2205a313,3,buff,-1,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":150}}",{},{},80%几率降低攻击目标暴击15%，持续3回合。
2205a323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":250}}",{},{},80%几率提升自己25%攻击，持续3回合。
2303a013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":4,""pro"":2000}}",{},{},每回合恢复全体友军200%攻击生命，持续3回合。
2303a023,3,hppro,0,1,0,,,300,{"pro":3400},{},{},30%的几率对全体友军恢复340%攻击生命。
2303a113,3,dpspro,-1,1,,,,1000,{"pro":500},{},{},对攻击目标伤害增加50%.
2303a123,3,buff,0,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":500}}",{},{},每回合持续恢复随机1名友军50%攻击生命，持续3回合。
2303a313,3,hppro,0,1,0,,,1000,{"pro":3000},{},{},回复己方全体135%攻击生命。
2402a213,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":880}}",{},{},50%几率使攻击目标流血，每回合造成60%攻击伤害，持续2回合。
2402a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":180}}",{},{},增加自己18%攻击，持续3回合。
2403a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":4,""pro"":1020}}",{},{},每回合对攻击目标造成102%攻击伤害，持续4回合。
2403a113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":960}}",{},{},使攻击目标流血，每回合造成96%攻击伤害，持续2回合。
2403a315,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":150}}",{},{},降低攻击目标15%攻击，持续3回合
2403a325,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":150}}",{},{},增加自身15%攻击，持续3回合
2506a013,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},30%几率使攻击目标冰冻，持续2回合。
2506a023,3,addnuqi,-2,1,,,,1000,{"value":30},{},{},增加自身30点怒气
2506a213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":90}}",{},{},降低攻击者9%攻击，持续3回合。
2506a223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":90}}",{},{},增加自己9%攻击，持续3回合。
2506a313,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["bingdong"]},{"pro":1100},如果目标处于冰冻状态，则伤害增加110%
2507a013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":400}}",{},{},增加自身40%攻击，持续3回合
2507a213,3,hppro,-2,1,,,,1000,{"pro":2200},{},{},回复自身220%攻击生命。
2507a315,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""jingzhundrop"",""round"":2,""pro"":200}}",{},{},降低攻击目标20%精准，持续2回合
3107a013,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":5600},{},{},使血量最少的友军回复560%攻击生命。
3107a023,3,buff,0,1,0,"_hpper,asc",1,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":600}}",{},{},使血量最少的友军增加60%的攻击，持续2回合。
3107a113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":180}}",{},{},降低攻击者18%暴击，持续3回合。
3107a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":1200}}",{},{},增加自己120%护甲，持续3回合。
3108a013,3,buff,-1,1,,,,320,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},32%几率使攻击目标眩晕，持续2回合
3108a023,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""roundsign"",""round"":2,""isend"":1,""pro"":2500}}",{},{},20%的几率给攻击目标附加一个250%攻击伤害的回合印记，回合印记1回合后触发伤害。
3108a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":450}}",{},{},提升自己45%减伤率，持续3回合。
3203a213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhuoshao"]},{"pro":450},如果目标处于燃烧状态，则伤害增加45%
3203a313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":1080}}",{},{},被动效果：英雄死亡释放逐日之力，使得全体地方每回合受到108%伤害，持续3回合
3204a113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":15,""pro"":200}}",{},{},降低攻击目标20%攻击，持续15回合。
3204a123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":200}}",{},{},增加自己20%攻击，持续15回合。
3204a213,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":400},如果攻击目标是刺客，则伤害增加40%。
3204a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":200}}",{},{},增加自己20%暴击，持续3回合。
3205a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":1020}}",{},{},使攻击目标中毒，每回合额外造成102%攻击伤害，持续3回合
3205a113,3,buff,-1,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":2,""pro"":800}}",{},{},80%几率使攻击目标中毒，每回合造成80%攻击伤害，持续2回合。
3205a213,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":1050}}",{},{},使敌方全体中毒，每回合造成105%攻击伤害，持续3回合。
3205a313,3,buff,2,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":720}}",{},{},60%几率使攻击者中毒，每回合造成72%攻击伤害，持续3回合。
3302a113,3,hppro,0,1,0,"_hpper,asc",1,500,{"pro":1500},{},{},50%几率使血量最少的友军恢复150%攻击生命。
3302a213,3,hppro,-2,1,,,,1000,{"pro":560},{},{},使自己恢复56%攻击生命。
3402a013,3,hppro,-2,1,,,,1000,{"pro":350},{},{},恢复自身35%攻击生命。
3402a023,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":300}}",{},{},降低攻击目标30%攻击，持续3回合。
3402a033,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":300}}",{},{},增加自身30%攻击，持续3回合。
3402a043,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":3,""pro"":400}}",{},{},增加自己40%的暴击伤害，持续3回合
3402a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":300}}",{},{},增加自己30%攻击，持续15回合。
3402a315,3,hppro,-2,1,,,,1000,{"pro":450},{},{},恢复自身45%攻击生命。
3503a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":3,""pro"":750}}",{},{},使攻击目标流血，每回合额外造成75%攻击伤害，持续3回合。
3503a023,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":250}}",{},{},降低攻击目标25%暴击，持续3回合。
3503a033,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangdrop"",""round"":3,""pro"":300}}",{},{},降低攻击目标30%的暴击伤害，持续3回合
3503a113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":4,""pro"":200}}",{},{},增加自己20%暴击，持续4回合
3503a123,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":4,""pro"":200}}",{},{},降低攻击目标20%暴击，持续4回合
3503a133,3,buff,-2,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":300}}",{},{},50%几率增加自己30%暴击伤害，持续2回合
3504a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":1160}}",{},{},使攻击目标燃烧，每回合燃烧的伤害为116%，持续3回合
3504a213,3,buff,-1,1,,,,750,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":1100}}",{},{},75%几率使攻击目标燃烧，每回合造成110%攻击伤害，持续2回合。
3504a313,3,buff,2,1,,,,900,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":1,""pro"":1200}}",{},{},90%几率使攻击者燃烧，每回合造成120%攻击伤害，持续1回合。
4105a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":500}}",{},{},使攻击目标燃烧，每回合额外造成50%攻击伤害，持续3回合。
4105a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":200}}",{},{},增加自己20%攻击，持续3回合。
4105a033,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":3,""pro"":200}}",{},{},增加自己20%暴击，持续3回合。
4105a213,3,hppro,-2,1,,,,1000,{"pro":900},{},{},使自己恢复90%攻击生命。
4105a313,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiadrop"",""round"":6,""pro"":150}}",{},{},降低攻击者15%破甲，持续6回合
4105a323,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":500}}",{},{},使攻击者燃烧，每回合造成50%攻击伤害，持续6回合
4106a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":350}}",{},{},降低攻击目标35%护甲，持续2回合。
4106a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":350}}",{},{},增加自己35%护甲，持续2回合。
4106a033,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":6,""pro"":1600}}",{},{},每回合恢复自己160%攻击生命，持续6回合。
4106a113,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":150}}",{},{},降低攻击者15%攻击，持续2回合
4106a123,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":2,""pro"":240}}",{},{},降低攻击者24%暴击，持续2回合
4201a013,3,buff,-1,1,,,,350,{},{"job":[5]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是游侠，35%几率使目标眩晕，持续2回合。
4201a023,3,buff,-1,1,,,,500,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",如果攻击目标是法师，50%几率使目标沉默，持续2回合。
4201a115,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},15%概率眩晕攻击目标，持续2回合。
4201a313,3,addhp,0,1,0,"_hpper,asc",1,1000,{"pro":300},{},{},恢复己方血量最低的单位30%生命上限的血量。
4304a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":15,""pro"":270}}",{},{},增加自己27%技能伤害率，持续15回合。
