NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数
10620,41066,3,425,31076,10,"""atk"":6.5,""hp"":11.499",1
10620,41066,4,425,23036,10,"""atk"":6.5,""hp"":11.499",1
10620,41066,5,425,51016,10,"""atk"":6.5,""hp"":11.499",1
10620,41066,6,425,11086,10,"""atk"":6.5,""hp"":11.499",1
10621,32056,1,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10621,32056,2,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10621,32056,3,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10621,32056,4,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10621,32056,5,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10621,32056,6,426,32056,10,"""atk"":6.525,""hp"":11.549",1
10622,34026,1,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10622,34026,2,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10622,34026,3,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10622,34026,4,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10622,34026,5,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10622,34026,6,427,34026,10,"""atk"":6.55,""hp"":11.599",1
10623,41056,1,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10623,41056,2,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10623,41056,3,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10623,41056,4,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10623,41056,5,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10623,41056,6,428,41056,10,"""atk"":6.575,""hp"":11.649",1
10624,63026,1,429,63026,10,"""atk"":6.6,""hp"":11.699",1
10624,63026,2,429,61026,10,"""atk"":6.6,""hp"":11.699",1
10624,63026,3,429,63026,10,"""atk"":6.6,""hp"":11.699",1
10624,63026,4,429,61026,10,"""atk"":6.6,""hp"":11.699",1
10624,63026,5,429,61026,10,"""atk"":6.6,""hp"":11.699",1
10624,63026,6,429,61026,10,"""atk"":6.6,""hp"":11.699",1
10625,31076,1,430,31076,10,"""atk"":6.625,""hp"":11.749",1
10625,31076,2,430,31076,10,"""atk"":6.625,""hp"":11.749",1
10625,31076,3,430,31076,10,"""atk"":6.625,""hp"":11.749",1
10625,31076,4,430,32056,10,"""atk"":6.625,""hp"":11.749",1
10625,31076,5,430,32056,10,"""atk"":6.625,""hp"":11.749",1
10625,31076,6,430,32056,10,"""atk"":6.625,""hp"":11.749",1
10626,25076,1,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10626,25076,2,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10626,25076,3,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10626,25076,4,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10626,25076,5,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10626,25076,6,431,25076,10,"""atk"":6.65,""hp"":11.799",1
10627,34026,1,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10627,34026,2,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10627,34026,3,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10627,34026,4,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10627,34026,5,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10627,34026,6,432,34026,10,"""atk"":6.675,""hp"":11.849",1
10628,32056,1,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10628,32056,2,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10628,32056,3,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10628,32056,4,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10628,32056,5,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10628,32056,6,433,32056,10,"""atk"":6.7,""hp"":11.899",1
10629,14036,1,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10629,14036,2,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10629,14036,3,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10629,14036,4,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10629,14036,5,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10629,14036,6,434,14036,10,"""atk"":6.725,""hp"":11.949",1
10630,61026,1,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10630,61026,2,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10630,61026,3,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10630,61026,4,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10630,61026,5,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10630,61026,6,435,61026,10,"""atk"":6.75,""hp"":11.999",1
10631,31086,1,436,31086,10,"""atk"":6.775,""hp"":12.049",1
10631,31086,2,436,31086,10,"""atk"":6.775,""hp"":12.049",1
10631,31086,3,436,31086,10,"""atk"":6.775,""hp"":12.049",1
10631,31086,4,436,34026,10,"""atk"":6.775,""hp"":12.049",1
10631,31086,5,436,34026,10,"""atk"":6.775,""hp"":12.049",1
10631,31086,6,436,34026,10,"""atk"":6.775,""hp"":12.049",1
10632,25066,1,437,25066,10,"""atk"":6.8,""hp"":12.099",1
10632,25066,2,437,15036,10,"""atk"":6.8,""hp"":12.099",1
10632,25066,3,437,14036,10,"""atk"":6.8,""hp"":12.099",1
10632,25066,4,437,13046,10,"""atk"":6.8,""hp"":12.099",1
10632,25066,5,437,25066,10,"""atk"":6.8,""hp"":12.099",1
10632,25066,6,437,25066,10,"""atk"":6.8,""hp"":12.099",1
10633,25066,1,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10633,25066,2,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10633,25066,3,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10633,25066,4,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10633,25066,5,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10633,25066,6,438,25066,10,"""atk"":6.825,""hp"":12.149",1
10634,51016,1,439,51016,10,"""atk"":6.85,""hp"":12.199",1
10634,51016,2,439,52046,10,"""atk"":6.85,""hp"":12.199",1
10634,51016,3,439,52046,10,"""atk"":6.85,""hp"":12.199",1
10634,51016,4,439,52046,10,"""atk"":6.85,""hp"":12.199",1
10634,51016,5,439,52046,10,"""atk"":6.85,""hp"":12.199",1
10634,51016,6,439,52046,10,"""atk"":6.85,""hp"":12.199",1
10635,63026,1,440,63026,10,"""atk"":6.875,""hp"":12.249",1
10635,63026,2,440,63026,10,"""atk"":6.875,""hp"":12.249",1
10635,63026,3,440,63026,10,"""atk"":6.875,""hp"":12.249",1
10635,63026,4,440,52046,10,"""atk"":6.875,""hp"":12.249",1
10635,63026,5,440,52046,10,"""atk"":6.875,""hp"":12.249",1
10635,63026,6,440,52046,10,"""atk"":6.875,""hp"":12.249",1
10636,31076,1,441,31076,10,"""atk"":6.9,""hp"":12.299",1
10636,31076,2,441,31076,10,"""atk"":6.9,""hp"":12.299",1
10636,31076,3,441,32056,10,"""atk"":6.9,""hp"":12.299",1
10636,31076,4,441,32056,10,"""atk"":6.9,""hp"":12.299",1
10636,31076,5,441,35036,10,"""atk"":6.9,""hp"":12.299",1
10636,31076,6,441,35036,10,"""atk"":6.9,""hp"":12.299",1
10637,41056,1,442,41056,10,"""atk"":6.925,""hp"":12.349",1
10637,41056,2,442,41056,10,"""atk"":6.925,""hp"":12.349",1
10637,41056,3,442,41066,10,"""atk"":6.925,""hp"":12.349",1
10637,41056,4,442,41066,10,"""atk"":6.925,""hp"":12.349",1
10637,41056,5,442,42016,10,"""atk"":6.925,""hp"":12.349",1
10637,41056,6,442,42016,10,"""atk"":6.925,""hp"":12.349",1
10638,35036,1,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10638,35036,2,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10638,35036,3,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10638,35036,4,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10638,35036,5,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10638,35036,6,443,35036,10,"""atk"":6.95,""hp"":12.399",1
10639,63026,1,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10639,63026,2,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10639,63026,3,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10639,63026,4,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10639,63026,5,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10639,63026,6,444,63026,10,"""atk"":6.975,""hp"":12.449",1
10640,61026,1,445,61026,10,"""atk"":7,""hp"":12.499",1
10640,61026,2,445,63026,10,"""atk"":7,""hp"":12.499",1
10640,61026,3,445,61026,10,"""atk"":7,""hp"":12.499",1
10640,61026,4,445,63026,10,"""atk"":7,""hp"":12.499",1
10640,61026,5,445,63026,10,"""atk"":7,""hp"":12.499",1
10640,61026,6,445,63026,10,"""atk"":7,""hp"":12.499",1
10641,61026,1,446,61026,10,"""atk"":7.025,""hp"":12.549",1
10641,61026,2,446,63026,10,"""atk"":7.025,""hp"":12.549",1
10641,61026,3,446,25076,10,"""atk"":7.025,""hp"":12.549",1
10641,61026,4,446,25076,10,"""atk"":7.025,""hp"":12.549",1
10641,61026,5,446,44046,10,"""atk"":7.025,""hp"":12.549",1
10641,61026,6,446,44046,10,"""atk"":7.025,""hp"":12.549",1
10642,32056,1,447,32056,10,"""atk"":7.05,""hp"":12.599",1
10642,32056,2,447,61026,10,"""atk"":7.05,""hp"":12.599",1
10642,32056,3,447,52046,10,"""atk"":7.05,""hp"":12.599",1
10642,32056,4,447,24036,10,"""atk"":7.05,""hp"":12.599",1
10642,32056,5,447,13046,10,"""atk"":7.05,""hp"":12.599",1
10642,32056,6,447,45056,10,"""atk"":7.05,""hp"":12.599",1
10643,41066,1,448,41066,10,"""atk"":7.075,""hp"":12.649",1
10643,41066,2,448,63026,10,"""atk"":7.075,""hp"":12.649",1
10643,41066,3,448,31076,10,"""atk"":7.075,""hp"":12.649",1
10643,41066,4,448,23036,10,"""atk"":7.075,""hp"":12.649",1
10643,41066,5,448,51016,10,"""atk"":7.075,""hp"":12.649",1
10643,41066,6,448,11086,10,"""atk"":7.075,""hp"":12.649",1
10644,25066,1,449,25066,10,"""atk"":7.1,""hp"":12.699",1
10644,25066,2,449,61026,10,"""atk"":7.1,""hp"":12.699",1
10644,25066,3,449,52046,10,"""atk"":7.1,""hp"":12.699",1
10644,25066,4,449,45046,10,"""atk"":7.1,""hp"":12.699",1
10644,25066,5,449,32056,10,"""atk"":7.1,""hp"":12.699",1
10644,25066,6,449,13046,10,"""atk"":7.1,""hp"":12.699",1
10645,41066,1,450,41066,10,"""atk"":7.125,""hp"":12.749",1
10645,41066,2,450,63026,10,"""atk"":7.125,""hp"":12.749",1
10645,41066,3,450,31076,10,"""atk"":7.125,""hp"":12.749",1
10645,41066,4,450,23036,10,"""atk"":7.125,""hp"":12.749",1
10645,41066,5,450,51016,10,"""atk"":7.125,""hp"":12.749",1
10645,41066,6,450,11086,10,"""atk"":7.125,""hp"":12.749",1
10646,32056,1,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10646,32056,2,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10646,32056,3,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10646,32056,4,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10646,32056,5,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10646,32056,6,451,32056,10,"""atk"":7.15,""hp"":12.799",1
10647,34026,1,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10647,34026,2,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10647,34026,3,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10647,34026,4,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10647,34026,5,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10647,34026,6,452,34026,10,"""atk"":7.175,""hp"":12.849",1
10648,41056,1,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10648,41056,2,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10648,41056,3,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10648,41056,4,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10648,41056,5,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10648,41056,6,453,41056,10,"""atk"":7.2,""hp"":12.899",1
10649,63026,1,454,63026,10,"""atk"":7.225,""hp"":12.949",1
10649,63026,2,454,61026,10,"""atk"":7.225,""hp"":12.949",1
10649,63026,3,454,63026,10,"""atk"":7.225,""hp"":12.949",1
10649,63026,4,454,61026,10,"""atk"":7.225,""hp"":12.949",1
10649,63026,5,454,61026,10,"""atk"":7.225,""hp"":12.949",1
10649,63026,6,454,61026,10,"""atk"":7.225,""hp"":12.949",1
10650,31076,1,455,31076,10,"""atk"":7.25,""hp"":12.999",1
10650,31076,2,455,31076,10,"""atk"":7.25,""hp"":12.999",1
10650,31076,3,455,31076,10,"""atk"":7.25,""hp"":12.999",1
10650,31076,4,455,32056,10,"""atk"":7.25,""hp"":12.999",1
10650,31076,5,455,32056,10,"""atk"":7.25,""hp"":12.999",1
10650,31076,6,455,32056,10,"""atk"":7.25,""hp"":12.999",1
20001,11033,1,35,11033,3,"""atk"":1.05,""hp"":150",1
20001,11033,2,35,12013,3,"""atk"":1.05,""hp"":150",1
20001,11033,3,35,25033,3,"""atk"":1.05,""hp"":150",1
20001,11033,4,35,35023,3,"""atk"":1.05,""hp"":150",1
20001,11033,5,35,41013,3,"""atk"":1.05,""hp"":150",1
20002,61014,1,55,61014,4,"""atk"":1.54,""hp"":300",1.4
20002,61014,3,55,22034,4,"""atk"":1.54,""hp"":300",1.4
20002,61014,6,55,33014,4,"""atk"":1.54,""hp"":300",1.4
20003,11064,1,65,11064,4,"""atk"":1.687,""hp"":800",1.4
20003,11064,3,65,41044,4,"""atk"":1.687,""hp"":800",1.4
20003,11064,6,65,44024,4,"""atk"":1.687,""hp"":800",1.4
20004,11054,1,75,11054,4,"""atk"":1.84,""hp"":2000",1.4
20004,11054,3,75,25054,4,"""atk"":1.84,""hp"":2000",1.4
20004,11054,6,75,32034,4,"""atk"":1.84,""hp"":2000",1.4
20005,31085,1,85,31085,4,"""atk"":1.997,""hp"":4000",1.4
20005,31085,3,85,31033,4,"""atk"":1.997,""hp"":4000",1.4
20005,31085,6,85,52034,4,"""atk"":1.997,""hp"":4000",1.4
20006,21045,1,95,21045,5,"""atk"":2.16,""hp"":4500",1.4
20006,21045,3,95,15015,5,"""atk"":2.16,""hp"":4500",1.4
20006,21045,6,95,45035,5,"""atk"":2.16,""hp"":4500",1.4
20007,11085,1,95,11085,5,"""atk"":2.28,""hp"":6000",1.4
20007,11085,3,95,14035,5,"""atk"":2.28,""hp"":6000",1.4
20007,11085,6,95,14035,5,"""atk"":2.28,""hp"":6000",1.4
20008,22055,1,105,22055,5,"""atk"":2.45,""hp"":7500",1.4
20008,22055,3,105,22055,5,"""atk"":2.45,""hp"":7500",1.4
20008,22055,6,105,22055,5,"""atk"":2.45,""hp"":7500",1.4
20009,31054,1,105,31054,5,"""atk"":2.45,""hp"":9000",1.4
20009,31054,3,105,42015,5,"""atk"":2.45,""hp"":9000",1.4
20009,31054,6,105,22045,5,"""atk"":2.45,""hp"":9000",1.4
20010,25075,1,115,25075,5,"""atk"":2.5,""hp"":10000",1.4
20010,25075,3,115,34025,5,"""atk"":2.5,""hp"":10000",1.4
20010,25075,6,115,34025,5,"""atk"":2.5,""hp"":10000",1.4
20011,35035,1,115,35035,5,"""atk"":2.5,""hp"":12500",1.4
20011,35035,3,115,35035,5,"""atk"":2.5,""hp"":12500",1.4
20011,35035,6,115,35035,5,"""atk"":2.5,""hp"":12500",1.4
20012,52045,1,125,52045,5,"""atk"":2.55,""hp"":14500",1.4
20012,52045,3,125,52045,5,"""atk"":2.55,""hp"":14500",1.4
20012,52045,6,125,52045,5,"""atk"":2.55,""hp"":14500",1.4
20013,45055,1,125,45055,5,"""atk"":2.55,""hp"":17000",1.4
20013,45055,3,125,45055,5,"""atk"":2.55,""hp"":17000",1.4
20013,45055,6,125,45055,5,"""atk"":2.55,""hp"":17000",1.4
20014,41055,1,125,41055,5,"""atk"":2.55,""hp"":20000",1.4
20014,41055,3,125,35045,5,"""atk"":2.55,""hp"":20000",1.4
20014,41055,6,125,35045,5,"""atk"":2.55,""hp"":20000",1.4
20015,45055,1,135,45055,5,"""atk"":2.6,""hp"":21000",1.4
20015,45055,3,135,32055,5,"""atk"":2.6,""hp"":21000",1.4
20015,45055,6,135,32055,5,"""atk"":2.6,""hp"":21000",1.4
20016,15035,1,135,15035,5,"""atk"":2.6,""hp"":24000",1.4
20016,15035,3,135,15035,5,"""atk"":2.6,""hp"":24000",1.4
20016,15035,6,135,15035,5,"""atk"":2.6,""hp"":24000",1.4
20017,13045,1,145,13045,5,"""atk"":2.65,""hp"":25000",1.4
20017,13045,3,145,13045,5,"""atk"":2.65,""hp"":25000",1.4
20017,13045,6,145,13045,5,"""atk"":2.65,""hp"":25000",1.4
20018,45045,1,145,45045,5,"""atk"":2.65,""hp"":28000",1.4
20018,45045,3,145,12035,5,"""atk"":2.65,""hp"":28000",1.4
20018,45045,6,145,12035,5,"""atk"":2.65,""hp"":28000",1.4
20019,44045,1,155,44045,5,"""atk"":2.7,""hp"":28000",1.4
20019,44045,3,155,24035,5,"""atk"":2.7,""hp"":28000",1.4
20019,44045,6,155,14035,5,"""atk"":2.7,""hp"":28000",1.4
20020,21045,1,155,21045,5,"""atk"":2.7,""hp"":30000",1.4
20020,21045,3,155,22045,5,"""atk"":2.7,""hp"":30000",1.4
20020,21045,6,155,22045,5,"""atk"":2.7,""hp"":30000",1.4
20021,61026,1,165,61026,6,"""atk"":2.75,""hp"":13000",1.4
20021,61026,3,165,45045,6,"""atk"":2.75,""hp"":13000",1.4
20021,61026,6,165,45045,6,"""atk"":2.75,""hp"":13000",1.4
20022,14036,1,165,14036,6,"""atk"":2.75,""hp"":14000",1.4
20022,14036,3,165,12036,6,"""atk"":2.75,""hp"":14000",1.4
20022,14036,6,165,12036,6,"""atk"":2.75,""hp"":14000",1.4
20023,25066,1,175,25066,6,"""atk"":2.8,""hp"":14500",1.4
20023,25066,3,175,52046,6,"""atk"":2.8,""hp"":14500",1.4
20023,25066,6,175,43046,6,"""atk"":2.8,""hp"":14500",1.4
20024,35046,1,175,35046,6,"""atk"":2.8,""hp"":15000",1.4
20024,35046,3,175,34026,6,"""atk"":2.8,""hp"":15000",1.4
20024,35046,6,175,14036,6,"""atk"":2.8,""hp"":15000",1.4
20025,35036,1,185,35036,6,"""atk"":2.85,""hp"":15000",1.4
20025,35036,3,185,22056,6,"""atk"":2.85,""hp"":15000",1.4
20025,35036,6,185,32056,6,"""atk"":2.85,""hp"":15000",1.4
20026,25076,1,185,25076,6,"""atk"":2.85,""hp"":16000",1.4
20026,25076,3,185,24036,6,"""atk"":2.85,""hp"":16000",1.4
20026,25076,6,185,22046,6,"""atk"":2.85,""hp"":16000",1.4
20027,11086,1,195,11086,6,"""atk"":2.9,""hp"":16000",1.4
20027,11086,3,195,12036,6,"""atk"":2.9,""hp"":16000",1.4
20027,11086,6,195,13046,6,"""atk"":2.9,""hp"":16000",1.4
20028,44046,1,195,44046,6,"""atk"":2.9,""hp"":17000",1.4
20028,44046,3,195,25066,6,"""atk"":2.9,""hp"":17000",1.4
20028,44046,6,195,14036,6,"""atk"":2.9,""hp"":17000",1.4
20029,52046,1,205,52046,6,"""atk"":2.95,""hp"":17000",1.4
20029,52046,3,205,12036,6,"""atk"":2.95,""hp"":17000",1.4
20029,52046,6,205,13046,6,"""atk"":2.95,""hp"":17000",1.4
20030,61026,1,205,61026,6,"""atk"":2.95,""hp"":17500",1.4
20030,61026,3,205,45046,6,"""atk"":2.95,""hp"":17500",1.4
20030,61026,6,205,45056,6,"""atk"":2.95,""hp"":17500",1.4
20031,61026,1,215,61026,7,"""atk"":3,""hp"":10600",1.4
20031,61026,3,215,45046,7,"""atk"":3,""hp"":10600",1.4
20031,61026,6,215,45046,7,"""atk"":3,""hp"":10600",1.4
20032,14036,1,225,14036,7,"""atk"":3.05,""hp"":10400",1.4
20032,14036,3,225,12036,7,"""atk"":3.05,""hp"":10400",1.4
20032,14036,6,225,12036,7,"""atk"":3.05,""hp"":10400",1.4
20033,25066,1,235,25066,7,"""atk"":3.1,""hp"":10100",1.4
20033,25066,3,235,52046,7,"""atk"":3.1,""hp"":10100",1.4
20033,25066,6,235,43046,7,"""atk"":3.1,""hp"":10100",1.4
20034,35046,1,245,35046,7,"""atk"":3.15,""hp"":9900",1.4
20034,35046,3,245,34026,7,"""atk"":3.15,""hp"":9900",1.4
20034,35046,6,245,14036,7,"""atk"":3.15,""hp"":9900",1.4
20035,35036,1,255,35036,7,"""atk"":3.2,""hp"":9700",1.4
20035,35036,3,255,22056,7,"""atk"":3.2,""hp"":9700",1.4
20035,35036,6,255,32056,7,"""atk"":3.2,""hp"":9700",1.4
20036,25076,1,265,25076,7,"""atk"":3.25,""hp"":9500",1.4
20036,25076,3,265,24036,7,"""atk"":3.25,""hp"":9500",1.4
20036,25076,6,265,22046,7,"""atk"":3.25,""hp"":9500",1.4
20037,35036,1,275,35036,7,"""atk"":3.3,""hp"":9200",1.4
20037,35036,3,275,35036,7,"""atk"":3.3,""hp"":9200",1.4
20037,35036,6,275,35036,7,"""atk"":3.3,""hp"":9200",1.4
20038,25066,1,285,25066,7,"""atk"":3.35,""hp"":9000",1.4
20038,25066,3,285,25066,7,"""atk"":3.35,""hp"":9000",1.4
20038,25066,6,285,25066,7,"""atk"":3.35,""hp"":9000",1.4
20039,61026,1,295,61026,7,"""atk"":3.4,""hp"":8800",1.4
20039,61026,3,295,61026,7,"""atk"":3.4,""hp"":8800",1.4
20039,61026,6,295,61026,7,"""atk"":3.4,""hp"":8800",1.4
20040,31086,1,305,31086,7,"""atk"":3.45,""hp"":8600",1.4
20040,31086,3,305,31086,7,"""atk"":3.45,""hp"":8600",1.4
20040,31086,6,305,31086,7,"""atk"":3.45,""hp"":8600",1.4
20041,32056,1,315,32056,8,"""atk"":3.5,""hp"":6200",1.4
20041,32056,3,315,32056,8,"""atk"":3.5,""hp"":6200",1.4
20041,32056,6,315,32056,8,"""atk"":3.5,""hp"":6200",1.4
20042,14036,1,325,14036,8,"""atk"":3.55,""hp"":6100",1.4
20042,14036,3,325,14036,8,"""atk"":3.55,""hp"":6100",1.4
20042,14036,6,325,14036,8,"""atk"":3.55,""hp"":6100",1.4
20043,25076,1,335,25076,8,"""atk"":3.6,""hp"":6000",1.4
20043,25076,3,335,25076,8,"""atk"":3.6,""hp"":6000",1.4
20043,25076,6,335,25076,8,"""atk"":3.6,""hp"":6000",1.4
20044,44046,1,345,44046,8,"""atk"":3.65,""hp"":5900",1.4
20044,44046,3,345,44046,8,"""atk"":3.65,""hp"":5900",1.4
20044,44046,6,345,44046,8,"""atk"":3.65,""hp"":5900",1.4
20045,35046,1,355,35046,8,"""atk"":3.7,""hp"":5800",1.4
20045,35046,3,355,35046,8,"""atk"":3.7,""hp"":5800",1.4
20045,35046,6,355,35046,8,"""atk"":3.7,""hp"":5800",1.4
20046,45056,1,365,45056,9,"""atk"":3.75,""hp"":4500",1.4
20046,45056,3,365,45056,9,"""atk"":3.75,""hp"":4500",1.4
20046,45056,6,365,45056,9,"""atk"":3.75,""hp"":4500",1.4
20047,11086,1,375,11086,9,"""atk"":3.8,""hp"":4450",1.4
20047,11086,3,375,11086,9,"""atk"":3.8,""hp"":4450",1.4
20047,11086,6,375,11086,9,"""atk"":3.8,""hp"":4450",1.4
20048,32056,1,385,32056,9,"""atk"":3.85,""hp"":4350",1.4
20048,32056,3,385,32056,9,"""atk"":3.85,""hp"":4350",1.4
20048,32056,6,385,32056,9,"""atk"":3.85,""hp"":4350",1.4
20049,52046,1,395,52046,9,"""atk"":3.9,""hp"":4300",1.4
20049,52046,3,395,52046,9,"""atk"":3.9,""hp"":4300",1.4
20049,52046,6,395,52046,9,"""atk"":3.9,""hp"":4300",1.4
20050,53016,1,405,53016,9,"""atk"":3.95,""hp"":4250",1.4
20050,53016,3,405,53016,9,"""atk"":3.95,""hp"":4250",1.4
20050,53016,6,405,53016,9,"""atk"":3.95,""hp"":4250",1.4
20051,22056,1,415,22056,10,"""atk"":4,""hp"":3150",1.4
20051,22056,3,415,22056,10,"""atk"":4,""hp"":3150",1.4
20051,22056,6,415,22056,10,"""atk"":4,""hp"":3150",1.4
20052,34026,1,425,34026,10,"""atk"":4.05,""hp"":3130",1.4
20052,34026,3,425,34026,10,"""atk"":4.05,""hp"":3130",1.4
20052,34026,6,425,34026,10,"""atk"":4.05,""hp"":3130",1.4
20053,13046,1,435,13046,10,"""atk"":4.1,""hp"":3100",1.4
20053,13046,3,435,13046,10,"""atk"":4.1,""hp"":3100",1.4
20053,13046,6,435,13046,10,"""atk"":4.1,""hp"":3100",1.4
20054,15036,1,445,15036,10,"""atk"":4.15,""hp"":3060",1.4
20054,15036,3,445,15036,10,"""atk"":4.15,""hp"":3060",1.4
20054,15036,6,445,15036,10,"""atk"":4.15,""hp"":3060",1.4
20055,21046,1,455,21046,10,"""atk"":4.2,""hp"":3030",1.4
20055,21046,3,455,21046,10,"""atk"":4.2,""hp"":3030",1.4
20055,21046,6,455,21046,10,"""atk"":4.2,""hp"":3030",1.4
20056,25066,1,465,25066,10,"""atk"":4.25,""hp"":2980",1.4
20056,25066,3,465,25066,10,"""atk"":4.25,""hp"":2980",1.4
20056,25066,6,465,25066,10,"""atk"":4.25,""hp"":2980",1.4
20057,11086,1,475,11086,10,"""atk"":4.3,""hp"":2930",1.4
20057,11086,3,475,11086,10,"""atk"":4.3,""hp"":2930",1.4
20057,11086,6,475,11086,10,"""atk"":4.3,""hp"":2930",1.4
20058,32056,1,485,32056,10,"""atk"":4.35,""hp"":2890",1.4
20058,32056,3,485,32056,10,"""atk"":4.35,""hp"":2890",1.4
20058,32056,6,485,32056,10,"""atk"":4.35,""hp"":2890",1.4
20059,52046,1,495,52046,10,"""atk"":4.4,""hp"":2850",1.4
20059,52046,3,495,52046,10,"""atk"":4.4,""hp"":2850",1.4
20059,52046,6,495,52046,10,"""atk"":4.4,""hp"":2850",1.4
20060,63026,1,505,63026,10,"""atk"":4.45,""hp"":2810",1.4
20060,63026,3,505,63026,10,"""atk"":4.45,""hp"":2810",1.4
20060,63026,6,505,63026,10,"""atk"":4.45,""hp"":2810",1.4
30001,11011,4,45,11011,2,"""atk"":1,""hp"":1",1
30002,11023,4,46,11023,2,"""atk"":1.002,""hp"":1.005",1
30003,11033,4,47,11033,2,"""atk"":1.005,""hp"":1.01",1
30004,12013,4,48,12013,2,"""atk"":1.007,""hp"":1.015",1
30005,13012,4,49,13012,2,"""atk"":1.01,""hp"":1.02",1
30006,13023,4,50,13023,2,"""atk"":1.012,""hp"":1.025",1
30007,14013,4,51,14013,2,"""atk"":1.015,""hp"":1.03",1
30008,22012,4,52,22012,2,"""atk"":1.017,""hp"":1.035",1
30009,23013,4,53,23013,2,"""atk"":1.02,""hp"":1.04",1
30010,23023,4,54,23023,2,"""atk"":1.022,""hp"":1.045",1
30011,24013,4,55,24013,2,"""atk"":1.025,""hp"":1.05",1
30012,25011,4,56,25011,2,"""atk"":1.027,""hp"":1.055",1
30013,25023,4,57,25023,2,"""atk"":1.03,""hp"":1.06",1
30014,25033,4,58,25033,2,"""atk"":1.032,""hp"":1.065",1
30015,31012,4,59,31012,2,"""atk"":1.035,""hp"":1.07",1
30016,31023,4,60,31023,2,"""atk"":1.037,""hp"":1.075",1
30017,31033,4,61,31033,2,"""atk"":1.04,""hp"":1.08",1
30018,32011,4,62,32011,2,"""atk"":1.042,""hp"":1.085",1
