¹Ø¿¨±àºÅ,ÄÑ¶È,ÇøÓò,½âËøµÈ¼¶,¹Ø¿¨ÀàÐÍ,¹Ø¿¨BOSS,Î»ÖÃ,Ãû³Æ,¹Ò»ú²úÖµ,¹Ò»úµôÂä,Í¨¹Ø½±Àø,,,,,,,
489,7,1,236,1,489,"""x"":740,""y"":215",É­º£É½Âö(489),"""useexp"":226,""jinbi"":107,""exp"":186,""jifen"":1","""201489"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":261256},{""a"":""attr"",""t"":""jinbi"",""n"":117272},{""a"":""attr"",""t"":""exp"",""n"":192696}",,,,,,,
490,7,1,238,3,490,"""x"":845,""y"":224",É­º£É½Âö(490),"""useexp"":226,""jinbi"":107,""exp"":186,""jifen"":1","""201490"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":261708},{""a"":""attr"",""t"":""jinbi"",""n"":117486},{""a"":""attr"",""t"":""exp"",""n"":192696}",,,,,,,
491,7,2,238,1,491,"""x"":168,""y"":427",ºÚ°µÁúÑ¨(491),"""useexp"":227,""jinbi"":108,""exp"":188,""jifen"":1","""201491"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":263320},{""a"":""attr"",""t"":""jinbi"",""n"":118800},{""a"":""attr"",""t"":""exp"",""n"":195520}",,,,,,,
492,7,2,238,1,492,"""x"":259,""y"":347",ºÚ°µÁúÑ¨(492),"""useexp"":227,""jinbi"":108,""exp"":188,""jifen"":1","""201492"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":263774},{""a"":""attr"",""t"":""jinbi"",""n"":119016},{""a"":""attr"",""t"":""exp"",""n"":195520}",,,,,,,
493,7,2,238,1,493,"""x"":288,""y"":229",ºÚ°µÁúÑ¨(493),"""useexp"":227,""jinbi"":108,""exp"":188,""jifen"":1","""201493"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":264228},{""a"":""attr"",""t"":""jinbi"",""n"":119232},{""a"":""attr"",""t"":""exp"",""n"":196272}",,,,,,,
494,7,2,240,1,494,"""x"":405,""y"":231",ºÚ°µÁúÑ¨(494),"""useexp"":227,""jinbi"":108,""exp"":188,""jifen"":1","""201494"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":264682},{""a"":""attr"",""t"":""jinbi"",""n"":119448},{""a"":""attr"",""t"":""exp"",""n"":196272}",,,,,,,
495,7,2,240,2,495,"""x"":429,""y"":334",ºÚ°µÁúÑ¨(495),"""useexp"":227,""jinbi"":108,""exp"":188,""jifen"":1","""201495"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":265136},{""a"":""attr"",""t"":""jinbi"",""n"":119664},{""a"":""attr"",""t"":""exp"",""n"":197024}",,,,,,,
496,7,2,240,1,496,"""x"":523,""y"":439",ºÚ°µÁúÑ¨(496),"""useexp"":228,""jinbi"":109,""exp"":190,""jifen"":1","""201496"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":266760},{""a"":""attr"",""t"":""jinbi"",""n"":120990},{""a"":""attr"",""t"":""exp"",""n"":197024}",,,,,,,
497,7,2,240,1,497,"""x"":672,""y"":445",ºÚ°µÁúÑ¨(497),"""useexp"":228,""jinbi"":109,""exp"":190,""jifen"":1","""201497"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":267216},{""a"":""attr"",""t"":""jinbi"",""n"":121208},{""a"":""attr"",""t"":""exp"",""n"":199880}",,,,,,,
498,7,2,242,1,498,"""x"":786,""y"":412",ºÚ°µÁúÑ¨(498),"""useexp"":228,""jinbi"":109,""exp"":190,""jifen"":1","""201498"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":267672},{""a"":""attr"",""t"":""jinbi"",""n"":121426},{""a"":""attr"",""t"":""exp"",""n"":199880}",,,,,,,
499,7,2,242,1,499,"""x"":756,""y"":342",ºÚ°µÁúÑ¨(499),"""useexp"":228,""jinbi"":109,""exp"":190,""jifen"":1","""201499"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":268128},{""a"":""attr"",""t"":""jinbi"",""n"":121644},{""a"":""attr"",""t"":""exp"",""n"":200640}",,,,,,,
500,7,2,242,3,500,"""x"":855,""y"":256",ºÚ°µÁúÑ¨(500),"""useexp"":228,""jinbi"":109,""exp"":190,""jifen"":1","""201500"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":268584},{""a"":""attr"",""t"":""jinbi"",""n"":121862},{""a"":""attr"",""t"":""exp"",""n"":200640}",,,,,,,
501,7,3,242,1,501,"""x"":101,""y"":254",ÊØ»¤Ö®Ëþ(501),"""useexp"":229,""jinbi"":110,""exp"":192,""jifen"":1","""201501"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":270220},{""a"":""attr"",""t"":""jinbi"",""n"":123200},{""a"":""attr"",""t"":""exp"",""n"":203520}",,,,,,,
502,7,3,244,1,502,"""x"":150,""y"":329",ÊØ»¤Ö®Ëþ(502),"""useexp"":229,""jinbi"":110,""exp"":192,""jifen"":1","""201502"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":270678},{""a"":""attr"",""t"":""jinbi"",""n"":123420},{""a"":""attr"",""t"":""exp"",""n"":203520}",,,,,,,
503,7,3,244,1,503,"""x"":287,""y"":362",ÊØ»¤Ö®Ëþ(503),"""useexp"":229,""jinbi"":110,""exp"":192,""jifen"":1","""201503"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":271136},{""a"":""attr"",""t"":""jinbi"",""n"":123640},{""a"":""attr"",""t"":""exp"",""n"":204288}",,,,,,,
504,7,3,244,1,504,"""x"":366,""y"":289",ÊØ»¤Ö®Ëþ(504),"""useexp"":229,""jinbi"":110,""exp"":192,""jifen"":1","""201504"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":271594},{""a"":""attr"",""t"":""jinbi"",""n"":123860},{""a"":""attr"",""t"":""exp"",""n"":204288}",,,,,,,
505,7,3,244,2,505,"""x"":500,""y"":311",ÊØ»¤Ö®Ëþ(505),"""useexp"":229,""jinbi"":110,""exp"":192,""jifen"":1","""201505"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":272052},{""a"":""attr"",""t"":""jinbi"",""n"":124080},{""a"":""attr"",""t"":""exp"",""n"":205056}",,,,,,,
506,7,3,246,1,506,"""x"":621,""y"":379",ÊØ»¤Ö®Ëþ(506),"""useexp"":230,""jinbi"":111,""exp"":194,""jifen"":1","""201506"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":273700},{""a"":""attr"",""t"":""jinbi"",""n"":125430},{""a"":""attr"",""t"":""exp"",""n"":205056}",,,,,,,
507,7,3,246,1,507,"""x"":719,""y"":362",ÊØ»¤Ö®Ëþ(507),"""useexp"":230,""jinbi"":111,""exp"":194,""jifen"":1","""201507"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":274160},{""a"":""attr"",""t"":""jinbi"",""n"":125652},{""a"":""attr"",""t"":""exp"",""n"":207968}",,,,,,,
508,7,3,246,1,508,"""x"":641,""y"":260",ÊØ»¤Ö®Ëþ(508),"""useexp"":230,""jinbi"":111,""exp"":194,""jifen"":1","""201508"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":274620},{""a"":""attr"",""t"":""jinbi"",""n"":125874},{""a"":""attr"",""t"":""exp"",""n"":207968}",,,,,,,
509,7,3,246,1,509,"""x"":727,""y"":234",ÊØ»¤Ö®Ëþ(509),"""useexp"":230,""jinbi"":111,""exp"":194,""jifen"":1","""201509"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":275080},{""a"":""attr"",""t"":""jinbi"",""n"":126096},{""a"":""attr"",""t"":""exp"",""n"":208744}",,,,,,,
510,7,3,248,3,510,"""x"":847,""y"":224",ÊØ»¤Ö®Ëþ(510),"""useexp"":230,""jinbi"":111,""exp"":194,""jifen"":1","""201510"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":275540},{""a"":""attr"",""t"":""jinbi"",""n"":126318},{""a"":""attr"",""t"":""exp"",""n"":208744}",,,,,,,
511,7,4,248,1,511,"""x"":210,""y"":431",¾£¼¬º£°¶(511),"""useexp"":231,""jinbi"":112,""exp"":196,""jifen"":1","""201511"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":277200},{""a"":""attr"",""t"":""jinbi"",""n"":127680},{""a"":""attr"",""t"":""exp"",""n"":211680}",,,,,,,
512,7,4,248,1,512,"""x"":128,""y"":362",¾£¼¬º£°¶(512),"""useexp"":231,""jinbi"":112,""exp"":196,""jifen"":1","""201512"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":277662},{""a"":""attr"",""t"":""jinbi"",""n"":127904},{""a"":""attr"",""t"":""exp"",""n"":211680}",,,,,,,
513,7,4,248,1,513,"""x"":242,""y"":296",¾£¼¬º£°¶(513),"""useexp"":231,""jinbi"":112,""exp"":196,""jifen"":1","""201513"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":278124},{""a"":""attr"",""t"":""jinbi"",""n"":128128},{""a"":""attr"",""t"":""exp"",""n"":212464}",,,,,,,
514,7,4,250,1,514,"""x"":340,""y"":354",¾£¼¬º£°¶(514),"""useexp"":231,""jinbi"":112,""exp"":196,""jifen"":1","""201514"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":278586},{""a"":""attr"",""t"":""jinbi"",""n"":128352},{""a"":""attr"",""t"":""exp"",""n"":212464}",,,,,,,
515,7,4,250,2,515,"""x"":424,""y"":226",¾£¼¬º£°¶(515),"""useexp"":231,""jinbi"":112,""exp"":196,""jifen"":1","""201515"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":279048},{""a"":""attr"",""t"":""jinbi"",""n"":128576},{""a"":""attr"",""t"":""exp"",""n"":213248}",,,,,,,
516,7,4,250,1,516,"""x"":625,""y"":304",¾£¼¬º£°¶(516),"""useexp"":232,""jinbi"":113,""exp"":198,""jifen"":1","""201516"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":280720},{""a"":""attr"",""t"":""jinbi"",""n"":129950},{""a"":""attr"",""t"":""exp"",""n"":213248}",,,,,,,
517,7,4,250,1,517,"""x"":601,""y"":439",¾£¼¬º£°¶(517),"""useexp"":232,""jinbi"":113,""exp"":198,""jifen"":1","""201517"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":281184},{""a"":""attr"",""t"":""jinbi"",""n"":130176},{""a"":""attr"",""t"":""exp"",""n"":216216}",,,,,,,
518,7,4,252,1,518,"""x"":726,""y"":437",¾£¼¬º£°¶(518),"""useexp"":232,""jinbi"":113,""exp"":198,""jifen"":1","""201518"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":281648},{""a"":""attr"",""t"":""jinbi"",""n"":130402},{""a"":""attr"",""t"":""exp"",""n"":216216}",,,,,,,
519,7,4,252,1,519,"""x"":803,""y"":383",¾£¼¬º£°¶(519),"""useexp"":232,""jinbi"":113,""exp"":198,""jifen"":1","""201519"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":282112},{""a"":""attr"",""t"":""jinbi"",""n"":130628},{""a"":""attr"",""t"":""exp"",""n"":217008}",,,,,,,
520,7,4,252,3,520,"""x"":749,""y"":218",¾£¼¬º£°¶(520),"""useexp"":232,""jinbi"":113,""exp"":198,""jifen"":1","""201520"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":282576},{""a"":""attr"",""t"":""jinbi"",""n"":130854},{""a"":""attr"",""t"":""exp"",""n"":217008}",,,,,,,
521,7,5,252,1,521,"""x"":103,""y"":364",ÁúÒí³²Ñ¨(521),"""useexp"":233,""jinbi"":114,""exp"":200,""jifen"":1","""201521"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":284260},{""a"":""attr"",""t"":""jinbi"",""n"":132240},{""a"":""attr"",""t"":""exp"",""n"":220000}",,,,,,,
522,7,5,254,1,522,"""x"":327,""y"":393",ÁúÒí³²Ñ¨(522),"""useexp"":233,""jinbi"":114,""exp"":200,""jifen"":1","""201522"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":284726},{""a"":""attr"",""t"":""jinbi"",""n"":132468},{""a"":""attr"",""t"":""exp"",""n"":220000}",,,,,,,
523,7,5,254,1,523,"""x"":296,""y"":262",ÁúÒí³²Ñ¨(523),"""useexp"":233,""jinbi"":114,""exp"":200,""jifen"":1","""201523"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":285192},{""a"":""attr"",""t"":""jinbi"",""n"":132696},{""a"":""attr"",""t"":""exp"",""n"":220800}",,,,,,,
524,7,5,254,1,524,"""x"":420,""y"":248",ÁúÒí³²Ñ¨(524),"""useexp"":233,""jinbi"":114,""exp"":200,""jifen"":1","""201524"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":285658},{""a"":""attr"",""t"":""jinbi"",""n"":132924},{""a"":""attr"",""t"":""exp"",""n"":220800}",,,,,,,
525,7,5,254,2,525,"""x"":498,""y"":297",ÁúÒí³²Ñ¨(525),"""useexp"":233,""jinbi"":114,""exp"":200,""jifen"":1","""201525"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":286124},{""a"":""attr"",""t"":""jinbi"",""n"":133152},{""a"":""attr"",""t"":""exp"",""n"":221600}",,,,,,,
526,7,5,256,1,526,"""x"":588,""y"":393",ÁúÒí³²Ñ¨(526),"""useexp"":234,""jinbi"":115,""exp"":202,""jifen"":1","""201526"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":287820},{""a"":""attr"",""t"":""jinbi"",""n"":134550},{""a"":""attr"",""t"":""exp"",""n"":221600}",,,,,,,
527,7,5,256,1,527,"""x"":715,""y"":447",ÁúÒí³²Ñ¨(527),"""useexp"":234,""jinbi"":115,""exp"":202,""jifen"":1","""201527"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":288288},{""a"":""attr"",""t"":""jinbi"",""n"":134780},{""a"":""attr"",""t"":""exp"",""n"":224624}",,,,,,,
528,7,5,256,1,528,"""x"":785,""y"":385",ÁúÒí³²Ñ¨(528),"""useexp"":234,""jinbi"":115,""exp"":202,""jifen"":1","""201528"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":288756},{""a"":""attr"",""t"":""jinbi"",""n"":135010},{""a"":""attr"",""t"":""exp"",""n"":224624}",,,,,,,
529,7,5,256,1,529,"""x"":749,""y"":256",ÁúÒí³²Ñ¨(529),"""useexp"":234,""jinbi"":115,""exp"":202,""jifen"":1","""201529"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":289224},{""a"":""attr"",""t"":""jinbi"",""n"":135240},{""a"":""attr"",""t"":""exp"",""n"":225432}",,,,,,,
530,7,5,258,3,530,"""x"":866,""y"":319",ÁúÒí³²Ñ¨(530),"""useexp"":234,""jinbi"":115,""exp"":202,""jifen"":1","""201530"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":289692},{""a"":""attr"",""t"":""jinbi"",""n"":135470},{""a"":""attr"",""t"":""exp"",""n"":225432}",,,,,,,
531,7,6,258,1,531,"""x"":99,""y"":213",ÒÅÍü¹ÅµØ(531),"""useexp"":235,""jinbi"":116,""exp"":204,""jifen"":1","""201531"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":291400},{""a"":""attr"",""t"":""jinbi"",""n"":136880},{""a"":""attr"",""t"":""exp"",""n"":228480}",,,,,,,
532,7,6,258,1,532,"""x"":111,""y"":323",ÒÅÍü¹ÅµØ(532),"""useexp"":235,""jinbi"":116,""exp"":204,""jifen"":1","""201532"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":291870},{""a"":""attr"",""t"":""jinbi"",""n"":137112},{""a"":""attr"",""t"":""exp"",""n"":228480}",,,,,,,
533,7,6,258,1,533,"""x"":242,""y"":384",ÒÅÍü¹ÅµØ(533),"""useexp"":235,""jinbi"":116,""exp"":204,""jifen"":1","""201533"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":292340},{""a"":""attr"",""t"":""jinbi"",""n"":137344},{""a"":""attr"",""t"":""exp"",""n"":229296}",,,,,,,
534,7,6,260,1,534,"""x"":305,""y"":283",ÒÅÍü¹ÅµØ(534),"""useexp"":235,""jinbi"":116,""exp"":204,""jifen"":1","""201534"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":292810},{""a"":""attr"",""t"":""jinbi"",""n"":137576},{""a"":""attr"",""t"":""exp"",""n"":229296}",,,,,,,
535,7,6,260,2,535,"""x"":379,""y"":212",ÒÅÍü¹ÅµØ(535),"""useexp"":235,""jinbi"":116,""exp"":204,""jifen"":1","""201535"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":293280},{""a"":""attr"",""t"":""jinbi"",""n"":137808},{""a"":""attr"",""t"":""exp"",""n"":230112}",,,,,,,
536,7,6,260,1,536,"""x"":533,""y"":223",ÒÅÍü¹ÅµØ(536),"""useexp"":236,""jinbi"":117,""exp"":206,""jifen"":1","""201536"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":295000},{""a"":""attr"",""t"":""jinbi"",""n"":139230},{""a"":""attr"",""t"":""exp"",""n"":230112}",,,,,,,
537,7,6,260,1,537,"""x"":611,""y"":268",ÒÅÍü¹ÅµØ(537),"""useexp"":236,""jinbi"":117,""exp"":206,""jifen"":1","""201537"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":295472},{""a"":""attr"",""t"":""jinbi"",""n"":139464},{""a"":""attr"",""t"":""exp"",""n"":233192}",,,,,,,
538,7,6,262,1,538,"""x"":579,""y"":362",ÒÅÍü¹ÅµØ(538),"""useexp"":236,""jinbi"":117,""exp"":206,""jifen"":1","""201538"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":295944},{""a"":""attr"",""t"":""jinbi"",""n"":139698},{""a"":""attr"",""t"":""exp"",""n"":233192}",,,,,,,
539,7,6,262,1,539,"""x"":713,""y"":473",ÒÅÍü¹ÅµØ(539),"""useexp"":236,""jinbi"":117,""exp"":206,""jifen"":1","""201539"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":296416},{""a"":""attr"",""t"":""jinbi"",""n"":139932},{""a"":""attr"",""t"":""exp"",""n"":234016}",,,,,,,
540,7,6,262,3,540,"""x"":865,""y"":436",ÒÅÍü¹ÅµØ(540),"""useexp"":236,""jinbi"":117,""exp"":206,""jifen"":1","""201540"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":296888},{""a"":""attr"",""t"":""jinbi"",""n"":140166},{""a"":""attr"",""t"":""exp"",""n"":234016}",,,,,,,
541,7,7,262,1,541,"""x"":78,""y"":347",×Ï¾§É­ÁÖ(541),"""useexp"":237,""jinbi"":118,""exp"":208,""jifen"":1","""201541"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":298620},{""a"":""attr"",""t"":""jinbi"",""n"":141600},{""a"":""attr"",""t"":""exp"",""n"":237120}",,,,,,,
542,7,7,264,1,542,"""x"":199,""y"":394",×Ï¾§É­ÁÖ(542),"""useexp"":237,""jinbi"":118,""exp"":208,""jifen"":1","""201542"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":299094},{""a"":""attr"",""t"":""jinbi"",""n"":141836},{""a"":""attr"",""t"":""exp"",""n"":237120}",,,,,,,
543,7,7,264,1,543,"""x"":184,""y"":244",×Ï¾§É­ÁÖ(543),"""useexp"":237,""jinbi"":118,""exp"":208,""jifen"":1","""201543"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":299568},{""a"":""attr"",""t"":""jinbi"",""n"":142072},{""a"":""attr"",""t"":""exp"",""n"":237536}",,,,,,,
544,7,7,264,1,544,"""x"":268,""y"":213",×Ï¾§É­ÁÖ(544),"""useexp"":237,""jinbi"":118,""exp"":208,""jifen"":1","""201544"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":300042},{""a"":""attr"",""t"":""jinbi"",""n"":142308},{""a"":""attr"",""t"":""exp"",""n"":238368}",,,,,,,
545,7,7,264,2,545,"""x"":397,""y"":238",×Ï¾§É­ÁÖ(545),"""useexp"":237,""jinbi"":118,""exp"":208,""jifen"":1","""201545"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":300516},{""a"":""attr"",""t"":""jinbi"",""n"":142544},{""a"":""attr"",""t"":""exp"",""n"":238368}",,,,,,,
546,7,7,266,1,546,"""x"":575,""y"":240",×Ï¾§É­ÁÖ(546),"""useexp"":238,""jinbi"":119,""exp"":210,""jifen"":1","""201546"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":302260},{""a"":""attr"",""t"":""jinbi"",""n"":143990},{""a"":""attr"",""t"":""exp"",""n"":241500}",,,,,,,
547,7,7,266,1,547,"""x"":651,""y"":286",×Ï¾§É­ÁÖ(547),"""useexp"":238,""jinbi"":119,""exp"":210,""jifen"":1","""201547"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":302736},{""a"":""attr"",""t"":""jinbi"",""n"":144228},{""a"":""attr"",""t"":""exp"",""n"":241500}",,,,,,,
548,7,7,266,1,548,"""x"":593,""y"":385",×Ï¾§É­ÁÖ(548),"""useexp"":238,""jinbi"":119,""exp"":210,""jifen"":1","""201548"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":303212},{""a"":""attr"",""t"":""jinbi"",""n"":144466},{""a"":""attr"",""t"":""exp"",""n"":242340}",,,,,,,
549,7,7,266,1,549,"""x"":779,""y"":415",×Ï¾§É­ÁÖ(549),"""useexp"":238,""jinbi"":119,""exp"":210,""jifen"":1","""201549"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":303688},{""a"":""attr"",""t"":""jinbi"",""n"":144704},{""a"":""attr"",""t"":""exp"",""n"":242340}",,,,,,,
550,7,7,268,3,550,"""x"":813,""y"":252",×Ï¾§É­ÁÖ(550),"""useexp"":238,""jinbi"":119,""exp"":210,""jifen"":1","""201550"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":304164},{""a"":""attr"",""t"":""jinbi"",""n"":144942},{""a"":""attr"",""t"":""exp"",""n"":243180}",,,,,,,
551,7,8,268,1,551,"""x"":235,""y"":482",ÍöÁé±ÚÀÝ(551),"""useexp"":239,""jinbi"":120,""exp"":212,""jifen"":1","""201551"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":305920},{""a"":""attr"",""t"":""jinbi"",""n"":146400},{""a"":""attr"",""t"":""exp"",""n"":243180}",,,,,,,
552,7,8,268,1,552,"""x"":229,""y"":396",ÍöÁé±ÚÀÝ(552),"""useexp"":239,""jinbi"":120,""exp"":212,""jifen"":1","""201552"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":306398},{""a"":""attr"",""t"":""jinbi"",""n"":146640},{""a"":""attr"",""t"":""exp"",""n"":246344}",,,,,,,
553,7,8,268,1,553,"""x"":342,""y"":404",ÍöÁé±ÚÀÝ(553),"""useexp"":239,""jinbi"":120,""exp"":212,""jifen"":1","""201553"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":306876},{""a"":""attr"",""t"":""jinbi"",""n"":146880},{""a"":""attr"",""t"":""exp"",""n"":246344}",,,,,,,
554,7,8,270,1,554,"""x"":390,""y"":274",ÍöÁé±ÚÀÝ(554),"""useexp"":239,""jinbi"":120,""exp"":212,""jifen"":1","""201554"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":307354},{""a"":""attr"",""t"":""jinbi"",""n"":147120},{""a"":""attr"",""t"":""exp"",""n"":246768}",,,,,,,
555,7,8,270,2,555,"""x"":541,""y"":248",ÍöÁé±ÚÀÝ(555),"""useexp"":239,""jinbi"":120,""exp"":212,""jifen"":1","""201555"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":307832},{""a"":""attr"",""t"":""jinbi"",""n"":147360},{""a"":""attr"",""t"":""exp"",""n"":247616}",,,,,,,
556,7,8,270,1,556,"""x"":693,""y"":267",ÍöÁé±ÚÀÝ(556),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201556"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":309600},{""a"":""attr"",""t"":""jinbi"",""n"":148830},{""a"":""attr"",""t"":""exp"",""n"":247616}",,,,,,,
557,7,8,270,1,557,"""x"":788,""y"":298",ÍöÁé±ÚÀÝ(557),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201557"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":310080},{""a"":""attr"",""t"":""jinbi"",""n"":149072},{""a"":""attr"",""t"":""exp"",""n"":250808}",,,,,,,
558,7,8,272,1,558,"""x"":765,""y"":368",ÍöÁé±ÚÀÝ(558),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201558"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":310560},{""a"":""attr"",""t"":""jinbi"",""n"":149314},{""a"":""attr"",""t"":""exp"",""n"":250808}",,,,,,,
559,7,8,272,1,559,"""x"":708,""y"":478",ÍöÁé±ÚÀÝ(559),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201559"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":311040},{""a"":""attr"",""t"":""jinbi"",""n"":149556},{""a"":""attr"",""t"":""exp"",""n"":251236}",,,,,,,
560,7,8,272,3,560,"""x"":864,""y"":441",ÍöÁé±ÚÀÝ(560),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201560"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":311520},{""a"":""attr"",""t"":""jinbi"",""n"":149798},{""a"":""attr"",""t"":""exp"",""n"":252092}",,,,,,,
561,8,1,272,1,561,"""x"":115,""y"":260",É­º£É½Âö(561),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201560"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":311520},{""a"":""attr"",""t"":""jinbi"",""n"":149798},{""a"":""attr"",""t"":""exp"",""n"":252092}",,,,,,,
562,8,1,274,1,562,"""x"":255,""y"":334",É­º£É½Âö(562),"""useexp"":240,""jinbi"":121,""exp"":214,""jifen"":1","""201560"",""202331"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":311520},{""a"":""attr"",""t"":""jinbi"",""n"":149798},{""a"":""attr"",""t"":""exp"",""n"":252092}",,,,,,,
