关卡id,守关BOSS,展示模型,关卡奖励,战斗地图,镜像属性系数,镜像奖励,护卫BOSS,护卫奖励
1503,51503,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10604,"{""a"":""item"",""t"":""2026"",""n"":1}"
1504,51504,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10604,"{""a"":""item"",""t"":""2026"",""n"":1}"
1505,51505,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10605,"{""a"":""item"",""t"":""2026"",""n"":1}"
1506,51506,41035,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10605,"{""a"":""item"",""t"":""2026"",""n"":1}"
1507,51507,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10605,"{""a"":""item"",""t"":""2026"",""n"":1}"
1508,51508,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10605,"{""a"":""item"",""t"":""2026"",""n"":1}"
1509,51509,11055,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10606,"{""a"":""item"",""t"":""2026"",""n"":1}"
1510,51510,11076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.3,""hp"":2.3","{""a"":""item"",""t"":""2026"",""n"":10}",10606,"{""a"":""item"",""t"":""2026"",""n"":1}"
1511,51511,41035,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10606,"{""a"":""item"",""t"":""2026"",""n"":1}"
1512,51512,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10606,"{""a"":""item"",""t"":""2026"",""n"":1}"
1513,51513,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10607,"{""a"":""item"",""t"":""2026"",""n"":1}"
1514,51514,35046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10607,"{""a"":""item"",""t"":""2026"",""n"":1}"
1515,51515,11076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10607,"{""a"":""item"",""t"":""2026"",""n"":1}"
1516,51516,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10607,"{""a"":""item"",""t"":""2026"",""n"":1}"
1517,51517,52025,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10608,"{""a"":""item"",""t"":""2026"",""n"":1}"
1518,51518,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10608,"{""a"":""item"",""t"":""2026"",""n"":1}"
1519,51519,11086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10608,"{""a"":""item"",""t"":""2026"",""n"":1}"
1520,51520,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.31,""hp"":2.31","{""a"":""item"",""t"":""2026"",""n"":10}",10608,"{""a"":""item"",""t"":""2026"",""n"":1}"
1521,51521,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10609,"{""a"":""item"",""t"":""2026"",""n"":1}"
1522,51522,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10609,"{""a"":""item"",""t"":""2026"",""n"":1}"
1523,51523,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10609,"{""a"":""item"",""t"":""2026"",""n"":1}"
1524,51524,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10609,"{""a"":""item"",""t"":""2026"",""n"":1}"
1525,51525,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10610,"{""a"":""item"",""t"":""2026"",""n"":1}"
1526,51526,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10610,"{""a"":""item"",""t"":""2026"",""n"":1}"
1527,51527,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10610,"{""a"":""item"",""t"":""2026"",""n"":1}"
1528,51528,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10610,"{""a"":""item"",""t"":""2026"",""n"":1}"
1529,51529,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10611,"{""a"":""item"",""t"":""2026"",""n"":1}"
1530,51530,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.32,""hp"":2.32","{""a"":""item"",""t"":""2026"",""n"":10}",10611,"{""a"":""item"",""t"":""2026"",""n"":1}"
1531,51531,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10611,"{""a"":""item"",""t"":""2026"",""n"":1}"
1532,51532,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10611,"{""a"":""item"",""t"":""2026"",""n"":1}"
1533,51533,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10612,"{""a"":""item"",""t"":""2026"",""n"":1}"
1534,51534,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10612,"{""a"":""item"",""t"":""2026"",""n"":1}"
1535,51535,43056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10612,"{""a"":""item"",""t"":""2026"",""n"":1}"
1536,51536,12036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10612,"{""a"":""item"",""t"":""2026"",""n"":1}"
1537,51537,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10613,"{""a"":""item"",""t"":""2026"",""n"":1}"
1538,51538,52046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10613,"{""a"":""item"",""t"":""2026"",""n"":1}"
1539,51539,21036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10613,"{""a"":""item"",""t"":""2026"",""n"":1}"
1540,51540,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.33,""hp"":2.33","{""a"":""item"",""t"":""2026"",""n"":10}",10613,"{""a"":""item"",""t"":""2026"",""n"":1}"
1541,51541,14026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10614,"{""a"":""item"",""t"":""2026"",""n"":1}"
1542,51542,45046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10614,"{""a"":""item"",""t"":""2026"",""n"":1}"
1543,51543,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10614,"{""a"":""item"",""t"":""2026"",""n"":1}"
1544,51544,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10614,"{""a"":""item"",""t"":""2026"",""n"":1}"
1545,51545,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10615,"{""a"":""item"",""t"":""2026"",""n"":1}"
1546,51546,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10615,"{""a"":""item"",""t"":""2026"",""n"":1}"
1547,51547,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10615,"{""a"":""item"",""t"":""2026"",""n"":1}"
1548,51548,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10615,"{""a"":""item"",""t"":""2026"",""n"":1}"
1549,51549,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10616,"{""a"":""item"",""t"":""2026"",""n"":1}"
1550,51550,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.34,""hp"":2.34","{""a"":""item"",""t"":""2026"",""n"":10}",10616,"{""a"":""item"",""t"":""2026"",""n"":1}"
1551,51551,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10616,"{""a"":""item"",""t"":""2026"",""n"":1}"
1552,51552,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10616,"{""a"":""item"",""t"":""2026"",""n"":1}"
1553,51553,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10617,"{""a"":""item"",""t"":""2026"",""n"":1}"
1554,51554,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10617,"{""a"":""item"",""t"":""2026"",""n"":1}"
1555,51555,43056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10617,"{""a"":""item"",""t"":""2026"",""n"":1}"
1556,51556,12036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10617,"{""a"":""item"",""t"":""2026"",""n"":1}"
1557,51557,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10618,"{""a"":""item"",""t"":""2026"",""n"":1}"
1558,51558,52046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10618,"{""a"":""item"",""t"":""2026"",""n"":1}"
1559,51559,21036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10618,"{""a"":""item"",""t"":""2026"",""n"":1}"
1560,51560,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.35,""hp"":2.35","{""a"":""item"",""t"":""2026"",""n"":10}",10618,"{""a"":""item"",""t"":""2026"",""n"":1}"
1561,51561,14026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10619,"{""a"":""item"",""t"":""2026"",""n"":1}"
1562,51562,45046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10619,"{""a"":""item"",""t"":""2026"",""n"":1}"
1563,51563,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10619,"{""a"":""item"",""t"":""2026"",""n"":1}"
1564,51564,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10619,"{""a"":""item"",""t"":""2026"",""n"":1}"
1565,51565,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10620,"{""a"":""item"",""t"":""2026"",""n"":1}"
1566,51566,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10620,"{""a"":""item"",""t"":""2026"",""n"":1}"
1567,51567,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10620,"{""a"":""item"",""t"":""2026"",""n"":1}"
1568,51568,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10620,"{""a"":""item"",""t"":""2026"",""n"":1}"
1569,51569,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10621,"{""a"":""item"",""t"":""2026"",""n"":1}"
1570,51570,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.36,""hp"":2.36","{""a"":""item"",""t"":""2026"",""n"":10}",10621,"{""a"":""item"",""t"":""2026"",""n"":1}"
1571,51571,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10621,"{""a"":""item"",""t"":""2026"",""n"":1}"
1572,51572,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10621,"{""a"":""item"",""t"":""2026"",""n"":1}"
1573,51573,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10622,"{""a"":""item"",""t"":""2026"",""n"":1}"
1574,51574,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10622,"{""a"":""item"",""t"":""2026"",""n"":1}"
1575,51575,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10622,"{""a"":""item"",""t"":""2026"",""n"":1}"
1576,51576,12036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10622,"{""a"":""item"",""t"":""2026"",""n"":1}"
1577,51577,32046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10623,"{""a"":""item"",""t"":""2026"",""n"":1}"
1578,51578,62016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10623,"{""a"":""item"",""t"":""2026"",""n"":1}"
1579,51579,22046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10623,"{""a"":""item"",""t"":""2026"",""n"":1}"
1580,51580,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.37,""hp"":2.37","{""a"":""item"",""t"":""2026"",""n"":10}",10623,"{""a"":""item"",""t"":""2026"",""n"":1}"
1581,51581,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10624,"{""a"":""item"",""t"":""2026"",""n"":1}"
1582,51582,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10624,"{""a"":""item"",""t"":""2026"",""n"":1}"
1583,51583,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10624,"{""a"":""item"",""t"":""2026"",""n"":1}"
1584,51584,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10624,"{""a"":""item"",""t"":""2026"",""n"":1}"
1585,51585,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10625,"{""a"":""item"",""t"":""2026"",""n"":1}"
1586,51586,41035,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10625,"{""a"":""item"",""t"":""2026"",""n"":1}"
1587,51587,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10625,"{""a"":""item"",""t"":""2026"",""n"":1}"
1588,51588,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10625,"{""a"":""item"",""t"":""2026"",""n"":1}"
1589,51589,11055,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10626,"{""a"":""item"",""t"":""2026"",""n"":1}"
1590,51590,11076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.38,""hp"":2.38","{""a"":""item"",""t"":""2026"",""n"":10}",10626,"{""a"":""item"",""t"":""2026"",""n"":1}"
1591,51591,41035,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10626,"{""a"":""item"",""t"":""2026"",""n"":1}"
1592,51592,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10626,"{""a"":""item"",""t"":""2026"",""n"":1}"
1593,51593,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10627,"{""a"":""item"",""t"":""2026"",""n"":1}"
1594,51594,35046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10627,"{""a"":""item"",""t"":""2026"",""n"":1}"
1595,51595,11076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10627,"{""a"":""item"",""t"":""2026"",""n"":1}"
1596,51596,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10627,"{""a"":""item"",""t"":""2026"",""n"":1}"
1597,51597,52025,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10628,"{""a"":""item"",""t"":""2026"",""n"":1}"
1598,51598,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10628,"{""a"":""item"",""t"":""2026"",""n"":1}"
1599,51599,11086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10628,"{""a"":""item"",""t"":""2026"",""n"":1}"
1600,51600,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.39,""hp"":2.39","{""a"":""item"",""t"":""2026"",""n"":10}",10628,"{""a"":""item"",""t"":""2026"",""n"":1}"
1601,51601,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10629,"{""a"":""item"",""t"":""2026"",""n"":1}"
1602,51602,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10629,"{""a"":""item"",""t"":""2026"",""n"":1}"
1603,51603,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10629,"{""a"":""item"",""t"":""2026"",""n"":1}"
1604,51604,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10629,"{""a"":""item"",""t"":""2026"",""n"":1}"
1605,51605,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10630,"{""a"":""item"",""t"":""2026"",""n"":1}"
1606,51606,15036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10630,"{""a"":""item"",""t"":""2026"",""n"":1}"
1607,51607,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10630,"{""a"":""item"",""t"":""2026"",""n"":1}"
1608,51608,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10630,"{""a"":""item"",""t"":""2026"",""n"":1}"
1609,51609,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10631,"{""a"":""item"",""t"":""2026"",""n"":1}"
1610,51610,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.4,""hp"":2.4","{""a"":""item"",""t"":""2026"",""n"":10}",10631,"{""a"":""item"",""t"":""2026"",""n"":1}"
1611,51611,51016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10631,"{""a"":""item"",""t"":""2026"",""n"":1}"
1612,51612,21046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10631,"{""a"":""item"",""t"":""2026"",""n"":1}"
1613,51613,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10632,"{""a"":""item"",""t"":""2026"",""n"":1}"
1614,51614,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10632,"{""a"":""item"",""t"":""2026"",""n"":1}"
1615,51615,43056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10632,"{""a"":""item"",""t"":""2026"",""n"":1}"
1616,51616,12036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10632,"{""a"":""item"",""t"":""2026"",""n"":1}"
1617,51617,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10633,"{""a"":""item"",""t"":""2026"",""n"":1}"
1618,51618,52046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_08.jpg,"""atk"":2.41,""hp"":2.41","{""a"":""item"",""t"":""2026"",""n"":10}",10633,"{""a"":""item"",""t"":""2026"",""n"":1}"
