技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述,,
32066043,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
3206a043,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
3206a333,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":50}}",{},{},,,
51025013,3,delnowhp,-1,1,,,,1000,"{""pro"":100,""maxdpsatkpro"":15000}",{},{},,,
51026013,3,delnowhp,-1,1,,,,1000,"{""pro"":150,""maxdpsatkpro"":15000}",{},{},,,
5102a013,3,delnowhp,-1,1,,,,1000,"{""pro"":200,""maxdpsatkpro"":15000}",{},{},,,
51025023,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
51026023,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
5102a023,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
51025033,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 100, ""state"":0}}","{""pro"":1000}",,,
51026033,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 150, ""state"":0}}","{""pro"":1500}",,,
5102a033,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 200, ""state"":0}}","{""pro"":2200}",,,
51025043,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 100, ""state"":0}}","{""pro"":500}",,,
51026043,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 150, ""state"":0}}","{""pro"":750}",,,
5102a043,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 200, ""state"":0}}","{""pro"":1000}",,,
51025213,3,relosehppro,-1,1,,,,1000,"{""type"":-1,""pro"":50,""maxdpsatkpro"":15000}",{},{},,,
51026213,3,relosehppro,-1,1,,,,1000,"{""type"":-1,""pro"":100,""maxdpsatkpro"":15000}",{},{},,,
5102a213,3,relosehppro,-1,1,,,,1000,"{""type"":-1,""pro"":150,""maxdpsatkpro"":15000}",{},{},,,
51025223,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
51026223,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
5102a223,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""kongju"",""round"":2}}",{},{},,,
51025233,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 100, ""state"":0}}","{""pro"":1000}",,,
51026233,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 150, ""state"":0}}","{""pro"":1300}",,,
5102a233,3,dpspro,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 200, ""state"":0}}","{""pro"":1600}",,,
51025243,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 100, ""state"":0}}","{""pro"":500}",,,
51026243,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 150, ""state"":0}}","{""pro"":750}",,,
5102a243,3,xixue,-1,1,,,,1000,{},"{""hplimit"": {""side"":-1, ""pro"": 200, ""state"":0}}","{""pro"":1000}",,,
51025303,3,buff,-2,1,,,,1000,{},"{""chkid"":51026,""buffid"":""baoshangpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":50,""chkid"":51026}}",,,
51026303,3,buff,-2,1,,,,1000,{},"{""chkid"":51026,""buffid"":""baoshangpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":100,""chkid"":51026}}",,,
5102a303,3,buff,-2,1,,,,1000,{},"{""chkid"":51026,""buffid"":""baoshangpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":150,""chkid"":51026}}",,,
51025313,3,buff,-2,1,,,,1000,{},"{""chkid"":5102,""buffid"":""atkpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":99,""pro"":50,""chkid"":5102}}",,,
51026313,3,buff,-2,1,,,,1000,{},"{""chkid"":5102,""buffid"":""atkpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":99,""pro"":100,""chkid"":5102}}",,,
5102a313,3,buff,-2,1,,,,1000,{},"{""chkid"":5102,""buffid"":""atkpro"",""max"":8}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":99,""pro"":150,""chkid"":5102}}",,,
51025323,3,buff,-2,1,,,,1000,{},"{""chkid"":51025,""buffid"":""nilin"",""max"":5}","{""act"":""buff"",""v"":{""buffid"":""nilin"",""round"":99,""chkid"":51025,""buffkey"":[{""buffid"":""miankongpro"",""pro"":100},{""buffid"":""undpspro"",""pro"":30}]}}",,,
51026323,3,buff,-2,1,,,,1000,{},"{""chkid"":51025,""buffid"":""nilin"",""max"":5}","{""act"":""buff"",""v"":{""buffid"":""nilin"",""round"":99,""chkid"":51025,""buffkey"":[{""buffid"":""miankongpro"",""pro"":150},{""buffid"":""undpspro"",""pro"":45}]}}",,,
5102a323,3,buff,-2,1,,,,1000,{},"{""chkid"":51025,""buffid"":""nilin"",""max"":5}","{""act"":""buff"",""v"":{""buffid"":""nilin"",""round"":99,""chkid"":51025,""buffkey"":[{""buffid"":""miankongpro"",""pro"":200},{""buffid"":""undpspro"",""pro"":60}]}}",,,
51025333,3,hppro,-2,1,,,,1000,"{""pro"":500}",{},{},,,
51026333,3,hppro,-2,1,,,,1000,"{""pro"":1000}",{},{},,,
5102a333,3,hppro,-2,1,,,,1000,"{""pro"":1500}",{},{},,,
24045013,3,buff,-1,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":1500}}",{},{},,,
24046013,3,buff,-1,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":2200}}",{},{},,,
2404a013,3,buff,-1,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":2900}}",{},{},,,
24045203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":4,""runskill"":[""24045213"",""24045223""]}}",{},{},,,
24046203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":4,""runskill"":[""24046213"",""24046223""]}}",{},{},,,
2404a203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":4,""runskill"":[""2404a213"",""2404a223""]}}",{},{},,,
24045213,3,damage,1,1,0,"hp,asc",1,1000,"{""pro"":970}",{},{},,,
24046213,3,damage,1,1,0,"hp,asc",1,1000,"{""pro"":1490}",{},{},,,
2404a213,3,damage,1,1,0,"hp,asc",1,1000,"{""pro"":2380}",{},{},,,
24045223,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":750}}",{},{},,,
24046223,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":1100}}",{},{},,,
2404a223,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":1760}}",{},{},,,
24045313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":99,""runskill"":[""24045213"",""24045223""]}}",{},{},,,
24046313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":99,""runskill"":[""24046213"",""24046223""]}}",{},{},,,
2404a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""shayi"",""round"":99,""runskill"":[""2404a213"",""2404a223""]}}",{},{},,,
24045323,3,addhp,-2,1,,,,1000,"{""pro"":300}",{},{},,,
24046323,3,addhp,-2,1,,,,1000,"{""pro"":600}",{},{},,,
2404a323,3,addhp,-2,1,,,,1000,"{""pro"":1000}",{},{},,,
35055013,3,youfa,-1,1,,,,1000,"{""buffid"":[""liuxue"",""zhuoshao""],""pro"":1000,""maxdpsatkpro"":20000}",{},{},,,
35056013,3,youfa,-1,1,,,,1000,"{""buffid"":[""liuxue"",""zhuoshao""],""pro"":1100,""maxdpsatkpro"":20000}",{},{},,,
3505a013,3,youfa,-1,1,,,,1000,"{""buffid"":[""liuxue"",""zhuoshao""],""pro"":1200,""maxdpsatkpro"":20000}",{},{},,,
35055203,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":100}}",{},{},,,
35056203,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":300}}",{},{},,,
3505a203,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":500}}",{},{},,,
35055213,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":100}}",{},{},,,
35056213,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":300}}",{},{},,,
3505a213,3,buff,-3,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":2,""pro"":500}}",{},{},,,
35055303,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""zhuoshao""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":50}}",,,
35056303,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""zhuoshao""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":70}}",,,
3505a303,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""zhuoshao""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":100}}",,,
35055313,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""liuxue""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":200}}",,,
35056313,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""liuxue""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":400}}",,,
3505a313,3,buff,-2,1,,,,1000,{},"{""hasbufftype"":[""liuxue""],""type"":""byatk""}","{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":600}}",,,
11105013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":3,""pro"":500}}",{},{},,,
11106013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":3,""pro"":750}}",{},{},,,
1110a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":3,""pro"":1000}}",{},{},,,
11105023,3,delhp,-1,1,,,,1000,{},"{""pos"":1}","{""pro"":90,""maxdpsatkpro"":15000}",,,
11106023,3,delhp,-1,1,,,,1000,{},"{""pos"":1}","{""pro"":120,""maxdpsatkpro"":15000}",,,
1110a023,3,delhp,-1,1,,,,1000,{},"{""pos"":1}","{""pro"":150,""maxdpsatkpro"":15000}",,,
11105033,3,damage,-1,1,,,,1000,{},"{""pos"":0}","{""pro"":560,""iscritcal"":1}",,,
11106033,3,damage,-1,1,,,,1000,{},"{""pos"":0}","{""pro"":780,""iscritcal"":1}",,,
1110a033,3,damage,-1,1,,,,1000,{},"{""pos"":0}","{""pro"":1080,""iscritcal"":1}",,,
11105203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":99,""pro"":10}}",{},{},,,
11106203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":99,""pro"":20}}",{},{},,,
1110a203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":99,""pro"":50}}",{},{},,,
11105213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":5}}",{},{},,,
11106213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":8}}",{},{},,,
1110a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":99,""pro"":20}}",{},{},,,
11105303,3,qusan,-2,1,,,,1000,"{""value"":0}",{},{},,,
11106303,3,qusan,-2,1,,,,1000,"{""value"":0}",{},{},,,
1110a303,3,qusan,-2,1,,,,1000,"{""value"":0}",{},{},,,
11105313,3,delhp,1,1,0,rand,3,1000,"{""pro"":100,""maxdpsatkpro"":25000}",{},{},,,
11106313,3,delhp,1,1,0,rand,3,1000,"{""pro"":150,""maxdpsatkpro"":25000}",{},{},,,
1110a313,3,delhp,1,1,0,rand,3,1000,"{""pro"":200,""maxdpsatkpro"":25000}",{},{},,,
11105323,3,xixue,-3,1,,,,1000,"{""pro"":100}",{},{},,,
11106323,3,xixue,-3,1,,,,1000,"{""pro"":200}",{},{},,,
1110a323,3,xixue,-3,1,,,,1000,"{""pro"":400}",{},{},,,
62025013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":1,""pro"":1000}}",{},{},,,
62026013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":1,""pro"":1000}}",{},{},,,
6202a013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":1,""pro"":1000}}",{},{},,,
62025023,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""junhengsign"",""round"":3,""emit"":1,""pro"":100,""runskill"":[""62025033""]}}",{},{},,,
62026023,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""junhengsign"",""round"":3,""emit"":1,""pro"":150,""runskill"":[""62026033""]}}",{},{},,,
6202a023,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""junhengsign"",""round"":3,""emit"":1,""pro"":200,""runskill"":[""6202a033""]}}",{},{},,,
62025033,3,delhp,-2,1,,,,1000,"{""pro"":100,""maxdpsatkpro"":30000}",{},{},,,
62026033,3,delhp,-2,1,,,,1000,"{""pro"":150,""maxdpsatkpro"":30000}",{},{},,,
6202a033,3,delhp,-2,1,,,,1000,"{""pro"":200,""maxdpsatkpro"":30000}",{},{},,,
62025203,3,delhp,-1,1,,,,1000,"{""pro"":100,""maxdpsatkpro"":15000}",{},{},,,
62026203,3,delhp,-1,1,,,,1000,"{""pro"":150,""maxdpsatkpro"":15000}",{},{},,,
6202a203,3,delhp,-1,1,,,,1000,"{""pro"":200,""maxdpsatkpro"":15000}",{},{},,,
62025213,3,xixue,-3,1,,,,1000,"{""pro"":150}",{},{},,,
62026213,3,xixue,-3,1,,,,1000,"{""pro"":250}",{},{},,,
6202a213,3,xixue,-3,1,,,,1000,"{""pro"":350}",{},{},,,
62025303,3,damage,1,1,0,,,1000,"{""pro"":1000,""type"":""to""}",{},{},,,
62026303,3,damage,1,1,0,,,1000,"{""pro"":1500,""type"":""to""}",{},{},,,
6202a303,3,damage,1,1,0,,,1000,"{""pro"":2000,""type"":""to""}",{},{},,,
62025313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undercuredrop"",""round"":99,""pro"":50}}",{},{},,,
62026313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undercuredrop"",""round"":99,""pro"":75}}",{},{},,,
6202a313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undercuredrop"",""round"":99,""pro"":100}}",{},{},,,
62025323,3,addhp,-2,1,,,,1000,"{""pro"":50}",{},{},,,
62026323,3,addhp,-2,1,,,,1000,"{""pro"":75}",{},{},,,
6202a323,3,addhp,-2,1,,,,1000,"{""pro"":100}",{},{},,,
42025013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":3}}",{},{},,,
42025023,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":3,""delay"":1}}",{},{},,,
42025033,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":3,""delay"":2}}",{},{},,,
42025203,3,buff,1,1,0,rand,1,500,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":2,""delay"":1}}",{},{},,,
42026203,3,buff,1,1,0,rand,1,700,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":2,""delay"":1}}",{},{},,,
4202a203,3,buff,1,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""bind"",""round"":2,""delay"":1}}",{},{},,,
42025303,3,hppro,-2,1,,,,1000,"{""pro"":500}",{},{},,,
42026303,3,hppro,-2,1,,,,1000,"{""pro"":900}",{},{},,,
4202a303,3,hppro,-2,1,,,,1000,"{""pro"":1650}",{},{},,,
42025313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":6,""pro"":50}}",{},{},,,
42026313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":6,""pro"":100}}",{},{},,,
4202a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":6,""pro"":200}}",{},{},,,
42025323,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":800}}",{},{},,,
42026323,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":1100}}",{},{},,,
4202a323,3,buff,1,1,0,rand,3,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":1600}}",{},{},,,
25085013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":500}}",{},{},,,
25086013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":800}}",{},{},,,
2508a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":6,""pro"":1800}}",{},{},,,
25085023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""resistarmer"",""round"":99}}",{},{},,,
25086023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""resistarmer"",""round"":99}}",{},{},,,
2508a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""resistarmer"",""round"":99}}",{},{},,,
25085203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""reflectarmer"",""round"":99,""pro"":200}}",{},{},,,
25086203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""reflectarmer"",""round"":99,""pro"":300}}",{},{},,,
2508a203,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""reflectarmer"",""round"":99,""pro"":500}}",{},{},,,
25085303,3,damage,1,1,0,,,1000,"{""pro"":300,""type"":""bydamege""}",{},{},,,
25086303,3,damage,1,1,0,,,1000,"{""pro"":600,""type"":""bydamege""}",{},{},,,
2508a303,3,damage,1,1,0,,,1000,"{""pro"":1000,""type"":""bydamege""}",{},{},,,
25085213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":100}}",{},{},,,
25086213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":200}}",{},{},,,
2508a213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":2,""pro"":400}}",{},{},,,
13055013,3,powerqusan,-1,1,,,,400,"{""num"":1,""gtype"":""1""}",{},{},,,
13056013,3,powerqusan,-1,1,,,,500,"{""num"":1,""gtype"":""1""}",{},{},,,
1305a013,3,powerqusan,-1,1,,,,600,"{""num"":1,""gtype"":""1""}",{},{},,,
13055023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""emosign"",""round"":3,""runskill"":[""13055034"",""13055044""]}}",{},{},,,
13056023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""emosign"",""round"":3,""runskill"":[""13056034"",""13056044""]}}",{},{},,,
1305a023,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""emosign"",""round"":3,""runskill"":[""1305a034"",""1305a044""]}}",{},{},,,
13055033,3,powerqusan,3,1,,,,300,"{""num"":2}",{},{},,,
13056033,3,powerqusan,3,1,,,,500,"{""num"":2}",{},{},,,
1305a033,3,powerqusan,3,1,,,,600,"{""num"":2}",{},{},,,
13055043,3,addhp,0,1,0,"hp,asc",1,1000,"{""pro"":100}",{},{},,,
13056043,3,addhp,0,1,0,"hp,asc",1,1000,"{""pro"":150}",{},{},,,
1305a043,3,addhp,0,1,0,"hp,asc",1,1000,"{""pro"":250}",{},{},,,
13055203,3,delnuqi,1,1,0,rand,2,500,"{""value"":10}",{},{},,,
13056203,3,delnuqi,1,1,0,rand,2,500,"{""value"":20}",{},{},,,
1305a203,3,delnuqi,1,1,0,rand,2,500,"{""value"":30}",{},{},,,
13055303,3,buff,5,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""zmlj"",""round"":99,""pro"":200}}",{},{},,,
13056303,3,buff,5,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""zmlj"",""round"":99,""pro"":400}}",{},{},,,
1305a303,3,buff,5,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""zmlj"",""round"":99,""pro"":700}}",{},{},,,
11000013,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""zhongdu""]}","{""pro"":150}",如果目标处于中毒状态，则伤害增加15%,,
11000023,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""zhuoshao""]}","{""pro"":150}",攻击燃烧的英雄增加15%的伤害,,
11000033,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""liuxue""]}","{""pro"":150}",攻击流血的英雄增加15%的伤害,,
11000043,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":75}}",{},{},普攻为自己增加7.5%的伤害减免3回合,,
11000053,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":3,""pro"":75}}",{},{},技能为自己增加7.5%的伤害减免3回合,,
11000063,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpsdrop"",""round"":3,""pro"":50}}",{},{},普攻降低目标的伤害5%，持续3回合,,
11000073,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpsdrop"",""round"":3,""pro"":50}}",{},{},技能降低目标的伤害5%，持续3回合,,
11000083,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""controlpro"",""round"":99,""pro"":200}}",{},{},唯一生效：释放控制技能效果时强控+20%,,
11000093,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""skilldpspro"",""count"":""turn"",""desc"":1,""round"":4,""pro"":200}}",{},{},开场获得60%的技能伤害加成，该效果每回合降低20%,,
11000103,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""undpspro"",""count"":""turn"",""desc"":1,""round"":4,""pro"":100}}",{},{},开场获得30%的伤害减免，该效果每回合降低10%,,
11000113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""uncontrolhudun"",""round"":99}}",{},{},抵消一次控制效果,,
11000123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""jdpf"",""round"":99,""pro"":300,""buffinfo"":{""buffid"":""zhongdu"",""realinjury"":1,""round"": 4,""ismianyi"":1}}}",{},{},将受到的攻击或技能伤害的30%转化成4回合的中毒伤害，该伤害不受到任何效果的影响,,
11000133,3,addnuqi,0,1,0,,,1000,"{""value"":10}",{},{},释放主动技能时100%为我方全体英雄加10点怒气,,
11000143,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""skilldpspro"",""round"":99,""pro"":60}}",{},{},回合结束时，增加6%技能伤害,,
11000153,3,addnuqi,0,1,0,,,200,"{""value"":5}",{},{},20%概率额外加5点,,
41075303,3,addhp,-2,1,,,,1000,"{""pro"":80}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限10%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
41076303,3,addhp,-2,1,,,,1000,"{""pro"":120}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限20%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
4107a303,3,addhp,-2,1,,,,1000,"{""pro"":240}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限30%等量生命值，自身获得2层潮汐逆鳞（每层潮汐逆鳞额外提高4%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
41075313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""yuren"",""round"":99,""pro"":10}}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限10%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
41076313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""yuren"",""round"":99,""pro"":20}}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限20%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
4107a313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""yuren"",""round"":99,""pro"":30}}",{},{},被动效果：战场上有英雄死亡，恢复自身生命值上限30%等量生命值，自身获得2层潮汐逆鳞（每层潮汐逆鳞额外提高4%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,,
41075013,3,clearbuff,-2,1,,,,1000,"{""buffid"":""yuren"",""bufftype"":""undpspro"",""pro"":800}",{},{},怒气技能：对随机3名敌方英雄造成120%攻击伤害，并释放所有潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），每层潮汐逆鳞对随机1名受击者造成80%攻击伤害，释放后潮汐逆鳞层数清空,,
