道具ID,是否叠加,道具名称,道具类型,描述类型,背包分类,道具品质,品质等级,途径,道具图标,小图标,道具星级,种族,道具描述,特殊字段,掉落组,使用等级,合成数量,合成指定英雄ID,稀有,使用跳转,活动类型
5100,1,试炼兑换券,5,1,2,5,0,,item_5100,token_5100,,,试炼兑换券，收集可以兑换豪华礼品,,,,,,0,,0
5101,1,热浪积分,5,1,2,5,0,,item_5101,token_5101,,,热浪积分，收集可以兑换豪华礼品,,,,,,0,,0
5102,1,折扣券,5,1,2,5,0,,item_5102,token_5102,,,折扣券，收集可在部落试炼中兑换豪华礼品,,,,,,0,,0
5103,1,圣诞碎片,5,1,2,5,0,,item_5103,token_5103,,,圣诞碎片，收集可在圣诞活动中兑换豪华礼品,,,,,,0,,0
5104,1,虾仁饺子,5,1,2,5,0,,item_5104,token_5104,,,虾仁饺子，收集可兑换豪华礼品,,,,,,0,,0
5105,1,虎头锤,5,1,2,5,0,,item_5105,token_5105,,,虎头锤，收集可参加新年砸蛋,,,,,,0,,0
5106,1,金元宝,5,1,2,5,0,,item_5106,token_5106,,,金元宝，收集可兑换豪华礼品,,,,,,0,,0
5107,1,如意勺,5,1,2,5,0,,item_5107,token_5107,,,如意勺，收集可参加喜闹元宵,,,,,,0,,83
5108,1,虎年幸运币,5,1,2,5,0,,item_5108,token_5108,,,虎年幸运币，收集可兑换豪华礼品,,,,,,0,,83
6001,1,死亡裁决（永久）,11,1,2,5,0,,1108001,,,,使用后可激活一套时限为永久的皮肤——死亡裁决，每套可供一个亡灵领主穿戴,"1108001,-1",,,,,1,,
6002,1,死亡裁决（7日）,11,1,2,4,0,,1108001,,,,使用后可激活一套时限为7日的皮肤——死亡裁决，每套可供一个亡灵领主穿戴,"1108001,604800",,,,,0,,
6003,1,死亡裁决（3日）,11,1,2,3,0,,1108001,,,,使用后可激活一套时限为3日的皮肤——死亡裁决，每套可供一个亡灵领主穿戴,"1108001,259200",,,,,0,,
6004,1,死亡裁决（1日）,11,1,2,3,0,,1108001,,,,使用后可激活一套时限为1日的皮肤——死亡裁决，每套可供一个亡灵领主穿戴,"1108001,86400",,,,,0,,
6005,1,海滩丽影（永久）,11,1,2,5,0,,3110001,,,,使用后可激活一套时限为永久的皮肤——海滩丽影，每套可供一个腥红女爵穿戴,"3110001,-1",,,,,1,,
6006,1,海滩丽影（7日）,11,1,2,4,0,,3110001,,,,使用后可激活一套时限为7日的皮肤——海滩丽影，每套可供一个腥红女爵穿戴,"3110001,604800",,,,,0,,
6007,1,海滩丽影（3日）,11,1,2,3,0,,3110001,,,,使用后可激活一套时限为3日的皮肤——海滩丽影，每套可供一个腥红女爵穿戴,"3110001,259200",,,,,0,,
6008,1,海滩丽影（1日）,11,1,2,3,0,,3110001,,,,使用后可激活一套时限为1日的皮肤——海滩丽影，每套可供一个腥红女爵穿戴,"3110001,86400",,,,,0,,
6009,1,邪龙霸主（永久）,11,1,2,5,0,,3109001,,,,使用后可激活一套时限为永久的皮肤——邪龙霸主，每套可供一个黑锋骑士穿戴,"3109001,-1",,,,,1,,
6010,1,邪龙霸主（7日）,11,1,2,4,0,,3109001,,,,使用后可激活一套时限为7日的皮肤——邪龙霸主，每套可供一个黑锋骑士穿戴,"3109001,604800",,,,,0,,
6011,1,邪龙霸主（3日）,11,1,2,3,0,,3109001,,,,使用后可激活一套时限为3日的皮肤——邪龙霸主，每套可供一个黑锋骑士穿戴,"3109001,259200",,,,,0,,
6012,1,邪龙霸主（1日）,11,1,2,3,0,,3109001,,,,使用后可激活一套时限为1日的皮肤——邪龙霸主，每套可供一个黑锋骑士穿戴,"3109001,86400",,,,,0,,
6013,1,死亡之主（永久）,11,1,2,5,0,,5501001,,,,使用后可激活一套时限为永久的皮肤——死亡之主，每套可供一个暗夜主宰穿戴,"5501001,-1",,,,,1,,
6014,1,死亡之主（7日）,11,1,2,4,0,,5501001,,,,使用后可激活一套时限为7日的皮肤——死亡之主，每套可供一个暗夜主宰穿戴,"5501001,604800",,,,,0,,
6015,1,死亡之主（3日）,11,1,2,3,0,,5501001,,,,使用后可激活一套时限为3日的皮肤——死亡之主，每套可供一个暗夜主宰穿戴,"5501001,259200",,,,,0,,
6016,1,死亡之主（1日）,11,1,2,3,0,,5501001,,,,使用后可激活一套时限为1日的皮肤——死亡之主，每套可供一个暗夜主宰穿戴,"5501001,86400",,,,,0,,
6017,1,欢乐奶牛（永久）,11,1,2,5,0,,4106001,,,,使用后可激活一套时限为永久的皮肤——欢乐奶牛，每套可供一个牛头人酋长穿戴,"4106001,-1",,,,,1,,
6018,1,欢乐奶牛（7日）,11,1,2,4,0,,4106001,,,,使用后可激活一套时限为7日的皮肤——欢乐奶牛，每套可供一个牛头人酋长穿戴,"4106001,604800",,,,,0,,
6019,1,欢乐奶牛（3日）,11,1,2,3,0,,4106001,,,,使用后可激活一套时限为3日的皮肤——欢乐奶牛，每套可供一个牛头人酋长穿戴,"4106001,259200",,,,,0,,
6020,1,欢乐奶牛（1日）,11,1,2,3,0,,4106001,,,,使用后可激活一套时限为1日的皮肤——欢乐奶牛，每套可供一个牛头人酋长穿戴,"4106001,86400",,,,,0,,
6021,1,虚空女王（永久）,11,1,2,5,0,,5204001,,,,使用后可激活一套时限为永久的皮肤——虚空女王，每套可供一个帕米尔隆穿戴,"5204001,-1",,,,,1,,
6022,1,虚空女王（7日）,11,1,2,4,0,,5204001,,,,使用后可激活一套时限为7日的皮肤——虚空女王，每套可供一个帕米尔隆穿戴,"5204001,604800",,,,,0,,
6023,1,虚空女王（3日）,11,1,2,3,0,,5204001,,,,使用后可激活一套时限为3日的皮肤——虚空女王，每套可供一个帕米尔隆穿戴,"5204001,259200",,,,,0,,
6024,1,虚空女王（1日）,11,1,2,3,0,,5204001,,,,使用后可激活一套时限为1日的皮肤——虚空女王，每套可供一个帕米尔隆穿戴,"5204001,86400",,,,,0,,
6025,1,至尊情圣（永久）,11,1,2,5,0,,5502001,,,,使用后可激活一套时限为永久的皮肤——至尊情圣，每套可供一个堕天大圣穿戴,"5502001,-1",,,,,1,,
6026,1,至尊情圣（7日）,11,1,2,4,0,,5502001,,,,使用后可激活一套时限为7日的皮肤——至尊情圣，每套可供一个堕天大圣穿戴,"5502001,604800",,,,,0,,
6027,1,至尊情圣（3日）,11,1,2,3,0,,5502001,,,,使用后可激活一套时限为3日的皮肤——至尊情圣，每套可供一个堕天大圣穿戴,"5502001,259200",,,,,0,,
6028,1,至尊情圣（1日）,11,1,2,3,0,,5502001,,,,使用后可激活一套时限为1日的皮肤——至尊情圣，每套可供一个堕天大圣穿戴,"5502001,86400",,,,,0,,
6029,1,黄金王者（永久）,11,1,2,5,0,,6102001,,,,使用后可激活一套时限为永久的皮肤——黄金王者，每套可供一个光之大领主穿戴,"6102001,-1",,,,,1,,
6030,1,黄金王者（7日）,11,1,2,4,0,,6102001,,,,使用后可激活一套时限为7日的皮肤——黄金王者，每套可供一个光之大领主穿戴,"6102001,604800",,,,,0,,
6031,1,黄金王者（3日）,11,1,2,3,0,,6102001,,,,使用后可激活一套时限为3日的皮肤——黄金王者，每套可供一个光之大领主穿戴,"6102001,259200",,,,,0,,
6032,1,黄金王者（1日）,11,1,2,3,0,,6102001,,,,使用后可激活一套时限为1日的皮肤——黄金王者，每套可供一个光之大领主穿戴,"6102001,86400",,,,,0,,
6033,1,森林圣女（永久）,11,1,2,5,0,,4307001,,,,使用后可激活一套时限为永久的皮肤——森林圣女，每套可供一个艾琳穿戴,"4307001,-1",,,,,1,,
6034,1,森林圣女（7日）,11,1,2,4,0,,4307001,,,,使用后可激活一套时限为7日的皮肤——森林圣女，每套可供一个艾琳穿戴,"4307001,604800",,,,,0,,
6035,1,森林圣女（3日）,11,1,2,3,0,,4307001,,,,使用后可激活一套时限为3日的皮肤——森林圣女，每套可供一个艾琳穿戴,"4307001,259200",,,,,0,,
6036,1,森林圣女（1日）,11,1,2,3,0,,4307001,,,,使用后可激活一套时限为1日的皮肤——森林圣女，每套可供一个艾琳穿戴,"4307001,86400",,,,,0,,
6037,1,电音女王（永久）,11,1,2,5,0,,6501001,,,,使用后可激活一套时限为永久的皮肤——电音女王，每套可供一个审判之刃穿戴,"6501001,-1",,,,,1,,
6038,1,电音女王（7日）,11,1,2,4,0,,6501001,,,,使用后可激活一套时限为7日的皮肤——电音女王，每套可供一个审判之刃穿戴,"6501001,604800",,,,,0,,
6039,1,电音女王（3日）,11,1,2,3,0,,6501001,,,,使用后可激活一套时限为3日的皮肤——电音女王，每套可供一个审判之刃穿戴,"6501001,259200",,,,,0,,
6040,1,电音女王（1日）,11,1,2,3,0,,6501001,,,,使用后可激活一套时限为1日的皮肤——电音女王，每套可供一个审判之刃穿戴,"6501001,86400",,,,,0,,
6041,1,终结杀手（永久）,11,1,2,5,0,,1405001,,,,使用后可激活一套时限为永久的皮肤——终结杀手，每套可供一个地狱拳师穿戴,"1405001,-1",,,,,1,,
6042,1,终结杀手（7日）,11,1,2,4,0,,1405001,,,,使用后可激活一套时限为7日的皮肤——终结杀手，每套可供一个地狱拳师穿戴,"1405001,604800",,,,,0,,
6043,1,终结杀手（3日）,11,1,2,3,0,,1405001,,,,使用后可激活一套时限为3日的皮肤——终结杀手，每套可供一个地狱拳师穿戴,"1405001,259200",,,,,0,,
6044,1,终结杀手（1日）,11,1,2,3,0,,1405001,,,,使用后可激活一套时限为1日的皮肤——终结杀手，每套可供一个地狱拳师穿戴,"1405001,86400",,,,,0,,
6045,1,怒火修罗（永久）,11,1,2,5,0,,5101001,,,,使用后可激活一套时限为永久的皮肤——怒火修罗，每套可供一个食人魔领袖穿戴,"5101001,-1",,,,,1,,
6046,1,怒火修罗（7日）,11,1,2,4,0,,5101001,,,,使用后可激活一套时限为7日的皮肤——怒火修罗，每套可供一个食人魔领袖穿戴,"5101001,604800",,,,,0,,
6047,1,怒火修罗（3日）,11,1,2,3,0,,5101001,,,,使用后可激活一套时限为3日的皮肤——怒火修罗，每套可供一个食人魔领袖穿戴,"5101001,259200",,,,,0,,
6048,1,怒火修罗（1日）,11,1,2,3,0,,5101001,,,,使用后可激活一套时限为1日的皮肤——怒火修罗，每套可供一个食人魔领袖穿戴,"5101001,86400",,,,,0,,
6049,1,先古守卫（永久）,11,1,2,5,0,,6402001,,,,使用后可激活一套时限为永久的皮肤——先古守卫，每套可供一个时空守卫穿戴,"6402001,-1",,,,,1,,
6050,1,先古守卫（7日）,11,1,2,4,0,,6402001,,,,使用后可激活一套时限为7日的皮肤——先古守卫，每套可供一个时空守卫穿戴,"6402001,604800",,,,,0,,
6051,1,先古守卫（3日）,11,1,2,3,0,,6402001,,,,使用后可激活一套时限为3日的皮肤——先古守卫，每套可供一个时空守卫穿戴,"6402001,259200",,,,,0,,
6052,1,先古守卫（1日）,11,1,2,3,0,,6402001,,,,使用后可激活一套时限为1日的皮肤——先古守卫，每套可供一个时空守卫穿戴,"6402001,86400",,,,,0,,
6053,1,无畏勇士（永久）,11,1,2,5,0,,4106002,,,,使用后可激活一套时限为永久的皮肤——无畏勇士，每套可供一个牛头人酋长穿戴,"4106002,-1",,,,,1,,
6054,1,无畏勇士（7日）,11,1,2,4,0,,4106002,,,,使用后可激活一套时限为7日的皮肤——无畏勇士，每套可供一个牛头人酋长穿戴,"4106002,604800",,,,,0,,
6055,1,无畏勇士（3日）,11,1,2,3,0,,4106002,,,,使用后可激活一套时限为3日的皮肤——无畏勇士，每套可供一个牛头人酋长穿戴,"4106002,259200",,,,,0,,
6056,1,无畏勇士（1日）,11,1,2,3,0,,4106002,,,,使用后可激活一套时限为1日的皮肤——无畏勇士，每套可供一个牛头人酋长穿戴,"4106002,86400",,,,,0,,
6057,1,虚空剑圣（永久）,11,1,2,5,0,,3111001,,,,使用后可激活一套时限为永久的皮肤——虚空剑圣，每套可供一个嗜血剑圣穿戴,"3111001,-1",,,,,1,,
6058,1,虚空剑圣（7日）,11,1,2,4,0,,3111001,,,,使用后可激活一套时限为7日的皮肤——虚空剑圣，每套可供一个嗜血剑圣穿戴,"3111001,604800",,,,,0,,
6059,1,虚空剑圣（3日）,11,1,2,3,0,,3111001,,,,使用后可激活一套时限为3日的皮肤——虚空剑圣，每套可供一个嗜血剑圣穿戴,"3111001,259200",,,,,0,,
6060,1,虚空剑圣（1日）,11,1,2,3,0,,3111001,,,,使用后可激活一套时限为1日的皮肤——虚空剑圣，每套可供一个嗜血剑圣穿戴,"3111001,86400",,,,,0,,
6061,1,秘密兵器（永久）,11,1,2,5,0,,3303001,,,,使用后可激活一套时限为永久的皮肤——秘密兵器，每套可供一个王牌地精穿戴,"3303001,-1",,,,,1,,
6062,1,秘密兵器（7日）,11,1,2,4,0,,3303001,,,,使用后可激活一套时限为7日的皮肤——秘密兵器，每套可供一个王牌地精穿戴,"3303001,604800",,,,,0,,
6063,1,秘密兵器（3日）,11,1,2,3,0,,3303001,,,,使用后可激活一套时限为3日的皮肤——秘密兵器，每套可供一个王牌地精穿戴,"3303001,259200",,,,,0,,
6064,1,秘密兵器（1日）,11,1,2,3,0,,3303001,,,,使用后可激活一套时限为1日的皮肤——秘密兵器，每套可供一个王牌地精穿戴,"3303001,86400",,,,,0,,
6065,1,堕落天使（永久）,11,1,2,5,0,,6501002,,,,使用后可激活一套时限为永久的皮肤——堕落天使，每套可供一个审判之刃穿戴,"6501002,-1",,,,,1,,
6066,1,堕落天使（7日）,11,1,2,4,0,,6501002,,,,使用后可激活一套时限为7日的皮肤——堕落天使，每套可供一个审判之刃穿戴,"6501002,604800",,,,,0,,
6067,1,堕落天使（3日）,11,1,2,3,0,,6501002,,,,使用后可激活一套时限为3日的皮肤——堕落天使，每套可供一个审判之刃穿戴,"6501002,259200",,,,,0,,
6068,1,堕落天使（1日）,11,1,2,3,0,,6501002,,,,使用后可激活一套时限为1日的皮肤——堕落天使，每套可供一个审判之刃穿戴,"6501002,86400",,,,,0,,
6069,1,白袍法师（永久）,11,1,2,5,0,,6302001,,,,使用后可激活一套时限为永久的皮肤——白袍法师，每套可供一个圣光先知穿戴,"6302001,-1",,,,,1,,
6070,1,白袍法师（7日）,11,1,2,4,0,,6302001,,,,使用后可激活一套时限为7日的皮肤——白袍法师，每套可供一个圣光先知穿戴,"6302001,604800",,,,,0,,
6071,1,白袍法师（3日）,11,1,2,3,0,,6302001,,,,使用后可激活一套时限为3日的皮肤——白袍法师，每套可供一个圣光先知穿戴,"6302001,259200",,,,,0,,
6072,1,白袍法师（1日）,11,1,2,3,0,,6302001,,,,使用后可激活一套时限为1日的皮肤——白袍法师，每套可供一个圣光先知穿戴,"6302001,86400",,,,,0,,
6073,1,暗夜轮舞（永久）,11,1,2,5,0,,1404001,,,,使用后可激活一套时限为永久的皮肤——暗夜轮舞，每套可供一个幽冥狼王穿戴,"1404001,-1",,,,,1,,
6074,1,暗夜轮舞（7日）,11,1,2,4,0,,1404001,,,,使用后可激活一套时限为7日的皮肤——暗夜轮舞，每套可供一个幽冥狼王穿戴,"1404001,604800",,,,,0,,
6075,1,暗夜轮舞（3日）,11,1,2,3,0,,1404001,,,,使用后可激活一套时限为3日的皮肤——暗夜轮舞，每套可供一个幽冥狼王穿戴,"1404001,259200",,,,,0,,
6076,1,暗夜轮舞（1日）,11,1,2,3,0,,1404001,,,,使用后可激活一套时限为1日的皮肤——暗夜轮舞，每套可供一个幽冥狼王穿戴,"1404001,86400",,,,,0,,
6077,1,野性王者（永久）,11,1,2,5,0,,4504001,,,,使用后可激活一套时限为永久的皮肤——野性王者，每套可供一个森林猎手穿戴,"4504001,-1",,,,,1,,
6078,1,野性王者（7日）,11,1,2,4,0,,4504001,,,,使用后可激活一套时限为7日的皮肤——野性王者，每套可供一个森林猎手穿戴,"4504001,604800",,,,,0,,
6079,1,野性王者（3日）,11,1,2,3,0,,4504001,,,,使用后可激活一套时限为3日的皮肤——野性王者，每套可供一个森林猎手穿戴,"4504001,259200",,,,,0,,
6080,1,野性王者（1日）,11,1,2,3,0,,4504001,,,,使用后可激活一套时限为1日的皮肤——野性王者，每套可供一个森林猎手穿戴,"4504001,86400",,,,,0,,
6081,1,光耀国王（永久）,11,1,2,5,0,,6303001,,,,使用后可激活一套时限为永久的皮肤——光耀国王，每套可供一个安德鲁斯穿戴,"6303001,-1",,,,,1,,
6082,1,光耀国王（7日）,11,1,2,4,0,,6303001,,,,使用后可激活一套时限为7日的皮肤——光耀国王，每套可供一个安德鲁斯穿戴,"6303001,604800",,,,,0,,
6083,1,光耀国王（3日）,11,1,2,3,0,,6303001,,,,使用后可激活一套时限为3日的皮肤——光耀国王，每套可供一个安德鲁斯穿戴,"6303001,259200",,,,,0,,
6084,1,光耀国王（1日）,11,1,2,3,0,,6303001,,,,使用后可激活一套时限为1日的皮肤——光耀国王，每套可供一个安德鲁斯穿戴,"6303001,86400",,,,,0,,
6085,1,无尽暗夜（永久）,11,1,2,5,0,,5205001,,,,使用后可激活一套时限为永久的皮肤——无尽暗夜，每套可供一个乌鸦之神穿戴,"5205001,-1",,,,,1,,
6086,1,无尽暗夜（7日）,11,1,2,4,0,,5205001,,,,使用后可激活一套时限为7日的皮肤——无尽暗夜，每套可供一个乌鸦之神穿戴,"5205001,604800",,,,,0,,
6087,1,无尽暗夜（3日）,11,1,2,3,0,,5205001,,,,使用后可激活一套时限为3日的皮肤——无尽暗夜，每套可供一个乌鸦之神穿戴,"5205001,259200",,,,,0,,
6088,1,无尽暗夜（1日）,11,1,2,3,0,,5205001,,,,使用后可激活一套时限为1日的皮肤——无尽暗夜，每套可供一个乌鸦之神穿戴,"5205001,86400",,,,,0,,
6089,1,华丽梦蝶（永久）,11,1,2,5,0,,4306001,,,,使用后可激活一套时限为永久的皮肤——华丽梦蝶，每套可供一个卡琳娜穿戴,"4306001,-1",,,,,1,,
6090,1,华丽梦蝶（7日）,11,1,2,4,0,,4306001,,,,使用后可激活一套时限为7日的皮肤——华丽梦蝶，每套可供一个卡琳娜穿戴,"4306001,604800",,,,,0,,
6091,1,华丽梦蝶（3日）,11,1,2,3,0,,4306001,,,,使用后可激活一套时限为3日的皮肤——华丽梦蝶，每套可供一个卡琳娜穿戴,"4306001,259200",,,,,0,,
6092,1,华丽梦蝶（1日）,11,1,2,3,0,,4306001,,,,使用后可激活一套时限为1日的皮肤——华丽梦蝶，每套可供一个卡琳娜穿戴,"4306001,86400",,,,,0,,
6093,1,剧毒杀手（永久）,11,1,2,5,0,,5501002,,,,使用后可激活一套时限为永久的皮肤——剧毒杀手，每套可供一个暗夜主宰穿戴,"5501002,-1",,,,,1,,
6094,1,剧毒杀手（7日）,11,1,2,4,0,,5501002,,,,使用后可激活一套时限为7日的皮肤——剧毒杀手，每套可供一个暗夜主宰穿戴,"5501002,604800",,,,,0,,
6095,1,剧毒杀手（3日）,11,1,2,3,0,,5501002,,,,使用后可激活一套时限为3日的皮肤——剧毒杀手，每套可供一个暗夜主宰穿戴,"5501002,259200",,,,,0,,
6096,1,剧毒杀手（1日）,11,1,2,3,0,,5501002,,,,使用后可激活一套时限为1日的皮肤——剧毒杀手，每套可供一个暗夜主宰穿戴,"5501002,86400",,,,,0,,
6097,1,暗夜魔女（永久）,11,1,2,5,0,,1109001,,,,使用后可激活一套时限为永久的皮肤——暗夜魔女，每套可供一个冷血督军穿戴,"1109001,-1",,,,,1,,
6098,1,暗夜魔女（7日）,11,1,2,4,0,,1109001,,,,使用后可激活一套时限为7日的皮肤——暗夜魔女，每套可供一个冷血督军穿戴,"1109001,604800",,,,,0,,
6099,1,暗夜魔女（3日）,11,1,2,3,0,,1109001,,,,使用后可激活一套时限为3日的皮肤——暗夜魔女，每套可供一个冷血督军穿戴,"1109001,259200",,,,,0,,
6100,1,暗夜魔女（1日）,11,1,2,3,0,,1109001,,,,使用后可激活一套时限为1日的皮肤——暗夜魔女，每套可供一个冷血督军穿戴,"1109001,86400",,,,,0,,
6101,1,死兆之翼（永久）,11,1,2,5,0,,5102001,,,,使用后可激活一套时限为永久的皮肤——死兆之翼，每套可供一个颤栗之翼穿戴,"5102001,-1",,,,,1,,
6102,1,死兆之翼（7日）,11,1,2,4,0,,5102001,,,,使用后可激活一套时限为7日的皮肤——死兆之翼，每套可供一个颤栗之翼穿戴,"5102001,604800",,,,,0,,
6103,1,死兆之翼（3日）,11,1,2,3,0,,5102001,,,,使用后可激活一套时限为3日的皮肤——死兆之翼，每套可供一个颤栗之翼穿戴,"5102001,259200",,,,,0,,
6104,1,死兆之翼（1日）,11,1,2,3,0,,5102001,,,,使用后可激活一套时限为1日的皮肤——死兆之翼，每套可供一个颤栗之翼穿戴,"5102001,86400",,,,,0,,
6105,1,魔猴降临（永久）,11,1,2,5,0,,5502002,,,,使用后可激活一套时限为永久的皮肤——魔猴降临，每套可供一个堕天大圣穿戴,"5502002,-1",,,,,1,,
6106,1,魔猴降临（7日）,11,1,2,4,0,,5502002,,,,使用后可激活一套时限为7日的皮肤——魔猴降临，每套可供一个堕天大圣穿戴,"5502002,604800",,,,,0,,
6107,1,魔猴降临（3日）,11,1,2,3,0,,5502002,,,,使用后可激活一套时限为3日的皮肤——魔猴降临，每套可供一个堕天大圣穿戴,"5502002,259200",,,,,0,,
6108,1,魔猴降临（1日）,11,1,2,3,0,,5502002,,,,使用后可激活一套时限为1日的皮肤——魔猴降临，每套可供一个堕天大圣穿戴,"5502002,86400",,,,,0,,
6109,1,绿林侠盗（永久）,11,1,2,5,0,,3505001,,,,使用后可激活一套时限为永久的皮肤——绿林侠盗，每套可供一个伊芙丽亚穿戴,"3505001,-1",,,,,1,,
6110,1,绿林侠盗（7日）,11,1,2,4,0,,3505001,,,,使用后可激活一套时限为7日的皮肤——绿林侠盗，每套可供一个伊芙丽亚穿戴,"3505001,604800",,,,,0,,
6111,1,绿林侠盗（3日）,11,1,2,3,0,,3505001,,,,使用后可激活一套时限为3日的皮肤——绿林侠盗，每套可供一个伊芙丽亚穿戴,"3505001,259200",,,,,0,,
6112,1,绿林侠盗（1日）,11,1,2,3,0,,3505001,,,,使用后可激活一套时限为1日的皮肤——绿林侠盗，每套可供一个伊芙丽亚穿戴,"3505001,86400",,,,,0,,
6113,1,黑暗武士（永久）,11,1,2,5,0,,3111002,,,,使用后可激活一套时限为永久的皮肤——黑暗武士，每套可供一个嗜血剑圣穿戴,"3111002,-1",,,,,1,,
6114,1,黑暗武士（7日）,11,1,2,4,0,,3111002,,,,使用后可激活一套时限为7日的皮肤——黑暗武士，每套可供一个嗜血剑圣穿戴,"3111002,604800",,,,,0,,
6115,1,黑暗武士（3日）,11,1,2,3,0,,3111002,,,,使用后可激活一套时限为3日的皮肤——黑暗武士，每套可供一个嗜血剑圣穿戴,"3111002,259200",,,,,0,,
6116,1,黑暗武士（1日）,11,1,2,3,0,,3111002,,,,使用后可激活一套时限为1日的皮肤——黑暗武士，每套可供一个嗜血剑圣穿戴,"3111002,86400",,,,,0,,
6117,1,无畏之牛（永久）,11,1,2,5,0,,2508001,,,,使用后可激活一套时限为永久的皮肤——无畏之牛，每套可供一个侏儒大师穿戴,"2508001,-1",,,,,1,,
6118,1,无畏之牛（7日）,11,1,2,4,0,,2508001,,,,使用后可激活一套时限为7日的皮肤——无畏之牛，每套可供一个侏儒大师穿戴,"2508001,604800",,,,,0,,
6119,1,无畏之牛（3日）,11,1,2,3,0,,2508001,,,,使用后可激活一套时限为3日的皮肤——无畏之牛，每套可供一个侏儒大师穿戴,"2508001,259200",,,,,0,,
6120,1,无畏之牛（1日）,11,1,2,3,0,,2508001,,,,使用后可激活一套时限为1日的皮肤——无畏之牛，每套可供一个侏儒大师穿戴,"2508001,86400",,,,,0,,
6121,1,至高圣女（永久）,11,1,2,5,0,,6202001,,,,使用后可激活一套时限为永久的皮肤——至高圣女，每套可供一个圣洁护教穿戴,"6202001,-1",,,,,1,,
6122,1,至高圣女（7日）,11,1,2,4,0,,6202001,,,,使用后可激活一套时限为7日的皮肤——至高圣女，每套可供一个圣洁护教穿戴,"6202001,604800",,,,,0,,
6123,1,至高圣女（3日）,11,1,2,3,0,,6202001,,,,使用后可激活一套时限为3日的皮肤——至高圣女，每套可供一个圣洁护教穿戴,"6202001,259200",,,,,0,,
6124,1,至高圣女（1日）,11,1,2,3,0,,6202001,,,,使用后可激活一套时限为1日的皮肤——至高圣女，每套可供一个圣洁护教穿戴,"6202001,86400",,,,,0,,
6125,1,摇滚歌手（永久）,11,1,2,5,0,,3111003,,,,使用后可激活一套时限为永久的皮肤——摇滚歌手，每套可供一个嗜血剑圣穿戴,"3111003,-1",,,,,1,,
6126,1,摇滚歌手（7日）,11,1,2,4,0,,3111003,,,,使用后可激活一套时限为7日的皮肤——摇滚歌手，每套可供一个嗜血剑圣穿戴,"3111003,604800",,,,,0,,
6127,1,摇滚歌手（3日）,11,1,2,3,0,,3111003,,,,使用后可激活一套时限为3日的皮肤——摇滚歌手，每套可供一个嗜血剑圣穿戴,"3111003,259200",,,,,0,,
6128,1,摇滚歌手（1日）,11,1,2,3,0,,3111003,,,,使用后可激活一套时限为1日的皮肤——摇滚歌手，每套可供一个嗜血剑圣穿戴,"3111003,86400",,,,,0,,
6129,1,仿生狂鸦（永久）,11,1,2,5,0,,5302001,,,,使用后可激活一套时限为永久的皮肤——仿生狂鸦，每套可供一个暗影魂牧穿戴,"5302001,-1",,,,,1,,
6130,1,仿生狂鸦（7日）,11,1,2,4,0,,5302001,,,,使用后可激活一套时限为7日的皮肤——仿生狂鸦，每套可供一个暗影魂牧穿戴,"5302001,604800",,,,,0,,
6131,1,仿生狂鸦（3日）,11,1,2,3,0,,5302001,,,,使用后可激活一套时限为3日的皮肤——仿生狂鸦，每套可供一个暗影魂牧穿戴,"5302001,259200",,,,,0,,
6132,1,仿生狂鸦（1日）,11,1,2,3,0,,5302001,,,,使用后可激活一套时限为1日的皮肤——仿生狂鸦，每套可供一个暗影魂牧穿戴,"5302001,86400",,,,,0,,
6133,1,断罪战魂（永久）,11,1,2,5,0,,1110001,,,,使用后可激活一套时限为永久的皮肤——断罪战魂，每套可供一个复仇战鬼穿戴,"1110001,-1",,,,,1,,
6134,1,断罪战魂（7日）,11,1,2,4,0,,1110001,,,,使用后可激活一套时限为7日的皮肤——断罪战魂，每套可供一个复仇战鬼穿戴,"1110001,604800",,,,,0,,
6135,1,断罪战魂（3日）,11,1,2,3,0,,1110001,,,,使用后可激活一套时限为3日的皮肤——断罪战魂，每套可供一个复仇战鬼穿戴,"1110001,259200",,,,,0,,
6136,1,断罪战魂（1日）,11,1,2,3,0,,1110001,,,,使用后可激活一套时限为1日的皮肤——断罪战魂，每套可供一个复仇战鬼穿戴,"1110001,86400",,,,,0,,
6137,1,怒海狂鲨（永久）,11,1,2,5,0,,4107001,,,,使用后可激活一套时限为永久的皮肤——怒海狂鲨，每套可供一个潮汐行者穿戴,"4107001,-1",,,,,1,,
6138,1,怒海狂鲨（7日）,11,1,2,4,0,,4107001,,,,使用后可激活一套时限为7日的皮肤——怒海狂鲨，每套可供一个潮汐行者穿戴,"4107001,604800",,,,,0,,
6139,1,怒海狂鲨（3日）,11,1,2,3,0,,4107001,,,,使用后可激活一套时限为3日的皮肤——怒海狂鲨，每套可供一个潮汐行者穿戴,"4107001,259200",,,,,0,,
6140,1,怒海狂鲨（1日）,11,1,2,3,0,,4107001,,,,使用后可激活一套时限为1日的皮肤——怒海狂鲨，每套可供一个潮汐行者穿戴,"4107001,86400",,,,,0,,
6141,1,圣堂隐侍（永久）,11,1,2,5,0,,6402002,,,,使用后可激活一套时限为永久的皮肤——圣堂隐侍，每套可供一个时空守卫穿戴,"6402002,-1",,,,,1,,
6142,1,圣堂隐侍（7日）,11,1,2,4,0,,6402002,,,,使用后可激活一套时限为7日的皮肤——圣堂隐侍，每套可供一个时空守卫穿戴,"6402002,604800",,,,,0,,
