英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,圣器,卷轴类型,职业,品质,定位,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动2,被动2名称,被动2描述,被动3,被动3名称,被动3描述,怒气图标,被动1图标,被动2图标,被动3图标,配音,是否有独立的施法动画,攻击频率,塔防攻击
45013,咕咕鸟,希维尔,4501,4,3,,0,5,2,,45013,45013,,,,45013,[2],5,45013012,星辰坠落,怒气技能：对后排敌人造成70%攻击伤害，并使得敌人技能伤害降低10%，持续3回合,"""45013111""",羽翼丰满,被动效果：丰满的羽毛，使得咕咕鸟防御增加20%,,,,,,,skillico_052,skillico_033,,,"""45013""",0,500,45
45023,皇家狮鹫,密林队长,4502,4,3,,0,5,2,,45023,45023,,,,45023,[2],7,45023012,狮鹫急吼,怒气技能：对单个敌人造成170%攻击伤害，并使自己防御增加40%，持续2回合,"""45023114""",哀鸣,被动效果：生命低于50%，使得全体敌方流血，每回合造成30%攻击伤害，持续3回合,,,,,,,skillico_044,skillico_213,,,"""45023""",0,500,45
45034,维拉妮卡,风行者,4503,4,4,,0,5,3,,45034,45034,,,,45034,"[2,4]",2,45034012,命中投掷,怒气技能：对敌方随机3个敌人造成120%攻击伤害，如果敌人是刺客类目标，则有40%概率冰冻1回合,"""45034111""",刺杀,被动效果：破防增加35%,"""45034214"",""45034224""",致命伤害,被动效果：我方英雄死亡，破防增加15%，技能伤害增加15%,,,,skillico_053,skillico_050,skillico_281,,"""45034"",""45035""",0,500,65
45035,维拉妮卡,风行者,4503,4,5,,1,5,4,hpsc,45035,45035,,,,45035,"[3,5]",2,45035012,命中投掷,怒气技能：对敌方随机3个敌人造成140%攻击伤害，如果敌人是刺客类目标，则有30%概率冰冻2回合,"""45035111""",刺杀,被动效果：破防增加35%,"""45035214"",""45035224""",致命伤害,被动效果：我方英雄死亡，破防增加20%，技能伤害增加20%,,,,skillico_053,skillico_050,skillico_281,,"""45034"",""45035""",0,500,85
45045,森林猎手,恶魔猎手,4504,4,5,,3,5,4,qtsc,45045,45045,,,,45045,"[2,3,5]",13,45045012,飞斧冲击,怒气技能：对敌方全体造成74%攻击伤害并有16%概率使目标沉默2回合（附加被动：普攻攻击3个目标）,"""45045111"",""45045121"",""45045131"",""45045141""",猎手本能,被动效果：猎手的本能使得自身暴击增加30%，暴击伤害增加20%，攻击增加9%，生命增加10%,"""45045214"",""45045224""",杀戮本能,被动效果：敌方英雄死亡时，刺激杀戮天性，增加自己11%暴击伤害和9%攻击,"""45045314"",""45045324""",致命咆哮,被动效果：猎手掌握了自然之力，普攻有65%概率对目标施放致命咆哮，额外造成120%中毒伤害并有9%概率沉默目标2回合,skillico_4504_1,skillico_4504_2,skillico_4504_3,skillico_4504_4,"""45045"",""45046"",""4504a""",0,500,100
45046,森林猎手,恶魔猎手,4504,4,6,45046,0,5,5,,45046,45046,4504a,4504a,45045,45046,"[2,4,6]",13,45046012,飞斧冲击2,怒气技能：对敌方全体造成86%攻击伤害并有52%概率使目标沉默2回合（附加被动：普攻攻击3个目标）,"""45046111"",""45046121"",""45046131"",""45046141""",猎手本能2,被动效果：猎手的本能使得自身暴击增加30%，暴击伤害增加25%，攻击增加21%，生命增加20%,"""45046214"",""45046224""",杀戮本能2,被动效果：敌方英雄死亡时，刺激杀戮天性，增加自己16%暴击伤害和13%攻击,"""45046314"",""45046324""",致命咆哮2,被动效果：猎手掌握了自然之力，普攻有70%概率对目标施放致命咆哮，额外造成175%中毒伤害并有15%概率沉默目标2回合,skillico_4504_1,skillico_4504_2,skillico_4504_3,skillico_4504_4,"""45045"",""45046"",""4504a""",0,500,115
45055,风语者,马拉萨,4505,4,5,,3,5,4,qtsc,45055,45055,,,,45055,"[2,3,5]",10,45055012,生命之箭,怒气技能：对敌方随机3名目标造成120%攻击伤害，每回合额外造成21%攻击伤害，持续2回合（附加被动：普攻攻击3个目标）,"""45055111"",""45055121""",射手本能,被动效果：射手的本能使得自身暴击增加30%，攻击增加21%,"""45055214""",中毒,被动效果：拥有特殊的箭矢，暴击有100%概率使目标中毒，每回合造成49%攻击伤害，持续2回合,"""45055314""",毒性掌握,被动效果：风语者掌握各种毒性，对中毒的目标，增加36%的额外伤害,skillico_4505_1,skillico_4505_2,skillico_4505_3,skillico_4505_4,"""45055"",""45056"",""4505a""",0,500,100
45056,风语者,马拉萨,4505,4,6,45056,0,5,5,,45056,45056,4505a,4505a,45055,45056,"[2,4,6]",10,45056012,生命之箭2,怒气技能：对敌方随机4名目标造成81%攻击伤害，每回合额外造成29%攻击伤害，持续2回合（附加被动：普攻攻击3个目标）,"""45056111"",""45056121""",射手本能2,被动效果：射手的本能使得自身暴击增加30%，攻击增加26%,"""45056214""",中毒2,被动效果：拥有特殊的箭矢，暴击有100%概率使目标中毒，每回造成65%攻击伤害，持续2回合,"""45056314""",毒性掌握2,被动效果：风语者掌握各种毒性，对中毒的目标，增加52%的额外伤害,skillico_4505_1,skillico_4505_2,skillico_4505_3,skillico_4505_4,"""45055"",""45056"",""4505a""",0,500,115
45065,伊赫拉,瓦尔基里,4506,4,5,,4,5,4,qtsc,45065,45065,,,,45065,"[2,3,5]",45065002,45065012,巨龙之心,怒气技能：对随机3名敌人造成123%攻击伤害，并偷取目标9%攻击3回合，同时对生命最高的敌人造成伊赫拉生命上限8%的燃烧伤害，持续2回合,"""45065104"",""45065114"",""45065124""",绿龙女王,被动效果：生命增加15%，攻击增加10%，暴击增加15%,"""45065204""",古龙之怒,被动效果：普攻变成对随机3名目标造成75%攻击伤害，降低目标6%攻击并造成伊赫拉生命上限2%的燃烧伤害，持续1回合,"""45065304""",翡翠梦魇,被动效果：被控制后，持续恢复自身100%攻击等量生命3回合，并对随机3名敌人造成伊赫拉生命上限1%的燃烧伤害，持续1回合,skillico_4506_1,skillico_4506_2,skillico_4506_3,skillico_4506_4,"""45065"",""45066"",""4506a""",1,500,105
45066,伊赫拉,瓦尔基里,4506,4,6,45066,0,5,5,qtsc,45066,45066,4506a,4506a,45065,45066,"[2,4,6]",45066002,45066012,巨龙之心2,怒气技能：对随机3名敌人造成147%攻击伤害，并偷取目标12%攻击3回合，同时对生命最高的敌人造成伊赫拉生命上限13%的燃烧伤害，持续2回合,"""45066104"",""45066114"",""45066124""",绿龙女王2,被动效果：生命增加25%，攻击增加15%，暴击增加20%,"""45066204""",古龙之怒2,被动效果：普攻变成对随机3名目标造成85%攻击伤害，降低目标9%攻击并造成伊赫拉生命上限4%的燃烧伤害，持续1回合,"""45066304""",翡翠梦魇2,被动效果：被控制后，持续恢复自身150%攻击等量生命3回合，并对随机3名敌人造成伊赫拉生命上限2%的燃烧伤害，持续1回合,skillico_4506_1,skillico_4506_2,skillico_4506_3,skillico_4506_4,"""45065"",""45066"",""4506a""",1,500,120
51015,食人魔领袖,不眠者,5101,5,5,,4,1,4,fytk,51015,51015,,,,51015,"[2,3,5]",7,51015012,暗影诅咒,怒气技能：对敌方后排造成85%攻击伤害并有42%概率附加时间诅咒，时间诅咒1回合后触发造成130%的攻击伤害，并提升自身10%伤害减免3回合,"""51015114"",""51015124""",石化诅咒,被动效果：普攻有44%概率给目标附加时间诅咒，并有22%概率使目标石化1回合，时间诅咒1回合后触发造成66%的攻击伤害,"""51015214"",""51015224""",时间诅咒,被动效果：受到攻击时，给攻击者附加时间诅咒，时间诅咒1回合后触发造成66%攻击伤害，同时有33%概率恢复自身5%的生命（受控可触发恢复效果）,"""51015314""",第二生命,被动效果：食人魔祭祀先祖图腾，拥有了复活的能力，复活后恢复自身60%的生命,skillico_5101_1,skillico_5101_2,skillico_5101_3,skillico_5101_4,"""51015"",""51016"",""5101a""",0,500,105
51016,食人魔领袖,不眠者,5101,5,6,51016,0,1,5,,51016,51016,5101a,5101a,51015,51016,"[2,4,6]",7,51016012,暗影诅咒,怒气技能：对敌方后排造成100%攻击伤害并有63%概率附加时间诅咒，时间诅咒1回合后触发造成166%的攻击伤害，并提升自身17.5%伤害减免3回合,"""51016114"",""51016124""",石化诅咒2,被动效果：普攻有63%概率给目标附加时间诅咒，并有33%概率使目标石化1回合，时间诅咒1回合后触发造成84%的攻击伤害,"""51016214"",""51016224""",时间诅咒2,被动效果：受到攻击时，给攻击者附加时间诅咒，时间诅咒1回合后触发造成84%攻击伤害，同时有33%概率恢复自身7%的生命（受控可触发恢复效果）,"""51016314""",第二生命2,被动效果：食人魔祭祀先祖图腾，拥有了复活的能力，复活后恢复自身80%的生命,skillico_5101_1,skillico_5101_2,skillico_5101_3,skillico_5101_4,"""51015"",""51016"",""5101a""",0,500,120
51025,颤栗之翼,阿斯布,5102,5,5,,4,1,4,fytk,51025,51025,,,,51025,"[2,3,5]",51025002,51025012,颤栗射线,怒气技能：对随机4名敌人造成108%攻击伤害，如果目标生命低于10%，额外追加100%的伤害并回复自身造成伤害量50%的生命；并额外造成当前生命值10%的伤害（最高不超过颤栗之翼攻击的1500%，pve效果减半），并有20%几率使目标颤栗2回合，被颤栗的目标无法进行普通攻击，,"""51025101"",""51025111"",""51025121"",""51025131""",巨龙之翼,被动效果：生命增加20%，攻击增加10%，暴击增加15%，破甲增加20%,"""51025204""",燃烧大地,被动效果：普攻变成对血量最低的敌人造成130%攻击伤害，如果目标生命低于10%，额外追加100%的伤害，并回复自身造成伤害量50%的生命；额外造成目标已损失的生命5%的伤害（最高不超过颤栗之翼攻击力1500%，pve效果减半），同时有25%概率使目标颤栗2回合，被颤栗的目标无法进行普攻,"""51025304"",""51025314""",古龙逆鳞,被动效果：每当自身行动时，提高自身5%攻击，5%暴击伤害（该效果提升的攻击和暴伤最多叠加8层），并获得一层逆鳞；每当有敌方被颤栗时，恢复自身50%攻击等量生命，并获得一层逆鳞（每层逆鳞提供10%免控和3%减伤，上限5层）,skillico_5102_1,skillico_5102_2,skillico_5102_3,skillico_5102_4,"""51025"",""51026"",""5102a""",1,500,105
51026,颤栗之翼,阿斯布,5102,5,6,51026,0,1,5,fytk,51026,51026,5102a,5102a,51025,51026,"[2,4,6]",51026002,51026012,颤栗射线2,怒气技能：对随机4名敌人造成154%攻击伤害，如果目标生命低于15%，额外追加150%的伤害，并回复自身造成伤害量75%的生命；并额外造成当前生命值15%的伤害（最高不超过颤栗之翼攻击的1500%，pve效果减半），并有35%几率使目标颤栗2回合，被颤栗的目标无法进行普通攻击,"""51026101"",""51026111"",""51026121"",""51026131""",巨龙之翼2,被动效果：生命增加30%，攻击增加15%，暴击增加25%，破甲增加35%,"""51026204""",燃烧大地2,被动效果：普攻变成对血量最低的敌人造成160%攻击伤害，如果目标生命低于15%，额外追加130%的伤害，并回复自身造成伤害量75%的生命；额外造成目标已损失的生命10%的伤害（最高不超过颤栗之翼攻击力1500%，pve效果减半），同时有50%概率使目标颤栗2回合，被颤栗的目标无法进行普攻,"""51026304"",""51026314""",古龙逆鳞2,被动效果：每当自身行动时，提高自身10%攻击，10%暴击伤害（该效果提升的攻击和暴伤最多叠加8层），并获得一层逆鳞；每当有敌方被颤栗时，恢复自身100%攻击等量生命，并获得一层逆鳞（每层逆鳞提供15%免控和4.5%减伤，上限5层）,skillico_5102_1,skillico_5102_2,skillico_5102_3,skillico_5102_4,"""51025"",""51026"",""5102a""",1,500,120
52013,暗影渡鸦,阿斯布幽灵,5201,5,3,,0,2,2,,52013,52013,,,,52013,"[2,3]",2,52013012,石化冲击,怒气技能：对随机3名敌人造成80%攻击伤害，并有20%概率石化目标1回合,"""52013111"",""52013121""",暗影能量,被动效果：体内充斥着暗影怒气，攻击增加20%，生命增加20%,"""52013214""",黑暗指令,被动效果：身上的防御非常诡异，普攻有30%概率石化目标2回合,,,,skillico_012,skillico_289,skillico_235,,"""52013""",0,500,45
52024,美杜莎女王,暗黑的方德拉,5202,5,4,,0,2,3,,52024,52024,,,,52024,"[2,4]",2,52024012,石化之眼,怒气技能：对敌方随机3个敌人造成140%攻击伤害，如果敌人是刺客类目标，则有60%概率石化1回合,"""52024111"",""52024121""",暗影能量,被动效果：身为美杜莎一族的女王，攻击提升20%，生命增加20%,"""52024214""",石化之眼,被动效果：普攻的目标如果是刺客，则80%概率石化目标1回合,,,,skillico_056,skillico_289,skillico_280,,"""52024"",""52025""",0,500,70
52025,美杜莎女王,暗黑的方德拉,5202,5,5,,2,2,4,hpkz,52025,52025,,,,52025,"[3,5]",2,52025012,石化之眼,怒气技能：对敌方随机3个敌人造成160%攻击伤害，如果敌人是刺客类目标，则有30%概率石化2回合,"""52025111"",""52025121""",暗影能量,被动效果：身为美杜莎一族的女王，攻击提升30%，生命增加30%,"""52025214""",石化之眼,被动效果：普攻的目标如果是刺客，则80%概率石化目标1回合,,,,skillico_056,skillico_289,skillico_280,,"""52024"",""52025""",0,500,90
52034,暗影巫医,洛根,5203,5,4,,0,2,3,,52034,52034,,,,52034,"[2,4]",5,52034012,制裁冲击,怒气技能：对全体敌方造成70%攻击伤害，并有10%概率沉默目标2回合,"""52034111"",""52034121""",暗影能量,被动效果：长时间研究暗影能力，使得攻击提升25%，生命增加20.5%,"""52034214""",巫毒禁术,被动效果：普攻命中敌人时，有20%概率沉默敌人2回合,,,,skillico_040,skillico_289,skillico_290,,"""52034"",""52035""",0,500,70
52035,暗影巫医,洛根,5203,5,5,,2,2,4,qtsc,52035,52035,,,,52035,"[3,5]",5,52035012,制裁冲击,怒气技能：对全体敌方造成90%攻击伤害，并有15%概率沉默目标2回合,"""52035111"",""52035121""",暗影能量,被动效果：长时间研究暗影能力，使得攻击提升25%，生命增加20.5%,"""52035214""",巫毒禁术,被动效果：普攻命中敌人时，有20%概率沉默敌人2回合,,,,skillico_040,skillico_289,skillico_290,,"""52034"",""52035""",0,500,90
52045,帕米尔隆,黑暗阿辛多,5204,5,5,,4,2,4,qtkz,52045,52045,,,,52045,"[2,3,5]",2,52045012,无序攻击,怒气技能：对敌方随机4名目标造成77%攻击伤害并增加自己10%伤害减免2回合，并有18%概率使目标石化2回合,"""52045114""",美杜莎之力,被动效果：恶心的触手怪，普攻有33%概率使目标石化，持续1回合,"""52045211"",""52045221"",""52045231""",领域,被动效果：在自己的领域中，技能伤害增加62.5%，生命增加30%，速度增加43,"""52045314"",""52045324""",防守反击,被动效果：受到攻击时转守为攻，45%概率提升自身33%攻击力2回合，并有24%概率降低攻击者15点怒气,skillico_5204_1,skillico_5204_2,skillico_5204_3,skillico_5204_4,"""52045"",""52046"",""5204a""",0,500,105
52046,帕米尔隆,黑暗阿辛多,5204,5,6,52046,0,2,5,,52046,52046,5204a,5204a,52045,52046,"[2,4,6]",2,52046012,无序攻击2,怒气技能：对敌方全体造成55%攻击伤害并增加自己20%伤害减免2回合，并有18%概率使目标石化2回合,"""52046114""",美杜莎之力2,被动效果：恶心的触手怪，普攻有44%概率使目标石化，持续1回合,"""52046211"",""52046221"",""52046231""",领域2,被动效果：在自己的领域中，技能伤害增加87.5%，生命增加45%，速度增加53,"""52046314"",""52046324""",防守反击2,被动效果：受到攻击时转守为攻，55%概率提升自身44%攻击力2回合，并有24%概率降低攻击者20点怒气,skillico_5204_1,skillico_5204_2,skillico_5204_3,skillico_5204_4,"""52045"",""52046"",""5204a""",0,500,120
52055,乌鸦之神,米姆,5205,5,5,,4,2,4,dtsc,52055,52055,,,,52055,"[2,3,5]",52055002,52055012,冥火飓风,怒气技能：对随机1名敌人造成200%攻击伤害，若目标为前排，则降低其35%护甲3回合，并石化2回合，目标为后排，则降低其15%攻击和30点速度3回合,"""52055201"",""52055211"",""52055221"",""52055231""",天才法师,被动效果：生命增加20%，伤害减免增加10%，速度增加20点，免控率增加50%,"""52055204""",邪恶心念,被动效果：普通攻击变为攻击生命最低的敌人，造成110%攻击伤害并减少目标20点怒气,"""52055304"",""52055314""",死亡实验,被动效果：敌方英雄死亡时，每回合对所有敌人造成120%攻击伤害，持续2回合；友方英雄死亡时，每回合对所有敌人造成80%攻击伤害，持续2回合,skillico_5205_1,skillico_5205_2,skillico_5205_3,skillico_5205_4,"""52055"",""52056"",""5205a""",1,500,105
52056,乌鸦之神,米姆,5205,5,6,52056,0,2,5,,52056,52056,5205a,5205a,52055,52056,"[2,4,6]",52056002,52056012,冥火飓风2,怒气技能：对随机1名敌人造成300%攻击伤害，若目标为前排，则降低其55%护甲3回合，并石化2回合，目标为后排，则降低其20%攻击和60点速度3回合,"""52056201"",""52056211"",""52056221"",""52056231""",天才法师2,被动效果：生命增加30%，伤害减免增加20%，速度增加40点，免控率增加75%,"""52056204""",邪恶心念2,被动效果：普通攻击变为攻击生命最低的敌人，造成120%攻击伤害并减少目标40点怒气,"""52056304"",""52056314""",死亡实验2,被动效果：敌方英雄死亡时，每回合对所有敌人造成150%攻击伤害，持续2回合；友方英雄死亡时，每回合对所有敌人造成100%攻击伤害，持续2回合,skillico_5205_1,skillico_5205_2,skillico_5205_3,skillico_5205_4,"""52055"",""52056"",""5205a""",1,500,120
53014,黑暗主教,黑暗之灵,5301,5,4,,0,3,3,,53014,53014,,,,53014,"[2,4]",7,53014012,流星冲击,怒气技能：对敌方随机2名目标造成145%攻击伤害并降低目标怒气20点,"""53014114""",易怒,被动效果：受到攻击时非常愤怒，增加自己15点怒气,"""53014214""",怒气爆发,被动效果：主教爆发自己的怒气，每次普攻增加自己15点怒气,,,,skillico_005,skillico_293,skillico_294,,"""53014"",""53015"",""53016""",0,500,80
53015,黑暗主教,黑暗之灵,5301,5,5,,3,3,4,qtkz,53015,53015,,,,53015,"[3,5]",7,53015012,流星冲击,怒气技能：对敌方随机3名目标造成123%攻击伤害并降低目标怒气30点,"""53015114""",易怒,被动效果：受到攻击时非常愤怒，增加自己25点怒气,"""53015214""",怒气爆发,被动效果：主教爆发自己的怒气，每次普攻增加自己25点怒气,,,,skillico_005,skillico_293,skillico_294,,"""53014"",""53015"",""53016""",0,500,100
53016,黑暗主教,黑暗之灵,5301,5,6,53016,0,3,5,,53016,53016,,,53015,53016,"[2,4,6]",7,53016012,流星冲击2,怒气技能：对敌方随机4名目标造成101%攻击伤害并降低目标怒气35点,"""53016114"",""53016124""",易怒2,被动效果：受到攻击时非常愤怒，增加自己30点怒气并增加自己6%对敌人造成的伤害，持续3回合,"""53016214"",""53016224""",怒气爆发2,被动效果：主教爆发自己的怒气，每次普攻增加自己30点怒气并增加自己7.3%对敌人造成的伤害，持续3回合,"""53016311""",伤害增加2,被动效果：掌握了黑暗之力，攻击增加22%,skillico_005,skillico_293,skillico_294,skillico_215,"""53014"",""53015"",""53016""",0,500,115
53025,暗影魂牧,亚曼拉,5302,5,5,,4,3,4,qtzy,53025,53025,,,,53025,"[2,3,5]",53025002,53025012,暗影之怒,怒气技能：对前排敌人造成100%攻击伤害并有30%石化敌人2回合，给我方随机4名英雄添加1层暗影庇佑（每层暗影庇佑抵消受到的下一次伤害并将伤害的50%转换为治疗，只对怒气技能和普攻生效）,"""53025101"",""53025111"",""53025121"",""53025404""",枯萎绝望,被动效果：生命值增加10%，攻击增加15%，减伤率增加15%，受到的控制效果持续回合数量减少一回合,"""53025204""",幽魂暗影,被动效果：我方英雄释放怒气技能后，进行3次追击，每次对随机一名敌人造成50%攻击力伤害,"""53025304""",恶魔盛宴,被动效果：普通攻击时，进行2次诅咒，每次为随机1名敌人添加暗影吞噬（每层暗影吞噬抵消下一次受到的治疗效果，并造成50%的伤害，）,skillico_5302_1,skillico_5302_2,skillico_5302_3,skillico_5302_4,"""53025"",""53026"",""5302a""",1,500,105
53026,暗影魂牧,亚曼拉,5302,5,6,53026,0,3,5,qtzy,53026,53026,5302a,5302a,53025,53026,"[2,4,6]",53026002,53026012,暗影之怒2,怒气技能：对前排敌人造成150%攻击伤害并有50%石化敌人2回合，给我方随机4名英雄添加1层暗影庇佑（每层暗影庇佑抵消受到的下一次伤害并将伤害的100%转换为治疗，只对怒气技能和普攻生效）,"""53026101"",""53026111"",""53026121"",""53026404""",枯萎绝望2,被动效果：生命值增加15%，攻击增加20%，减伤率增加20%，受到的控制效果持续回合数量减少一回合,"""53026204""",幽魂暗影2,被动效果：我方英雄释放怒气技能后，进行3次追击，每次对随机一名敌人造成100%攻击力伤害,"""53026304""",恶魔盛宴2,被动效果：普通攻击时，进行2次诅咒，每次为随机1名敌人添加暗影吞噬（每层暗影吞噬抵消下一次受到的治疗效果，并造成75%的伤害，）,skillico_5302_1,skillico_5302_2,skillico_5302_3,skillico_5302_4,"""53025"",""53026"",""5302a""",1,500,120
55015,暗夜主宰,奥沃,5501,5,5,,4,4,4,hpsc,55015,55015,,,,55015,"[2,3,5]",14,55015012,黑暗亵渎,怒气技能：对随机2名敌人造成205%攻击伤害，并增加自己15%暴击，持续4回合，对当前生命值高于自己的目标额外造成目标生命上限5%伤害（最高不超过自身攻击15倍，PVE效果减半），降低目标治疗量10%两回合,"""55015111"",""55015121"",""55015114""",战斗精通,被动效果：速度增加20，破防增加20%，攻击对辅助造成额外20%伤害,"""55015214"",""55015224"",""55015234""",静默杀手,被动效果：永久免疫沉默效果；普攻改为攻击后排随机1个目标，造成100%伤害并减少目标30怒气,"""55015311"",""55015314"",""55015324""",能量主宰,被动效果：生命永久增加20%，吸收战斗中盈余的能量，每当己方英雄释放技能，获取10点怒气并恢复自己60%攻击等量生命（受控可触发）,skillico_5501_1,skillico_5501_2,skillico_5501_3,skillico_5501_4,"""55015"",""55016"",""5501a""",0,500,105
55016,暗夜主宰,奥沃,5501,5,6,55016,0,4,5,,55016,55016,5501a,5501a,55015,55016,"[2,4,6]",14,55016012,黑暗亵渎2,怒气技能：对随机2名敌人造成240%攻击伤害，并增加自己20%暴击，持续4回合，对当前生命值高于自己的目标额外造成目标生命上限10%伤害（最高不超过自身攻击15倍，PVE效果减半），降低目标治疗量20%两回合,"""55016111"",""55016121"",""55016114""",战斗精通2,被动效果：速度增加40，破防增加30%，攻击对辅助造成额外30%伤害,"""55016214"",""55016224"",""55016234""",静默杀手2,被动效果：永久免疫沉默效果；普攻改为攻击后排随机1个目标，造成110%伤害并减少目标40怒气,"""55016311"",""55016314"",""55016324""",能量主宰2,被动效果：生命永久增加25%，吸收战斗中盈余的能量，每当己方英雄释放技能，获取20点怒气并恢复自己70%攻击等量生命（受控可触发）,skillico_5501_1,skillico_5501_2,skillico_5501_3,skillico_5501_4,"""55015"",""55016"",""5501a""",0,500,120
55025,堕天大圣,达斯摩戈,5502,5,5,,4,5,4,qtsc,55025,55025,,,,55025,"[2,3,5]",17,55025012,千变万化,怒气技能：堕天大圣召唤出多个分身，对所有敌人造成54%攻击伤害，每回合额外造成35%流血伤害，持续3回合，对游侠目标造成伤害提高10%，持续2回合,"""55025111"",""55025121"",""55025131""",魔神佛法,被动效果：技能伤害增加37.5%，攻击增加20%，生命增加20%,"""55025214""",魔海神针,被动效果：普攻有100%几率增加自身6%攻击和5点速度，持续3回合,"""55025314"",""55025324""",屠戮魔眼,被动效果：当我方英雄释放技能时，增加自身10%技能伤害和10点怒气,skillico_5502_1,skillico_5502_2,skillico_5502_3,skillico_5502_4,"""55025"",""55026"",""5502a""",0,500,105
55026,堕天大圣,达斯摩戈,5502,5,6,55026,0,5,5,,55026,55026,5502a,5502a,55025,55026,"[2,4,6]",17,55026012,千变万化2,怒气技能：堕天大圣召唤出多个分身，对所有敌人造成75%攻击伤害，每回合额外造成55%流血伤害，持续3回合，对游侠目标造成伤害提高15%，持续2回合,"""55026111"",""55026121"",""55026131""",魔神佛法2,被动效果：技能伤害增加50%，攻击增加25%，生命增加25%,"""55026214""",魔海神针2,被动效果：普攻有100%几率增加自身10%攻击和10点速度，持续3回合,"""55026314"",""55026324""",屠戮魔眼2,被动效果：当我方英雄释放技能时，增加自身15%技能伤害和20点怒气,skillico_5502_1,skillico_5502_2,skillico_5502_3,skillico_5502_4,"""55025"",""55026"",""5502a""",0,500,120
55035,梦魇之子,嘉莉,5503,5,5,,4,5,4,qtsc,55035,55035,,,,55035,"[2,3,5]",55035002,55035012,黑暗魔典,怒气技能：对随机4名敌人造成120%攻击伤害，造成怒气波动。（怒气波动：目标每有1点怒气便造成2%伤害）,"""55035201"",""55035211"",""55035221"",""55035231""",暗影斗篷,被动效果：攻击增加10%，免控率增加10%，速度增加20，有10%概率受伤害为1（神器和宠物造成的伤害除外）,"""55035304""",威能湮灭,被动效果：普通攻击变为对随机1名敌人造成120%攻击伤害并增加目标20怒气；目标每有1点怒气造成2%伤害，并清空目标所有怒气,"""55035404"",""55035414"",""55035424""",黑暗化身,被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成20%已损失生命值的伤害，最高不超过自身攻击力的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以30%生命值复活）,skillico_5503_1,skillico_5503_2,skillico_5503_3,skillico_5503_4,"""55035"",""55036"",""5503a""",1,500,105
55036,梦魇之子,嘉莉,5503,5,6,55036,0,5,5,qtsc,55036,55036,5503a,5503a,55035,55036,"[2,4,6]",55036002,55036012,黑暗魔典2,怒气技能：对随机4名敌人造成160%攻击伤害，造成怒气波动。（怒气波动：目标每有1点怒气便造成4%伤害）,"""55036201"",""55036211"",""55036221"",""55036231""",暗影斗篷2,被动效果：攻击增加15%，免控率增加20%，速度增加40，有20%概率受伤害为1（神器和宠物造成的伤害除外）,"""55036304""",威能湮灭2,被动效果：普通攻击变为对随机1名敌人造成132%攻击伤害并增加目标30怒气；目标每有1点怒气造成4%伤害，并清空目标所有怒气,"""55036404"",""55036414"",""55036424""",黑暗化身2,被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成30%已损失生命值的伤害，最高不超过自身攻击力的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以50%生命值复活）,skillico_5503_1,skillico_5503_2,skillico_5503_3,skillico_5503_4,"""55035"",""55036"",""5503a""",1,500,120
61014,守卫阿帕尔,费根,6101,6,4,,0,1,3,,61014,61014,,,,61014,"[2,4]",5,61014012,日照冲击,怒气技能：对随机3个敌人造成140%攻击伤害，并恢复英雄75%攻击的生命，并有15%概率眩晕目标2回合,"""61014111""",光明圣印,被动效果：防御提升40%,"""61014214""",守卫之心,受到伤害时，有50%概率恢复25%攻击的生命（受控可触发恢复效果）,,,,skillico_049,skillico_295,skillico_306,,"""61014"",""61015""",0,500,70
61015,守卫阿帕尔,费根,6101,6,5,,2,1,4,kctk,61015,61015,,,,61015,"[3,5]",5,61015012,日照冲击,怒气技能：对随机3个敌人造成160%攻击伤害，并恢复英雄95%攻击的生命，并有20%概率眩晕目标2回合,"""61015111""",光明圣印,被动效果：防御提升45%,"""61015214""",守卫之心,受到伤害时，有50%概率恢复25%攻击的生命（受控可触发恢复效果）,,,,skillico_049,skillico_295,skillico_306,,"""61014"",""61015""",0,500,90
