饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,分数,升星饰品ID,突破饰品ID,升星经验,分解经验,分解碎片数量,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售,突破需求,突破数量需求,突破属性,回退消耗,回退奖励
643605,千年之秘法+5,5,6,shipin_622,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6431"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6441,石像鬼的雕像,5,1,shipin_623,4000,15010,6442,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""hp"":12559","""623114""",+42.7%对刺客的伤害加成,3,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243346}",,0,,,
6442,石像鬼的雕像,5,2,shipin_623,5000,15020,6443,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""hp"":15086","""623214""",+53.3%对刺客的伤害加成,3,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":362369}",,0,,,
6443,石像鬼的雕像,5,3,shipin_623,6000,15030,6444,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""hp"":17746","""623314""",+63.9%对刺客的伤害加成,3,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483514}",,0,,,
6444,石像鬼的雕像,5,4,shipin_623,7000,15040,6445,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""hp"":20178","""623414""",+74.3%对刺客的伤害加成,3,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":603796}",,0,,,
6445,石像鬼的雕像,5,5,shipin_623,8000,15050,6446,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""hp"":23237","""623514""",+84.7%对刺客的伤害加成,3,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723725}",,0,,,
6446,石像鬼的雕像,5,6,shipin_623,9000,15060,,644601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",1,,,
644601,石像鬼的雕像+1,5,6,shipin_623,9200,15070,,644602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6441"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
644602,石像鬼的雕像+2,5,6,shipin_623,9400,15080,,644603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6441"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
644603,石像鬼的雕像+3,5,6,shipin_623,9600,15090,,644604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6441"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
644604,石像鬼的雕像+4,5,6,shipin_623,9800,15100,,644605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}","""6231"",""6232"",""6233"",""6234"",""6235"",""6236"",""6441"",""6442"",""6443"",""6444"",""6445"",""6446""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6441"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
644605,石像鬼的雕像+5,5,6,shipin_623,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6441"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6451,凯瑟琳的秘宝,5,1,shipin_624,4000,15010,6452,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""hp"":12559","""624114""",+42.7%对法师的伤害加成,4,"""baoshangpro"":262","{""a"":""attr"",""t"":""jinbi"",""n"":243864}",,0,,,
6452,凯瑟琳的秘宝,5,2,shipin_624,5000,15020,6453,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""hp"":15086","""624214""",+53.3%对法师的伤害加成,4,"""baoshangpro"":287","{""a"":""attr"",""t"":""jinbi"",""n"":362322}",,0,,,
6453,凯瑟琳的秘宝,5,3,shipin_624,6000,15030,6454,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""hp"":17746","""624314""",+63.9%对法师的伤害加成,4,"""baoshangpro"":317","{""a"":""attr"",""t"":""jinbi"",""n"":483645}",,0,,,
6454,凯瑟琳的秘宝,5,4,shipin_624,7000,15040,6455,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""hp"":20178","""624414""",+74.3%对法师的伤害加成,4,"""baoshangpro"":345","{""a"":""attr"",""t"":""jinbi"",""n"":602105}",,0,,,
6455,凯瑟琳的秘宝,5,5,shipin_624,8000,15050,6456,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""hp"":23237","""624514""",+84.7%对法师的伤害加成,4,"""baoshangpro"":379","{""a"":""attr"",""t"":""jinbi"",""n"":723579}",,0,,,
6456,凯瑟琳的秘宝,5,6,shipin_624,9000,15060,,645601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",1,,,
645601,凯瑟琳的秘宝+1,5,6,shipin_624,9200,15070,,645602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6451"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
645602,凯瑟琳的秘宝+2,5,6,shipin_624,9400,15080,,645603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6451"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
645603,凯瑟琳的秘宝+3,5,6,shipin_624,9600,15090,,645604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6451"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
645604,凯瑟琳的秘宝+4,5,6,shipin_624,9800,15100,,645605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}","""6241"",""6242"",""6243"",""6244"",""6245"",""6246"",""6451"",""6452"",""6453"",""6454"",""6455"",""6456""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6451"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
645605,凯瑟琳的秘宝+5,5,6,shipin_624,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hp"":25935","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6451"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6461,金猪吊坠,5,1,shipin_631,4000,35010,6462,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""skilldpspro"":251,""speed"":12","""628114""",+25点怒气,6,"""baojipro"":103","{""a"":""attr"",""t"":""jinbi"",""n"":243442}",,0,,,
6462,金猪吊坠,5,2,shipin_631,5000,35020,6463,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""skilldpspro"":301,""speed"":14","""628214""",+30点怒气,6,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":362725}",,0,,,
6463,金猪吊坠,5,3,shipin_631,6000,35030,6464,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""skilldpspro"":352,""speed"":17","""628314""",+35点怒气,6,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":483808}",,0,,,
6464,金猪吊坠,5,4,shipin_631,7000,35040,6465,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""skilldpspro"":402,""speed"":22","""628414""",+40点怒气,6,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":603032}",,0,,,
6465,金猪吊坠,5,5,shipin_631,8000,35050,6466,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""skilldpspro"":453,""speed"":25","""628514""",+45点怒气,6,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":724864}",,0,,,
6466,金猪吊坠,5,6,shipin_631,9000,35060,,646601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6461"",""6462"",""6463"",""6464"",""6465"",""6466""",1,,,
646601,金猪吊坠+1,5,6,shipin_631,9200,35070,,646602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6461"",""6462"",""6463"",""6464"",""6465"",""6466""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6461"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
646602,金猪吊坠+2,5,6,shipin_631,9400,35080,,646603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6461"",""6462"",""6463"",""6464"",""6465"",""6466""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6461"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
646603,金猪吊坠+3,5,6,shipin_631,9600,35090,,646604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6461"",""6462"",""6463"",""6464"",""6465"",""6466""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6461"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
646604,金猪吊坠+4,5,6,shipin_631,9800,35100,,646605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6461"",""6462"",""6463"",""6464"",""6465"",""6466""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6461"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
646605,金猪吊坠+5,5,6,shipin_631,10000,35110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":842046}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6461"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6471,巨龙之翼,5,1,shipin_632,4000,35010,6472,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":112,""gedangpro"":250,""speed"":35",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243442}",,0,,,
6472,巨龙之翼,5,2,shipin_632,5000,35020,6473,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":129,""gedangpro"":300,""speed"":42",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362725}",,0,,,
6473,巨龙之翼,5,3,shipin_632,6000,35030,6474,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":144,""gedangpro"":350,""speed"":49",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483808}",,0,,,
6474,巨龙之翼,5,4,shipin_632,7000,35040,6475,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":159,""gedangpro"":400,""speed"":56",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603032}",,0,,,
6475,巨龙之翼,5,5,shipin_632,8000,35050,6476,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":177,""gedangpro"":450,""speed"":63",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724864}",,0,,,
6476,巨龙之翼,5,6,shipin_632,9000,35060,,647601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6471"",""6472"",""6473"",""6474"",""6475"",""6476""",1,,,
647601,巨龙之翼+1,5,6,shipin_632,9200,35070,,647602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6471"",""6472"",""6473"",""6474"",""6475"",""6476""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6471"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
647602,巨龙之翼+2,5,6,shipin_632,9400,35080,,647603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6471"",""6472"",""6473"",""6474"",""6475"",""6476""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6471"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
647603,巨龙之翼+3,5,6,shipin_632,9600,35090,,647604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6471"",""6472"",""6473"",""6474"",""6475"",""6476""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6471"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
647604,巨龙之翼+4,5,6,shipin_632,9800,35100,,647605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6471"",""6472"",""6473"",""6474"",""6475"",""6476""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6471"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
647605,巨龙之翼+5,5,6,shipin_632,10000,35110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""gedangpro"":500,""speed"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6471"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6481,神圣结界之心,5,1,shipin_633,4000,55010,6482,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":112,""undpspro"":150,""miankongpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243442}",,0,,,
6482,神圣结界之心,5,2,shipin_633,5000,55020,6483,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":129,""undpspro"":180,""miankongpro"":150",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362725}",,0,,,
6483,神圣结界之心,5,3,shipin_633,6000,55030,6484,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":144,""undpspro"":210,""miankongpro"":175",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483808}",,0,,,
6484,神圣结界之心,5,4,shipin_633,7000,55040,6485,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":159,""undpspro"":240,""miankongpro"":200",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603032}",,0,,,
6485,神圣结界之心,5,5,shipin_633,8000,55050,6486,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":177,""undpspro"":270,""miankongpro"":225",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724864}",,0,,,
6486,神圣结界之心,5,6,shipin_633,9000,55060,,648601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6481"",""6482"",""6483"",""6484"",""6485"",""6486""",1,,,
648601,神圣结界之心+1,5,6,shipin_633,9200,55070,,648602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6481"",""6482"",""6483"",""6484"",""6485"",""6486""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6481"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
648602,神圣结界之心+2,5,6,shipin_633,9400,55080,,648603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6481"",""6482"",""6483"",""6484"",""6485"",""6486""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6481"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
648603,神圣结界之心+3,5,6,shipin_633,9600,55090,,648604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6481"",""6482"",""6483"",""6484"",""6485"",""6486""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6481"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
648604,神圣结界之心+4,5,6,shipin_633,9800,55100,,648605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}","""6481"",""6482"",""6483"",""6484"",""6485"",""6486""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6481"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
648605,神圣结界之心+5,5,6,shipin_633,10000,55110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""undpspro"":300,""miankongpro"":250",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842046}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6481"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6491,熔火之心,5,1,shipin_634,4000,55010,6492,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""gedangpro"":100,""undpspro"":200,""speed"":12","""628114""",+25点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243442}",,0,,,
6492,熔火之心,5,2,shipin_634,5000,55020,6493,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""gedangpro"":130,""undpspro"":230,""speed"":14","""628214""",+30点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362725}",,0,,,
6493,熔火之心,5,3,shipin_634,6000,55030,6494,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""gedangpro"":160,""undpspro"":260,""speed"":17","""628314""",+35点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483808}",,0,,,
6494,熔火之心,5,4,shipin_634,7000,55040,6495,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""gedangpro"":190,""undpspro"":290,""speed"":22","""628414""",+40点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603032}",,0,,,
6495,熔火之心,5,5,shipin_634,8000,55050,6496,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""gedangpro"":220,""undpspro"":320,""speed"":25","""628514""",+45点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724864}",,0,,,
