技能id,技能类型,被动id,受控不触发,数据,检测条件,描述,
4107a304,4,runskill,0,"{""runskill"":[""4107a303"",""4107a313"",""4107a313""]}","{""when"":""realdead"",""side"":""1""}",被动效果：战场上有英雄死亡，恢复自身生命值上限30%等量生命值，自身获得2层潮汐逆鳞（每层潮汐逆鳞额外提高4%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,
41075404,4,runskill,0,"{""runskill"":[""41075303"",""41075313""]}","{""when"":""realdead"",""side"":""0""}",被动效果：战场上有英雄死亡，恢复自身生命值上限10%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,
41076404,4,runskill,0,"{""runskill"":[""41076303"",""41076313""]}","{""when"":""realdead"",""side"":""0""}",被动效果：战场上有英雄死亡，恢复自身生命值上限20%等量生命值，自身获得1层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,
4107a404,4,runskill,0,"{""runskill"":[""4107a303"",""4107a313"",""4107a313""]}","{""when"":""realdead"",""side"":""0""}",被动效果：战场上有英雄死亡，恢复自身生命值上限30%等量生命值，自身获得2层潮汐逆鳞（每层潮汐逆鳞额外提高4%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害）,
41075204,4,runskill,0,"{""runskill"":[""41075203"",""41075213"",""41075223""]}","{""when"":""doatk"",""side"":""0"",""iscancel"":1}",被动效果：我方英雄释放怒气技能或普通攻击时，对受击者进行追击，造成100%攻击伤害，自身获得一层潮汐逆鳞（每层潮汐逆鳞额外提高1%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），并增加自身1%暴击率2回合,
41076204,4,runskill,0,"{""runskill"":[""41076203"",""41076213"",""41076223""]}","{""when"":""doatk"",""side"":""0"",""iscancel"":1}",被动效果：我方英雄释放怒气技能或普通攻击时，对受击者进行追击，造成150%攻击伤害，自身获得一层潮汐逆鳞（每层潮汐逆鳞额外提高2%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），并增加自身3%暴击率2回合,
4107a204,4,runskill,0,"{""runskill"":[""4107a203"",""4107a213"",""4107a223""]}","{""when"":""doatk"",""side"":""0"",""iscancel"":1}",被动效果：我方英雄释放怒气技能或普通攻击时，对受击者进行追击，造成250%攻击伤害，自身获得一层潮汐逆鳞（每层潮汐逆鳞额外提高4%减伤率，怒气技能消耗潮汐逆鳞造成额外伤害），并增加自身5%暴击率2回合,
53025204,4,runskill,0,"{""runskill"":[""53025033"",""53025033"",""53025033""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：我方英雄释放怒气技能后，进行3次追击，每次对随机一名敌人造成50%攻击力伤害,
53026204,4,runskill,0,"{""runskill"":[""53026033"",""53026033"",""53026033""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：我方英雄释放怒气技能后，进行3次追击，每次对随机一名敌人造成100%攻击力伤害,
5302a204,4,runskill,0,"{""runskill"":[""5302a033"",""5302a033"",""5302a033""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""0""}",被动效果：我方英雄释放怒气技能后，进行3次追击，每次对随机一名敌人造成200%攻击力伤害,
53025304,4,runskill,0,"{""runskill"":[""53025043"",""53025043""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，进行2次诅咒，每次为随机1名敌人添加暗影吞噬（每层暗影吞噬抵消下一次受到的治疗效果，并造成50%的伤害，）,
53026304,4,runskill,0,"{""runskill"":[""53026043"",""53026043""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，进行2次诅咒，每次为随机1名敌人添加暗影吞噬（每层暗影吞噬抵消下一次受到的治疗效果，并造成75%的伤害，）,
5302a304,4,runskill,0,"{""runskill"":[""5302a043"",""5302a043""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，进行2次诅咒，每次为随机1名敌人添加暗影吞噬（每层暗影吞噬抵消下一次受到的治疗效果，并造成100%的伤害，）,
53025404,4,controlbuffround,1,{},"{""when"":""getbuff"",""side"":""-2"",""number"":""-1""}",被动效果：生命值增加10%，攻击增加15%，减伤率增加15%，受到的控制效果持续回合数量减少一回合,
53026404,4,controlbuffround,1,{},"{""when"":""getbuff"",""side"":""-2"",""number"":""-1""}",被动效果：生命值增加15%，攻击增加20%，减伤率增加20%，受到的控制效果持续回合数量减少一回合,
5302a404,4,controlbuffround,1,{},"{""when"":""getbuff"",""side"":""-2"",""number"":""-1""}",被动效果：生命值增加20%，攻击增加25%，减伤率增加25%，受到的控制效果持续回合数量减少一回合,
34035104,4,addafterskill,0,"{""runskill"":[""34035103""]}",{},被动效果：攻击增加15%，暴击增加15%，免控增加10%，速度增加10，对流血目标造成伤害提高20%,
34036104,4,addafterskill,0,"{""runskill"":[""34036103""]}",{},被动效果：攻击增加25%，暴击增加25%，免控增加20%，速度增加20，对流血目标造成伤害提高40%,
3403a104,4,addafterskill,0,"{""runskill"":[""3403a103""]}",{},被动效果：攻击增加35%，暴击增加35%，免控增加30%，速度增加30，对流血目标造成伤害提高80%,
34035204,4,runskill,0,"{""runskill"":[""34035203"",""34035213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时额外对所有后排敌人造成30%流血伤害3回合，并减少10点速度,
34036204,4,runskill,0,"{""runskill"":[""34036203"",""34036213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时额外对所有后排敌人造成60%流血伤害3回合，并减少20点速度,
3403a204,4,runskill,0,"{""runskill"":[""3403a203"",""3403a213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时额外对所有后排敌人造成100%流血伤害3回合，并减少30点速度,
34035304,4,addafterskill,0,"{""runskill"":[""34035303""]}",{},被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成30%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成30%伤害3回合,
34036304,4,addafterskill,0,"{""runskill"":[""34036303""]}",{},被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成60%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成60%伤害3回合,
3403a304,4,addafterskill,0,"{""runskill"":[""3403a303""]}",{},被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%伤害3回合,
34035404,4,runskill,0,"{""runskill"":[""34035313""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成30%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成30%伤害3回合,
34036404,4,runskill,0,"{""runskill"":[""34036313"",""34036323""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成60%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成60%伤害3回合,
3403a404,4,runskill,0,"{""runskill"":[""3403a313"",""3403a323""]}","{""when"":""baoji"",""side"":""-2""}",被动效果：技能或普通攻击时，对所有处于流血状态下的敌人造成100%流血伤害3回合，如果暴击则额外对所有处于流血状态下的敌人造成100%伤害3回合,
21065204,4,extbuff,1,"{""nuqi"":20}","{""when"":""roleinit""}",被动效果：护甲增加10%，生命值增加20%，攻击增加10%，免控率增加10%，能量增加20,
21066204,4,extbuff,1,"{""nuqi"":30}","{""when"":""roleinit""}",被动效果：护甲增加20%，生命值增加30%，攻击增加15%，免控率增加20%，能量增加30,
2106a204,4,extbuff,1,"{""nuqi"":50}","{""when"":""roleinit""}",被动效果：护甲增加30%，生命值增加40%，攻击增加25%，免控率增加30%，能量增加50,
21065304,4,runskill,0,"{""runskill"":[""21065313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身50%攻击等量生命值2回合；受到攻击时，偷取攻击者10%攻击力2回合，并有10%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
21066304,4,runskill,0,"{""runskill"":[""21066313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身100%攻击等量生命值2回合；受到攻击时，偷取攻击者15%攻击力2回合，并有20%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
2106a304,4,runskill,0,"{""runskill"":[""2106a313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身150%攻击等量生命值2回合；受到攻击时，偷取攻击者20%攻击力2回合，并有30%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
21065314,4,runskill,0,"{""runskill"":[""21065323"",""21065333"",""21065343""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身50%攻击等量生命值2回合；受到攻击时，偷取攻击者10%攻击力2回合，并有10%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
21066314,4,runskill,0,"{""runskill"":[""21066323"",""21065333"",""21066343""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身100%攻击等量生命值2回合；受到攻击时，偷取攻击者15%攻击力2回合，并有20%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
2106a314,4,runskill,0,"{""runskill"":[""2106a323"",""21065333"",""2106a343""]}","{""when"":""byatk"",""side"":""-2""}",被动效果：普攻攻击时，恢复自身150%攻击等量生命值2回合；受到攻击时，偷取攻击者20%攻击力2回合，并有30%概率嘲讽目标2回合（嘲讽：被嘲讽的英雄所有技能的攻击目标强制变为嘲讽施加者）,
21065404,4,runskill,0,"{""runskill"":[""21065413""]}","{""when"":""round"",""number"":""1""}",被动效果：前3回合，每回合结束时，恢复自身25%攻击力等量生命；第四回合，解除自身控制效果，增加自身10%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
21066404,4,runskill,0,"{""runskill"":[""21066413""]}","{""when"":""round"",""number"":""1""}",被动效果：前3回合，每回合结束时，恢复自身50%攻击力等量生命；第四回合，解除自身控制效果，增加自身25%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
2106a404,4,runskill,0,"{""runskill"":[""2106a413""]}","{""when"":""round"",""number"":""1""}",被动效果：前3回合，每回合结束时，恢复自身120%攻击力等量生命；第四回合，解除自身控制效果，增加自身50%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
21065414,4,runskill,0,"{""runskill"":[""21065423"",""21065433"",""21065443""]}","{""when"":""round"",""number"":""4""}",被动效果：前3回合，每回合结束时，恢复自身25%攻击力等量生命；第四回合，解除自身控制效果，增加自身10%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
21066414,4,runskill,0,"{""runskill"":[""21066423"",""21066433"",""21066443""]}","{""when"":""round"",""number"":""4""}",被动效果：前3回合，每回合结束时，恢复自身50%攻击力等量生命；第四回合，解除自身控制效果，增加自身25%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
2106a414,4,runskill,0,"{""runskill"":[""2106a423"",""2106a433"",""2106a443""]}","{""when"":""round"",""number"":""4""}",被动效果：前3回合，每回合结束时，恢复自身120%攻击力等量生命；第四回合，解除自身控制效果，增加自身50%暴击伤害，并获得暴走（暴走：主动技能或普攻攻击必定暴击且不会格挡）,
43085304,4,runskill,0,"{""runskill"":[""43085303""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，随机一名敌人附加缩小2回合（缩小：体型缩小50%，受到的伤害增加15，造成的伤害减少20%，不可叠加）,
43086304,4,runskill,0,"{""runskill"":[""43086303""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，随机一名敌人附加缩小2回合（缩小：体型缩小50%，受到的伤害增加20，造成的伤害减少30%，不可叠加）,
4308a304,4,runskill,0,"{""runskill"":[""4308a303""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普攻攻击时，随机一名敌人附加缩小2回合（缩小：体型缩小50%，受到的伤害增加30%，造成的伤害减少50%，不可叠加）,
43085404,4,runskill,0,"{""runskill"":[""43085403"",""43085413""]}","{""when"":""round"",""number"":""-1""}",被动效果：回合结束时，使随机1名速度高于自身的敌人与自己交换速度一回合，并给随机1名我方英雄施加守护2回合（守护：受到主动技能或普通攻击时，对攻击者造成100无视护甲伤害，恢复自身50%攻击等量生命值）,
43086404,4,runskill,0,"{""runskill"":[""43086403"",""43086413""]}","{""when"":""round"",""number"":""-1""}",被动效果：回合结束时，使随机1名速度高于自身的敌人与自己交换速度一回合，并给随机1名我方英雄施加守护2回合（守护：受到主动技能或普通攻击时，对攻击者造成200%无视护甲伤害，恢复自身100%攻击等量生命值）,
4308a404,4,runskill,0,"{""runskill"":[""4308a403"",""4308a413""]}","{""when"":""round"",""number"":""-1""}",被动效果：回合结束时，使随机1名速度高于自身的敌人与自己交换速度一回合，并给随机1名我方英雄施加守护2回合（守护：受到主动技能或普通攻击时，对攻击者造成300%无视护甲伤害，恢复自身150%攻击等量生命值）,
32075304,4,changeskill,1,"{""runskill"":[""32075102""]}",{},被动效果：普攻变为对随机3名敌人造成100%攻击伤害；额外造成100%伤害，目标身上每有一种不同的负面效果，造成额外伤害提高100%攻击伤害,
32076304,4,changeskill,1,"{""runskill"":[""32076102""]}",{},被动效果：普攻变为对随机3名敌人造成150%攻击伤害；额外造成150%伤害，目标身上每有一种不同的负面效果，造成额外伤害提高150%攻击伤害,
3207a304,4,changeskill,1,"{""runskill"":[""32076102""]}",{},被动效果：普攻变为对随机3名敌人造成250%攻击伤害；额外造成250%伤害，目标身上每有一种不同的负面效果，造成额外伤害提高250%攻击伤害,
32075404,4,copybuff,0,"{""typenum"":1,""num"":2}","{""when"":""roundend""}",被动效果：回合结束时，将随机1名敌方英雄身上的1种持续伤害或属性减益效果复制给随机其他2名敌方英雄。（每种效果最多复制3层）,
32076404,4,copybuff,0,"{""typenum"":2,""num"":2}","{""when"":""roundend""}",被动效果：回合结束时，将随机1名敌方英雄身上的2种持续伤害或属性减益效果复制给随机其他2名敌方英雄。（每种效果最多复制3层）,
3207a404,4,copybuff,0,"{""typenum"":3,""num"":2}","{""when"":""roundend""}",被动效果：回合结束时，将随机1名敌方英雄身上的3种持续伤害或属性减益效果复制给随机其他2名敌方英雄。（每种效果最多复制3层）,
3207601004,4,runskill,0,"{""runskill"":[""32076133""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",释放怒气技能时，有50%概率使目标身上所有持续伤害、属性减益及控制效果剩余持续回合数增加2回合。,
3207602004,4,runskill,0,"{""runskill"":[""3207a133""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",释放怒气技能时，有70%概率使目标身上所有持续伤害、属性减益及控制效果剩余持续回合数增加2回合。,
61035304,4,changeskill,1,"{""runskill"":[""61035022""]}",{},被动效果：普攻对随机1名敌人造成150%攻击伤害，并施加1层审判之力,
61036304,4,changeskill,1,"{""runskill"":[""61036022""]}",{},被动效果：普攻对随机1名敌人造成240%攻击伤害，并施加1层审判之力,
6103a304,4,changeskill,1,"{""runskill"":[""6103a022""]}",{},被动效果：普攻对随机1名敌人造成300%攻击伤害，并施加1层审判之力,
61035404,4,addafterskill,0,"{""runskill"":[""61035403"",""61035413""]}",{},被动效果：自身释放技能或普通攻击时，对敌方全体造成一个100%无视护甲的真实伤害，并有10%概率施加1层审判之力,
61036404,4,addafterskill,0,"{""runskill"":[""61036403"",""61036413""]}",{},被动效果：自身释放技能或普通攻击时，对敌方全体造成一个200%无视护甲的真实伤害，并有20%概率施加1层审判之力,
6103a404,4,addafterskill,0,"{""runskill"":[""6103a403"",""6103a413""]}",{},被动效果：自身释放技能或普通攻击时，对敌方全体造成一个400%无视护甲的真实伤害，并有30%概率施加1层审判之力,
6103601004,4,runskill,0,"{""runskill"":[""61036513""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",对所有已有审判之力的敌人有30%概率额外施加1层审判之力,
6103602004,4,runskill,0,"{""runskill"":[""61036523""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",对所有已有审判之力的敌人有60%概率额外施加1层审判之力,
6502601004,4,runskill,0,"{""runskill"":[""65026012""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",怒气技能：对随机4名敌人造成160%攻击伤害，并额外造成能量湮灭，并有40%概率施加湮灭印记（能量湮灭：目标每有1点能量便造成4%伤害；湮灭印记：拥有印记的目标能量达到100时触发，每有1点能量便造成6%伤害，并清空所有能量，触发后印记消失）,
6502602004,4,runskill,0,"{""runskill"":[""6502a012""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",怒气技能：对随机4名敌人造成220%攻击伤害，并额外造成能量湮灭，并有70%概率施加湮灭印记（能量湮灭：目标每有1点能量便造成6%伤害；湮灭印记：拥有印记的目标能量达到100时触发，每有1点能量便造成10%伤害，并清空所有能量，触发后印记消失）,
55035304,4,changeskill,0,"{""runskill"":[""55035022""]}",{},被动效果：普通攻击变为对随机1名敌人造成120%攻击伤害并增加目标20能量；目标每有1点能量造成2%伤害，并清空目标所有能量,
55036304,4,changeskill,0,"{""runskill"":[""55036022""]}",{},被动效果：普通攻击变为对随机1名敌人造成132%攻击伤害并增加目标30能量；目标每有1点能量造成4%伤害，并清空目标所有能量,
5503a304,4,changeskill,0,"{""runskill"":[""5503a022""]}",{},被动效果：普通攻击变为对随机1名敌人造成156%攻击伤害并增加目标50能量；目标每有1点能量造成6%伤害，并清空目标所有能量,
55035404,4,heianzhihun,0,"{""runskill"":[""55035413""]}","{""when"":""roundend""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成20%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以50%生命值复活）,
55036404,4,heianzhihun,0,"{""runskill"":[""55036413""]}","{""when"":""roundend""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成30%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以30%生命值复活）,
5503a404,4,heianzhihun,0,"{""runskill"":[""5503a413""]}","{""when"":""roundend""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成50%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以100%生命值复活并回复100点能量）,
55035414,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":300}","{""when"":""dead""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成20%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以50%生命值复活）,
55036414,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":500}","{""when"":""dead""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成30%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以30%生命值复活）,
5503a414,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":1000}","{""when"":""dead""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成50%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以100%生命值复活并回复100点能量）,
55035424,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":300}","{""when"":""roundstart""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成20%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以50%生命值复活）,
55036424,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":500}","{""when"":""roundstart""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成30%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以30%生命值复活）,
5503a424,4,heianzhihun,0,"{""buffid"":""soulpower"",""round"":99,""pro"":1000}","{""when"":""roundstart""}",被动效果：自身死亡时化身为黑暗之魂持续4回合，并且自己每回合获得一层黑暗之力，战场上有英雄死亡时，额外获得一层黑暗之力（黑暗之魂：回合结束时，对生命值最低的敌人造成50%已损失生命值的伤害，最高不超过嘉莉给奖励的1500%；黑暗之力：当黑暗之力叠加到4层时，将在下回合开始时以100%生命值复活并回复100点能量）,
659114,4,runskill,0,"{""runskill"":[""659113""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击300%）,
659214,4,runskill,0,"{""runskill"":[""659213""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击350%）,
659314,4,runskill,0,"{""runskill"":[""659313""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击400%）,
659414,4,runskill,0,"{""runskill"":[""659413""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击430%）,
659514,4,runskill,0,"{""runskill"":[""659513""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击460%）,
659614,4,runskill,0,"{""runskill"":[""659613""]}","{""when"":""baoji"",""side"":""-2""}",暴击时，造成目标上限10%伤害（最高不超过自身攻击500%）,
5503601004,4,runskill,0,"{""runskill"":[""55036123""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",怒气技能：对随机4名敌人造成160%攻击伤害，并额外造成能量湮灭，并有40%概率施加湮灭印记（能量湮灭：目标每有1点能量便造成4%伤害；湮灭印记：拥有印记的目标能量达到100时触发，每有1点能量便造成6%伤害，并清空所有能量，触发后印记消失）,
5503602004,4,runskill,0,"{""runskill"":[""5503a123""]}","{""when"":""doatk"",""atktype"":""xpskill"",""side"":""-2""}",怒气技能：对随机4名敌人造成220%攻击伤害，并额外造成能量湮灭，并有70%概率施加湮灭印记（能量湮灭：目标每有1点能量便造成6%伤害；湮灭印记：拥有印记的目标能量达到100时触发，每有1点能量便造成10%伤害，并清空所有能量，触发后印记消失）,
33045104,4,runskill,0,"{""runskill"":[""33045103""]}","{""when"":""round"",""number"":""1""}",被动效果：生命增加20%，伤减率增加10%，造成治疗量提高15%，速度增加20。,
33046104,4,runskill,0,"{""runskill"":[""33046103""]}","{""when"":""round"",""number"":""1""}",被动效果：生命增加30%，伤减率增加20%，造成治疗量提高20%，速度增加40。,
3304a104,4,runskill,0,"{""runskill"":[""3304a103""]}","{""when"":""round"",""number"":""1""}",被动效果：生命增加40%，伤减率增加30%，造成治疗量提高25%，速度增加60。,
33045304,4,runskill,1,"{""runskill"":[""33045213"",""33045223"",""33045233""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，消耗自身10%当前生命值，使血量最低的3名我方英雄恢复龙血魔人生命上限10%的生命，并增加5%伤减率2回合。,
33046304,4,runskill,1,"{""runskill"":[""33046213"",""33046223"",""33046233""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，消耗自身15%当前生命值，使血量最低的3名我方英雄恢复龙血魔人生命上限15%的生命，并增加10%伤减率2回合。,
3304a304,4,runskill,1,"{""runskill"":[""3304a213"",""3304a223"",""3304a233""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动效果：普通攻击时，消耗自身25%当前生命值，使血量最低的3名我方英雄恢复龙血魔人生命上限25%的生命，并增加15%伤减率2回合。,
33045404,4,runskill,0,"{""runskill"":[""33045313"",""33045323"",""33045333""]}","{""when"":""dead"",""side"":""-2"",""once"":1}",被动效果：死亡后，使位置相邻的我方英雄（优先选择位置靠前的我方英雄）恢复生命上限30%的生命，并增加30怒气和20%免控率,
33046404,4,runskill,0,"{""runskill"":[""33046313"",""33046323"",""33046333""]}","{""when"":""dead"",""side"":""-2"",""once"":1}",被动效果：死亡后，使位置相邻的我方英雄（优先选择位置靠前的我方英雄）恢复生命上限50%的生命，并增加50怒气和40%免控率,
3304a404,4,runskill,0,"{""runskill"":[""3304a313"",""3304a323"",""3304a333""]}","{""when"":""dead"",""side"":""-2"",""once"":1}",被动效果：死亡后，使位置相邻的我方英雄（优先选择位置靠前的我方英雄）恢复生命上限100%的生命，并增加100怒气和100%免控率,
660114,4,runskill,1,"{""runskill"":[""660113""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*125%）（对治愈诅咒和魔兽造成的伤害无效）,
660214,4,runskill,1,"{""runskill"":[""660213""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*150%）（对治愈诅咒和魔兽造成的伤害无效）,
660314,4,runskill,1,"{""runskill"":[""660313""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*175%）（对治愈诅咒和魔兽造成的伤害无效）,
660414,4,runskill,1,"{""runskill"":[""660413""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*200%）（对治愈诅咒和魔兽造成的伤害无效）,
660514,4,runskill,1,"{""runskill"":[""660513""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*225%）（对治愈诅咒和魔兽造成的伤害无效）,
660614,4,runskill,1,"{""runskill"":[""660613""]}","{""when"":""round"",""number"":""-1""}",使自身受到的伤害减少（自身攻击力*250%）（对治愈诅咒和魔兽造成的伤害无效）,
661114,4,runskill,1,"{""runskill"":[""661113"",""661123"",""661133""]}","{""when"":""round"",""number"":""1""}",战斗开始和回合结束时，对敌方速度最高的3名英雄依次有100%、66%、33%的概率施加霜寒1回合（霜寒：“技能效果:降低10速度）。,
661214,4,runskill,1,"{""runskill"":[""661213"",""661223"",""661233""]}","{""when"":""round"",""number"":""1""}",战斗开始和回合结束时，对敌方速度最高的3名英雄依次有100%、66%、33%的概率施加霜寒1回合（霜寒：“技能效果:降低20速度）。,
661314,4,runskill,1,"{""runskill"":[""661313"",""661323"",""661333""]}","{""when"":""round"",""number"":""1""}",战斗开始和回合结束时，对敌方速度最高的3名英雄依次有100%、66%、33%的概率施加霜寒1回合（霜寒：“技能效果:降低30速度）。,
