NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数,,,,,,,,,
51792,32056,6,717,32056,10,"""atk"":24.905,""hp"":45.484",1,,,,,,,,,
51793,14036,1,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51793,14036,2,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51793,14036,3,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51793,14036,4,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51793,14036,5,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51793,14036,6,718,14036,10,"""atk"":24.918,""hp"":45.508",1,,,,,,,,,
51794,61026,1,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51794,61026,2,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51794,61026,3,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51794,61026,4,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51794,61026,5,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51794,61026,6,718,61026,10,"""atk"":24.931,""hp"":45.532",1,,,,,,,,,
51795,31086,1,718,31086,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51795,31086,2,718,31086,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51795,31086,3,718,31086,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51795,34026,4,718,34026,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51795,34026,5,718,34026,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51795,34026,6,718,34026,10,"""atk"":24.944,""hp"":45.556",1,,,,,,,,,
51796,25066,1,718,25066,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51796,15036,2,718,15036,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51796,14036,3,718,14036,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51796,13046,4,718,13046,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51796,25066,5,718,25066,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51796,25066,6,718,25066,10,"""atk"":24.957,""hp"":45.58",1,,,,,,,,,
51797,25066,1,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51797,25066,2,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51797,25066,3,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51797,25066,4,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51797,25066,5,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51797,25066,6,719,25066,10,"""atk"":24.97,""hp"":45.604",1,,,,,,,,,
51798,55016,1,719,55016,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51798,52046,2,719,52046,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51798,52046,3,719,52046,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51798,52046,4,719,52046,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51798,52046,5,719,52046,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51798,52046,6,719,52046,10,"""atk"":24.983,""hp"":45.628",1,,,,,,,,,
51799,63026,1,719,63026,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51799,63026,2,719,63026,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51799,63026,3,719,63026,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51799,52046,4,719,52046,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51799,52046,5,719,52046,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51799,52046,6,719,52046,10,"""atk"":24.996,""hp"":45.652",1,,,,,,,,,
51800,31076,1,720,31076,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51800,31076,2,720,31076,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51800,32056,3,720,32056,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51800,32056,4,720,32056,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51800,35036,5,720,35036,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51800,35036,6,720,35036,10,"""atk"":25.009,""hp"":45.676",1,,,,,,,,,
51801,41056,1,720,41056,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51801,41056,2,720,41056,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51801,41066,3,720,41066,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51801,41066,4,720,41066,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51801,42016,5,720,42016,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51801,42016,6,720,42016,10,"""atk"":25.022,""hp"":45.7",1,,,,,,,,,
51802,35036,1,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51802,35036,2,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51802,35036,3,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51802,35036,4,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51802,35036,5,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51802,35036,6,720,35036,10,"""atk"":25.035,""hp"":45.724",1,,,,,,,,,
51803,63026,1,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51803,63026,2,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51803,63026,3,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51803,63026,4,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51803,63026,5,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51803,63026,6,721,63026,10,"""atk"":25.048,""hp"":45.748",1,,,,,,,,,
51804,61026,1,721,61026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51804,63026,2,721,63026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51804,61026,3,721,61026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51804,63026,4,721,63026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51804,63026,5,721,63026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51804,63026,6,721,63026,10,"""atk"":25.061,""hp"":45.772",1,,,,,,,,,
51805,61026,1,721,61026,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51805,63026,2,721,63026,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51805,25076,3,721,25076,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51805,25076,4,721,25076,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51805,44046,5,721,44046,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51805,44046,6,721,44046,10,"""atk"":25.074,""hp"":45.796",1,,,,,,,,,
51806,32056,1,721,32056,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51806,61026,2,721,61026,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51806,52046,3,721,52046,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51806,24036,4,721,24036,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51806,13046,5,721,13046,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51806,45056,6,721,45056,10,"""atk"":25.087,""hp"":45.82",1,,,,,,,,,
51807,41066,1,722,41066,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51807,63026,2,722,63026,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51807,31076,3,722,31076,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51807,23036,4,722,23036,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51807,55016,5,722,55016,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51807,11086,6,722,11086,10,"""atk"":25.1,""hp"":45.844",1,,,,,,,,,
51808,25066,1,722,25066,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51808,61026,2,722,61026,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51808,52046,3,722,52046,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51808,45046,4,722,45046,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51808,32056,5,722,32056,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51808,13046,6,722,13046,10,"""atk"":25.113,""hp"":45.868",1,,,,,,,,,
51809,41066,1,722,41066,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51809,63026,2,722,63026,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51809,31076,3,722,31076,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51809,23036,4,722,23036,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51809,55016,5,722,55016,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51809,11086,6,722,11086,10,"""atk"":25.126,""hp"":45.892",1,,,,,,,,,
51810,32056,1,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51810,32056,2,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51810,32056,3,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51810,32056,4,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51810,32056,5,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51810,32056,6,723,32056,10,"""atk"":25.139,""hp"":45.916",1,,,,,,,,,
51811,34026,1,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51811,34026,2,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51811,34026,3,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51811,34026,4,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51811,34026,5,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51811,34026,6,723,34026,10,"""atk"":25.152,""hp"":45.94",1,,,,,,,,,
51812,41056,1,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51812,41056,2,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51812,41056,3,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51812,41056,4,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51812,41056,5,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51812,41056,6,723,41056,10,"""atk"":25.165,""hp"":45.964",1,,,,,,,,,
51813,63026,1,724,63026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51813,61026,2,724,61026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51813,63026,3,724,63026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51813,61026,4,724,61026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51813,61026,5,724,61026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51813,61026,6,724,61026,10,"""atk"":25.178,""hp"":45.988",1,,,,,,,,,
51814,31076,1,724,31076,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51814,31076,2,724,31076,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51814,31076,3,724,31076,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51814,32056,4,724,32056,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51814,32056,5,724,32056,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51814,32056,6,724,32056,10,"""atk"":25.191,""hp"":46.012",1,,,,,,,,,
51815,25076,1,724,25076,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51815,25076,2,724,25076,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51815,25076,3,724,25076,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51815,14046,4,724,14046,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51815,14046,5,724,14046,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51815,14046,6,724,14046,10,"""atk"":25.204,""hp"":46.036",1,,,,,,,,,
51816,34026,1,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51816,34026,2,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51816,34026,3,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51816,34026,4,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51816,34026,5,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51816,34026,6,724,34026,10,"""atk"":25.217,""hp"":46.06",1,,,,,,,,,
51817,32056,1,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51817,32056,2,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51817,32056,3,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51817,32056,4,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51817,32056,5,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51817,32056,6,725,32056,10,"""atk"":25.23,""hp"":46.084",1,,,,,,,,,
51818,14036,1,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51818,14036,2,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51818,14036,3,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51818,14036,4,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51818,14036,5,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51818,14036,6,725,14036,10,"""atk"":25.243,""hp"":46.108",1,,,,,,,,,
51819,61026,1,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51819,61026,2,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51819,61026,3,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51819,61026,4,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51819,61026,5,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51819,61026,6,725,61026,10,"""atk"":25.256,""hp"":46.132",1,,,,,,,,,
51820,13046,1,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51820,13046,2,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51820,13046,3,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51820,13046,4,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51820,13046,5,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51820,13046,6,726,13046,10,"""atk"":25.269,""hp"":46.156",1,,,,,,,,,
51821,25066,1,726,25066,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51821,15036,2,726,15036,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51821,14036,3,726,14036,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51821,13046,4,726,13046,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51821,25066,5,726,25066,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51821,25066,6,726,25066,10,"""atk"":25.282,""hp"":46.18",1,,,,,,,,,
51822,25066,1,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51822,25066,2,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51822,25066,3,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51822,25066,4,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51822,25066,5,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51822,25066,6,726,25066,10,"""atk"":25.295,""hp"":46.204",1,,,,,,,,,
51823,41056,1,727,41056,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51823,41056,2,727,41056,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51823,14046,3,727,14046,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51823,45056,4,727,45056,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51823,14046,5,727,14046,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51823,14046,6,727,14046,10,"""atk"":25.308,""hp"":46.228",1,,,,,,,,,
51824,63026,1,727,63026,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51824,63026,2,727,63026,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51824,63026,3,727,63026,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51824,52046,4,727,52046,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51824,52046,5,727,52046,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51824,52046,6,727,52046,10,"""atk"":25.321,""hp"":46.252",1,,,,,,,,,
51825,31076,1,727,31076,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51825,31076,2,727,31076,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51825,32056,3,727,32056,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51825,32056,4,727,32056,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51825,35036,5,727,35036,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51825,35036,6,727,35036,10,"""atk"":25.334,""hp"":46.276",1,,,,,,,,,
51826,41056,1,727,41056,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51826,41056,2,727,41056,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51826,41066,3,727,41066,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51826,41066,4,727,41066,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51826,42016,5,727,42016,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51826,42016,6,727,42016,10,"""atk"":25.347,""hp"":46.3",1,,,,,,,,,
51827,35036,1,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51827,35036,2,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51827,35036,3,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51827,35036,4,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51827,35036,5,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51827,35036,6,728,35036,10,"""atk"":25.36,""hp"":46.324",1,,,,,,,,,
51828,63026,1,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51828,63026,2,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51828,63026,3,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51828,63026,4,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51828,63026,5,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51828,63026,6,728,63026,10,"""atk"":25.373,""hp"":46.348",1,,,,,,,,,
51829,61026,1,728,61026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51829,63026,2,728,63026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51829,61026,3,728,61026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51829,63026,4,728,63026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51829,63026,5,728,63026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51829,63026,6,728,63026,10,"""atk"":25.386,""hp"":46.372",1,,,,,,,,,
51830,61026,1,729,61026,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51830,63026,2,729,63026,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51830,25076,3,729,25076,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51830,25076,4,729,25076,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51830,44046,5,729,44046,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51830,44046,6,729,44046,10,"""atk"":25.399,""hp"":46.396",1,,,,,,,,,
51831,32056,1,729,32056,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51831,61026,2,729,61026,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51831,52046,3,729,52046,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51831,24036,4,729,24036,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51831,13046,5,729,13046,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51831,45056,6,729,45056,10,"""atk"":25.412,""hp"":46.42",1,,,,,,,,,
51832,41066,1,729,41066,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51832,63026,2,729,63026,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51832,31076,3,729,31076,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51832,23036,4,729,23036,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51832,55016,5,729,55016,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51832,11086,6,729,11086,10,"""atk"":25.425,""hp"":46.444",1,,,,,,,,,
51833,25066,1,730,25066,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51833,61026,2,730,61026,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51833,52046,3,730,52046,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51833,45046,4,730,45046,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51833,32056,5,730,32056,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51833,13046,6,730,13046,10,"""atk"":25.438,""hp"":46.468",1,,,,,,,,,
51834,41066,1,730,41066,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51834,63026,2,730,63026,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51834,31076,3,730,31076,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51834,23036,4,730,23036,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51834,55016,5,730,55016,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51834,11086,6,730,11086,10,"""atk"":25.451,""hp"":46.492",1,,,,,,,,,
51835,32056,1,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51835,32056,2,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51835,32056,3,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51835,32056,4,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51835,32056,5,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51835,32056,6,730,32056,10,"""atk"":25.464,""hp"":46.516",1,,,,,,,,,
51836,34026,1,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51836,34026,2,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51836,34026,3,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51836,34026,4,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51836,34026,5,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51836,34026,6,730,34026,10,"""atk"":25.477,""hp"":46.54",1,,,,,,,,,
51837,41056,1,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51837,41056,2,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51837,41056,3,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51837,41056,4,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51837,41056,5,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51837,41056,6,731,41056,10,"""atk"":25.49,""hp"":46.564",1,,,,,,,,,
51838,63026,1,731,63026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51838,61026,2,731,61026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51838,63026,3,731,63026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51838,61026,4,731,61026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51838,61026,5,731,61026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51838,61026,6,731,61026,10,"""atk"":25.503,""hp"":46.588",1,,,,,,,,,
51839,31076,1,731,31076,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51839,31076,2,731,31076,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51839,31076,3,731,31076,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51839,32056,4,731,32056,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51839,32056,5,731,32056,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51839,32056,6,731,32056,10,"""atk"":25.516,""hp"":46.612",1,,,,,,,,,
51840,25076,1,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51840,25076,2,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51840,25076,3,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51840,25076,4,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51840,25076,5,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51840,25076,6,732,25076,10,"""atk"":25.529,""hp"":46.636",1,,,,,,,,,
51841,34026,1,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51841,34026,2,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51841,34026,3,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51841,34026,4,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51841,34026,5,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51841,34026,6,732,34026,10,"""atk"":25.542,""hp"":46.66",1,,,,,,,,,
51842,32056,1,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51842,32056,2,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51842,32056,3,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51842,32056,4,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51842,32056,5,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51842,32056,6,732,32056,10,"""atk"":25.555,""hp"":46.684",1,,,,,,,,,
51843,14036,1,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51843,14036,2,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51843,14036,3,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51843,14036,4,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51843,14036,5,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51843,14036,6,733,14036,10,"""atk"":25.568,""hp"":46.708",1,,,,,,,,,
51844,61026,1,733,61026,10,"""atk"":25.581,""hp"":46.732",1,,,,,,,,,
51844,61026,2,733,61026,10,"""atk"":25.581,""hp"":46.732",1,,,,,,,,,
51844,61026,3,733,61026,10,"""atk"":25.581,""hp"":46.732",1,,,,,,,,,
