道具组,物品类型,物品编号,物品数量,物品权重,购买限制,开放天数,购买费用,折扣,中奖纪录,购买vip限制,稀有度,统计识别号
652,item,11075,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,11085,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,12035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,13045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,14035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,15035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
652,item,14045,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,21045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,22045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,22055,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,23035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,24035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,25065,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,25075,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
654,item,22065,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,31075,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,31085,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,32055,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,34025,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,35035,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,35045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
656,item,31095,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,41055,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,41065,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,42015,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,44045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,45045,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,45055,50,2,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
658,item,43065,50,1,-1,1,"{""a"":""attr"",""t"":""jinbi"",""n"":1}",10,1,0,0,0
1001,item,2004,1000,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1000}",6,0,0,0,0
1002,item,2005,1000,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":500}",5,0,0,0,0
1003,item,2011,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":2500}",4,0,0,0,0
1004,item,1003,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":4500}",8,0,0,0,0
160001,item,6081,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160002,item,6049,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160003,item,6037,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160004,item,6085,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160005,item,6093,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160006,item,6057,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":40}",10,0,0,0,0
160007,item,6021,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160008,item,6025,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160009,item,6029,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160010,item,6041,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160011,item,6045,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160012,item,6053,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160013,item,6061,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160014,item,6065,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160015,item,6069,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160016,item,6073,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160017,item,6077,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160018,item,6089,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160019,item,6097,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
160020,item,6117,1,1,1,1,"{""a"":""item"",""t"":""2090"",""n"":24}",10,0,0,0,0
1200,item,1205,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":180}",10,0,0,0,0
1200,item,1206,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1207,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":60}",10,0,0,0,0
1200,item,1216,1,100,1,1,"{""a"":""item"",""t"":""2093"",""n"":1200}",10,0,0,0,0
1200,item,1213,1,200,1,1,"{""a"":""item"",""t"":""2093"",""n"":600}",10,0,0,0,0
1200,item,1215,1,75,1,1,"{""a"":""item"",""t"":""2093"",""n"":1500}",10,0,0,0,0
1200,item,1214,1,75,1,1,"{""a"":""item"",""t"":""2093"",""n"":2000}",10,0,0,0,0
1200,item,1201,1,25,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":300}",10,0,0,0,0
1200,item,1202,1,25,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1203,1,25,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1204,1,25,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1208,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1209,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1210,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1211,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,1212,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":120}",10,0,0,0,0
1200,item,2091,1,50,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1000}",10,0,0,0,0
